,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
15597,133259880,2000,0,0,0,0,3453,6582,41331,47913,41331,49913,43864,-190,0,0,16767,16810,17500,17000,-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,43331,1.0,1.0,1.0,1.0,CINEASTE PUBLISHING,,200 PARK AVENUE SOUTH - 1,NEW YORK,NY,10003-1503,0.0,3.0,3.0,2000.0,199303.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,120.0,92.0,0.0,B9710,,0.0,0,0,1.0,0,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.663231,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A33,199212,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15598,133260150,10254,0,0,0,0,0,0,0,54077,54077,64331,67617,-34553,0,0,2250,3646,42200,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,35722,0,18355,,A65Z,,64331,1.0,1.0,1.0,1.0,NEW MEDIA REPERTORY COMPANY INC,,512 E 80TH ST,NEW YORK,NY,10021-0755,0.0,3.0,3.0,1000.0,198508.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,0.0,0,0,1.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.753089,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1991,A65,199112,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15603,133261663,112188,0,0,0,3479,7500,0,0,97269,97269,209457,198775,82931,0,0,73499,90847,1250,7916,0,0,0,0,0,0,0,0,0,0,0,0,0,93790,0,0,,A72Z,A30Z,209457,1.0,2.0,2.0,2.0,AMERICAN SOCIAL HISTORY PRODUCTIONS INCORPORATED,,99 HUDSON ST 3RD FLR,NEW YORK,NY,10013-2815,0.0,3.0,3.0,1200.0,198609.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,122.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A72Z,A72,,PC,O,AR,A,IN,,1991,A,A72Z,0.65147,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A72,199112,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
15616,133266551,25,0,0,0,0,34929,0,0,148222,148222,148247,66489,27240,5000,0,15569,28241,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,69087,0,79135,0,,A6AZ,A33Z,79160,1.0,2.0,1.0,1.0,BEL CANTO SOCIETY INC,,11 RIVERSIDE DR,NEW YORK,NY,10023-2504,0.0,3.0,3.0,2000.0,198704.0,1.0,16.0,1.0,13.0,0.0,10.0,3,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1992,A,A6AZ,0.0792263,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A6A,199303,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
15617,133266612,24149,0,0,0,58,0,3610,2163,50357,46747,74506,69199,1467,0,0,826,1861,1056,394,0,0,0,0,0,0,0,0,0,0,0,0,0,44525,0,0,,A6BZ,,70896,1.0,1.0,1.0,1.0,MELODIOUS ACCORD INC,,175 NINTH AVE,NEW YORK,NY,10011-4977,0.0,3.0,3.0,1000.0,198707.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1992,A,A6BZ,0.307435,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A6B,199306,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
15619,133266893,224064,0,0,0,0,5580,0,0,59932,59932,283996,272159,31799,0,0,193228,150831,168026,119032,0,0,0,0,0,0,0,0,0,0,0,0,0,59932,0,0,,A65Z,,283996,2.0,2.0,2.0,2.0,PREGONES TOURING PUERTO RICAN THEATRE COLLECTION INC,,700 GRAND CONCOURSE,BRONX,NY,10451-3134,0.0,3.0,3.0,1200.0,198609.0,1.0,16.0,1.0,13.0,198706.0,0.0,6,NC,88.0,995.0,90.0,B9710,,1.0,1,0,1.0,0,36005.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.5751649999999999,10451.0,10451.0,5602.0,5600.0,36005.0,,AR,1992,A65,199206,NY,10451.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15621,133267257,459694,0,0,0,0,29944,0,0,65344,65344,525038,456680,-19998,28500,0,4994,48388,93350,68386,0,0,0,0,0,0,0,0,0,0,0,0,0,65201,0,143,,A62Z,,525038,1.0,3.0,3.0,2.0,DONALD BYRD DANCE FOUNDATION INC,,808 UNION ST 3D,BROOKLYN,NY,11215-1375,0.0,3.0,3.0,1000.0,198507.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.16123099999999999,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1992,A62,199206,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15626,133268373,1250,0,0,0,0,4628,0,0,60078,60078,61328,69174,925,3057,0,8771,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60078,0,0,,A30Z,,61328,1.0,1.0,1.0,1.0,CULTURE CONTACT INC,,326 COLUMBUS AVENUE,NEW YORK,NY,10023-8445,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1991,A,A30Z,0.564457,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1991,A30,199112,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
15628,133268549,45150,0,0,0,0,4853,0,0,174155,174155,219305,234417,-24078,0,0,23317,8007,20685,32085,0,0,0,0,0,0,0,0,0,0,0,10000,1598,159685,1912,0,,A62Z,,207707,1.0,2.0,2.0,2.0,RINGSIDE INC,,161 SIXTH AVE 14 FL,NEW YORK,NY,10013-1205,0.0,3.0,3.0,1000.0,198509.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,995.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.415,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15630,133268951,330000,0,0,0,2646,3763,309556,-110244,202123,-107433,532123,220682,282140,0,0,318304,315816,38049,33676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,,A77M,A33Z,222567,2.0,3.0,2.0,2.0,URZONE INC,,611 BROADWAY STE 608,NEW YORK,NY,10012-2608,0.0,3.0,3.0,1000.0,198509.0,1.0,16.0,1.0,13.0,198912.0,10.0,4,,995.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A77M,A77,7.0,PC,O,AR,A,IN,,1991,A,A77M,0.804887,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A77,199204,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A19,A
15640,133272010,46069,0,0,0,509,0,0,0,53803,53803,99872,87699,25510,0,0,22838,44123,9501,18613,0,0,0,0,0,0,0,0,0,0,0,0,0,53294,0,0,,A62Z,,99872,1.0,1.0,1.0,1.0,THE MOMENTA FOUNDATION INC,,260 W BROADWAY,NEW YORK,NY,10013-2259,0.0,3.0,3.0,2000.0,198608.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,93.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.230807,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15647,133275103,86339,0,0,0,4157,26217,0,0,4157,4157,90496,183887,89723,18060,0,185814,93623,2700,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A23Z,,90496,1.0,1.0,1.0,2.0,THE AMERICAN AUSTRIAN FOUNDATION INC,,245 PARK AVE 27TH FLR,NEW YORK,NY,10167-0002,0.0,3.0,3.0,1000.0,198504.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,93.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1992,A,A23Z,0.359306,10167.0,10167.0,5602.0,5600.0,36061.0,,AR,1992,Q99,199212,NY,10167.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
15673,133280750,9360,1640,0,0,0,0,0,0,57924,57924,68924,17877,19144,0,0,22061,19144,400,0,0,0,0,0,0,0,0,0,0,0,0,0,53564,0,4360,0,,A60J,B22J,15360,1.0,1.0,1.0,1.0,BOTTLE & CORK CLUB OF NEW YORK INC,,PO BOX 52 COLONIAL PARK S,NEW YORK,NY,10039-0052,0.0,3.0,3.0,1000.0,199011.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,600.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60J,A60,6.0,PC,O,AR,A,IN,,1992,A,A60J,0.7524649999999999,10039.0,10039.0,5602.0,5600.0,36061.0,,AR,1992,A60,199212,NY,10039.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A12,A
15679,133282274,33154,0,0,0,0,0,0,0,0,0,33154,32540,-1235,0,0,697,3343,3160,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6AZ,,33154,1.0,1.0,1.0,1.0,AMERICAN CHAMBER OPERA COMPANY INC,,PO BOX 909 ANSONIA STA,NEW YORK,NY,10023-0909,0.0,3.0,3.0,1000.0,198510.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,561.0,90.0,0.0,B9710,,0.0,0,0,1.0,0,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1991,A,A6AZ,0.541135,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1992,A6A,199206,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
15681,133284407,10193,0,0,0,42,0,0,0,195177,195177,205370,212165,-70384,32862,0,16067,1508,79306,71892,0,0,0,0,0,0,0,0,0,0,0,0,350,187344,7441,0,,A65Z,,205020,1.0,2.0,2.0,2.0,NATIONAL IMPROVISATIONAL THEATRE,% DAN,223 8TH AVE,NEW YORK,NY,10011-1606,,3.0,3.0,2000.0,198706.0,,11.0,,,,,12,,30.0,0.0,0.0,B9508,1995.0,0.0,0,1,6.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.9716809999999999,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1990,A65,199012,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15688,133286419,53933,0,0,0,0,927,0,0,65851,65851,119784,119331,-6687,0,0,13371,12556,20511,19243,0,0,0,0,0,0,0,0,0,0,0,0,0,65851,0,0,,A62Z,,119784,1.0,2.0,2.0,2.0,SPANISH DANCE ARTS COMPANY INC,,154 CHRISTOPHER ST,NEW YORK,NY,10014-2840,0.0,3.0,3.0,1000.0,198512.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,88.0,119.0,B9710,,0.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.664959,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15689,133286716,34920,0,0,0,563,0,0,0,17951,17951,52871,54781,23581,0,0,25491,23581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17388,0,0,,A33Z,,52871,1.0,1.0,1.0,1.0,OCTOBER MAGAZINE LTD,% ROSALIND KRAUSS,225 LAFAYETTE ST 1012,NEW YORK,NY,10012-4015,0.0,3.0,3.0,2000.0,198510.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.9426399999999999,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A33,199212,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15696,133290365,100876,0,0,0,8222,32045,0,0,47422,47422,148298,67313,216569,0,0,143286,219214,6046,2645,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,29063,8481,,A50Z,,146642,2.0,2.0,2.0,1.0,AMERICAN FRIENDS OF BLERANCOURT INC,% ACCOUNTING MANAGEMENT CO,667 MADISON AVE 20TH FLR,NEW YORK,NY,10021-8029,0.0,3.0,3.0,1200.0,198507.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A50Z,A50,,PC,O,AR,A,IN,,1991,A,A50Z,0.726433,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1992,A11,199208,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1150,A
15700,133296699,1900,0,0,0,258,0,0,0,47497,47497,49397,55346,86971,0,0,92920,86971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47239,0,0,,A20Z,,49397,1.0,1.0,1.0,1.0,PROARTS INTERNATIONAL INC,MURRAY LOUIS,611 BROADWAY,NEW YORK,NY,10012-2608,0.0,3.0,3.0,1000.0,198601.0,1.0,15.0,1.0,13.0,0.0,10.0,3,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1992,A,A20Z,0.421101,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A62,199303,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15701,133296765,2000,0,0,0,0,0,0,0,72606,72606,74606,77285,1328,0,0,4007,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72430,0,0,,A99Z,,74606,1.0,1.0,1.0,1.0,WORLD CREATIVE ARTS INC,,845 W END AVE STE 2C,NEW YORK,NY,10025-8436,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.9093610000000001,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1990,A99,199012,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
15705,133298768,43438,0,0,0,266,0,0,0,266,266,43704,49902,8327,0,0,208465,213522,193940,205195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,43704,2.0,1.0,1.0,1.0,LABORATORY FOR ICONS & IDIOM INC,,135 HUDSON ST,NEW YORK,NY,10013-2102,0.0,3.0,3.0,1000.0,198706.0,1.0,16.0,5.0,13.0,0.0,10.0,12,,90.0,91.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1992,A,A31Z,0.9148299999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A31,199212,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
15711,133301001,7000,6670,0,0,264,0,0,0,26353,26353,40023,44838,12485,0,0,27209,35556,9909,23071,0,0,0,0,0,0,0,0,0,0,0,0,0,26089,0,0,,X20Z,A65Z,40023,1.0,1.0,1.0,1.0,LITERARY MANAGERS AND DRAMATURGS OF AMERICA INC,% CASTA,33 W 42ND ST GRAD CTR BOX,NEW YORK,NY,10036-8003,0.0,3.0,3.0,2000.0,198701.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,123.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,X20Z,X20,,PC,O,RE,X,IN,,1991,X,X20Z,0.850403,10036.0,10036.0,5602.0,5600.0,36061.0,,RE,1992,X20,199206,NY,10036.0,NEW YORK,,,X,RE,OT,PC,O,RE,X,IN,,A70,A
15722,133307698,32483,0,0,0,0,0,0,0,0,0,32483,23832,8787,0,0,136,8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,32483,1.0,1.0,1.0,1.0,COMM PRO NICARAGUAN REFUGEE AID,,2455 SEDWICK AVE RM 306,BRONX,NY,10468-3899,0.0,3.0,3.0,1000.0,198512.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,569.0,429.0,399.0,B0897,,1.0,1,1,6.0,1,36005.0,,A51Z,A51,,PC,O,AR,A,IN,,1991,A,A51Z,0.982714,10468.0,10468.0,5602.0,5600.0,36005.0,,AR,1992,A51,199206,NY,10468.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
15728,133307859,179000,0,0,0,0,0,0,0,49385,49385,228385,76820,208338,0,0,56773,208337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49385,0,0,,A62Z,,228385,2.0,2.0,2.0,1.0,THE ARMITAGE FOUNDATION LTD,% KERNER,11 PENN PLAZA 930,NEW YORK,NY,10001-0000,0.0,3.0,3.0,1000.0,198709.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.9459139999999999,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15732,133310731,49630,0,0,0,0,4426,0,0,16276,16276,65906,63470,-30834,8700,0,7978,4467,41248,35301,0,0,0,0,0,0,0,0,0,0,0,0,0,16276,0,0,S,A68Z,,65906,1.0,1.0,1.0,1.0,DOWNTOWN MUSIC PRODUCTIONS INC,,310 E 12TH ST,NEW YORK,NY,10003-7203,0.0,3.0,3.0,1000.0,198611.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.854289,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A6C,199208,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
15733,133311277,13223,0,0,0,174,1328,0,0,45620,45620,58843,69045,10404,1650,0,28013,15004,4600,4600,10404,0,0,0,0,0,0,0,0,0,0,0,2807,41566,1073,0,,A6AZ,,56036,1.0,1.0,1.0,1.0,LA GRAN SCENA OPERA CO DI NEW YORK INC,,211 E 11TH ST,NEW YORK,NY,10003-7321,0.0,3.0,3.0,1000.0,198602.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1990,A,A6AZ,0.18721300000000002,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1991,A6A,199106,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
15734,133311294,134192,0,0,0,42,0,0,0,99529,99529,233721,217810,16484,34040,0,25774,36494,8110,20010,0,0,0,0,0,0,0,0,0,0,0,0,17091,78672,3724,0,,A62Z,A65Z,216630,1.0,2.0,2.0,2.0,TADA THEATRE AND DANCE ALLIANCE INC,,120 W 28TH ST,NEW YORK,NY,10001-6109,0.0,3.0,3.0,1000.0,198512.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,88.0,90.0,149.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.373196,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A6E,199208,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
15751,133317229,139935,17022,0,0,1110,10510,0,0,36826,36826,193783,228521,2678,0,0,61104,171924,17945,169246,0,0,0,0,0,0,0,0,0,0,0,0,5743,21959,7515,499,,A76Z,,188040,2.0,2.0,2.0,2.0,POETRY PROJECT LIMITED,,131 E 10TH ST,NEW YORK,NY,10003-7504,0.0,3.0,3.0,1000.0,0.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A76Z,A76,,PC,O,AR,A,IN,,1992,A,A76Z,0.367232,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1993,A76,199306,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
15762,133320972,103673,0,0,0,0,11970,0,0,114090,114090,217763,207297,-12478,0,0,13368,46889,33698,59367,0,0,0,0,0,0,0,0,0,0,0,0,2614,87247,0,6347,,T23Z,,215149,1.0,2.0,2.0,2.0,DANSPACE PROJECT INC,% ST MARKS CHURCH,10TH ST AND 2ND AVE,NEW YORK,NY,10003-0000,0.0,3.0,3.0,2000.0,198605.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.183955,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A61,199206,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
15764,133321002,591986,0,0,0,18024,107912,0,0,19709,19709,611695,1064973,279546,0,0,788615,304763,55791,25217,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,,A60Z,,611695,2.0,3.0,3.0,4.0,THE NEW YORK INTERNATIONAL FESTIVAL OF THE ARTS INC,% LORD DAY & LORD,ONE PARK AVE,NEW YORK,NY,10016-5802,0.0,3.0,3.0,1000.0,198604.0,1.0,15.0,1.0,13.0,199012.0,10.0,9,C,90.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.588112,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1992,A60,199209,NY,10016.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
15766,133321549,75930,0,58941518,59161573,3436425,0,0,0,62377943,3216370,62453873,2475968,82555441,33976,0,88245831,86695216,2183559,4139775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,A51I,,3292300,6.0,6.0,4.0,4.0,AMERICAN FRIENDS OF THE NATIONAL GALLERY LONDON INC,% SLOANE & HINSHAW,165 E 72ND ST 1B,NEW YORK,NY,10021-4351,0.0,3.0,3.0,1000.0,198602.0,1.0,17.0,1.0,13.0,0.0,10.0,12,C,123.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A50I,A50,5.0,PC,O,AR,A,IN,,1992,A,A50I,0.518534,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1992,A11,199212,NY,10021.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1150,A
15770,133323045,409775,24601,0,0,571,8669,0,0,371514,371514,805890,808295,7306,54375,0,48882,58257,39171,50951,0,0,0,0,0,0,0,0,0,0,0,0,0,364683,0,6260,,Q21Z,A60Z,805890,1.0,3.0,3.0,3.0,WORLD MUSIC INSTITUTE INC,,49 W 27 ST 810,NEW YORK,NY,10001-6936,0.0,3.0,3.0,2000.0,198703.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,35.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,Q21Z,Q21,,PC,O,IN,Q,IN,,1991,Q,Q21Z,0.9567889999999999,10001.0,10001.0,5602.0,5600.0,36061.0,,IN,1992,A24,199206,NY,10001.0,NEW YORK,,,Q,IN,OT,PC,O,IN,Q,IN,,A24,A
15777,133324673,283081,0,100776,87786,5325,33292,0,0,196557,108771,479638,373392,257844,0,0,261367,265647,12195,7803,257844,0,0,0,0,0,0,0,0,0,0,0,9788,72516,8152,0,,A65Z,,382064,2.0,2.0,2.0,2.0,PLAYS FOR LIVING INC,,49 W 27TH ST STE 930,NEW YORK,NY,10001-6936,0.0,3.0,3.0,1000.0,198604.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,123.0,120.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.897093,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1993,A65,199306,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15779,133325038,10774,0,0,0,657,0,0,0,55032,55032,65806,70473,7187,0,0,27221,21026,15367,13839,0,0,0,0,0,0,0,0,0,0,0,0,0,54375,0,0,,A51Z,,65806,1.0,1.0,1.0,1.0,PAINTING SPACE 122 INC,,150 FIRST AVENUE,NEW YORK,NY,10009-5704,0.0,3.0,3.0,1000.0,199010.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,92.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1991,A,A51Z,0.9984649999999999,10009.0,10009.0,5602.0,5600.0,36061.0,,AR,1992,A40,199206,NY,10009.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
15780,133325408,27000,0,0,0,0,0,0,0,15599,15599,42599,39112,2829,0,0,14342,2829,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15599,0,0,,A6CZ,,42599,1.0,1.0,1.0,1.0,AMERICAN JAZZ ORCHESTRA INC,,270 MADISON AVE,NEW YORK,NY,10016-0601,,3.0,3.0,2000.0,198807.0,,16.0,,,,,12,,90.0,0.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36061.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1992,A,A6CZ,0.978476,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1992,A6C,199212,NY,10016.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
