,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
12626,134136043,201006,201051.0,29491324151180,B99,N,Y,0.0,1.0,2009,3.0,4.0,1.0,3,0.0,0,559,0,0,0,0,0,0,559,10127,-9568,5832,559,0,250231,0,35000,0,35000,0,156349,0,4192,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,559,0,10127,0,5832,0,0,56397,0,0,156349,0,250231,6,0,0,0,0,0,0,0,0,6,85114,4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134136043201006,1341360432010,rtf09pf,6,0,10118.0,POLLACK ART FOUNDATION INC,L WOLLIN,350 FIFTH AVE,NEW YORK,NY,10118-0110,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.49953000000000003,B,A12,A,36061.0,5602.0,5600.0
12636,134137801,200908,,29491325171129,A33,,,,,2008,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,54,0,0,0,0,1200,54,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,54,0,0,0,0,-1146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54,0,54,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134137801200908,1341378012009,CORE08pf,0,0,11354.0,US AND CHINA NEWS FOUNDATION,,,FLUSHING,NY,11354-5566,0.0,3.0,1.0,200210.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8,,,0,N,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6262800000000001,B,A33,A,36081.0,5602.0,5600.0
12638,134138151,200912,201047.0,93491314008160,A54,N,Y,0.0,1.0,2009,3.0,3.0,1.0,3,0.0,0,27,0,0,0,0,0,1200,27,1200,-1173,1200,27,0,26533,0,0,0,0,24438,26533,1221,1306,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,27,0,0,0,0,0,0,26533,0,0,26533,0,2095,0,0,0,0,0,0,0,0,0,0,26520,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134138151200912,1341381512009,rtf09pf,0,0,10119.0,HOLOCAUST ART & REMEMBRANCE FOUNDATION,MELVYN WEISS,1 PENN PLZ FL 49,NEW YORK,NY,10119-4899,0.0,3.0,1.0,200101.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A128,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.24379,B,A1280,A,36061.0,5602.0,5600.0
12644,134138655,200912,201029.0,93491189007000,A20,N,Y,0.0,1.0,2009,2.0,6.0,1.0,3,0.0,0,2357,0,0,0,0,300250,0,2357,856322,-853965,854082,2357,2357,1167336,0,0,0,0,436035,1167336,0,46366,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2357,2357,856322,0,854082,0,0,567353,0,0,1167336,0,731301,47,0,0,0,0,150,0,0,103,47,941439,0,2357,52725,0,0,55082,854082,1308910,346570,176074,2685636,1,0,0,0,1,0,0,0,0,0,30910,35150,211,137,66408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134138655200912,1341386552009,rtf09pf,-103,0,10153.0,COMMISSION FOR ART RECOVERY INC,ANDREW L JAGODA,767 FIFTH AVENUE,NEW YORK,NY,10153-0023,0.0,3.0,1.0,200102.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,Y,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.73649,B,A20,A,36061.0,5602.0,5600.0
12661,134143098,200912,201027.0,93491180003550,A23,N,Y,0.0,1.0,2009,3.0,1.0,2.0,3,0.0,10600,0,0,0,0,0,0,12000,10600,13068,-2468,12000,0,0,2717,0,0,0,0,1,2717,0,195,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1068,0,0,0,0,2717,0,0,2717,0,2717,0,0,0,0,0,0,0,0,0,0,3951,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134143098200912,1341430982009,rtf09pf,0,0,10023.0,JINDHAG FOUNDATION,GANER GROSSBACH & GANER,C/O GANERGROSSBACHGANER 1995,NEW YORK,NY,10023-0000,0.0,3.0,1.0,200112.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,200412.0,1.0,12,,,0,N,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9604600000000001,B,A23,A,36061.0,5602.0,5600.0
12722,134149853,200912,201035.0,29491226145020,T23,N,Y,0.0,1.0,2009,3.0,8.0,6.0,3,0.0,301581,386260,0,-8183,15069,593199,0,0,2137926,2482235,-344309,1594315,1217746,1224728,40281499,1102765,0,6463434,7566199,196483,40281499,0,1396075,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,850000,61133,1236260,1851510,2482235,18514,1594315,18514,626782,137300,0,5484550,40281499,0,40085016,24355,0,0,20080,0,10000,0,0,5725,24355,28346691,0,1224728,992058,895185,753408,3865379,1604700,1548057,1749398,1565016,6467171,0,0,0,0,0,0,0,0,0,0,930717,662319,596790,504546,2694372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134149853200912,1341498532009,rtf09pf,-5725,0,10022.0,ELYSABETH KLEINHANS THEATRICAL FOUNDATION INC,ELYSABETH KLEINHANS,59 E 59TH ST,NEW YORK,NY,10022-1104,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,GS,0,N,M,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50107,A,A65,A,36061.0,5602.0,5600.0
12728,134150082,200812,201003.0,29491346012089,A50,N,N,0.0,1.0,2008,3.0,9.0,7.0,3,0.0,6225833,595,18345,0,0,1782490,0,0,8194288,4941357,3252931,1581938,0,975924,50326829,0,0,0,0,152732,50326829,0,348397,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,167025,0,8543,1083339,4941357,107415,1581938,107415,107415,0,0,2178192,50326829,0,50174097,0,0,0,0,0,0,0,0,0,0,7074043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,134150082200812,1341500822008,rtf09pf,0,0,10112.0,STONE BARNS RESTORATION CORP,RICHARD N CATALDO,30 ROCKEFELLER PLZ STE 5600,NEW YORK,NY,10112-0002,0.0,3.0,1.0,200107.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.06763,B,A50,A,36061.0,5602.0,5600.0
12779,134165975,200908,201011.0,29491030027190,A23,N,Y,0.0,1.0,2008,2.0,3.0,4.0,3,0.0,130282,0,0,0,0,0,42000,900,130282,135221,-4939,134166,0,0,26115,0,0,0,0,9581,26115,0,1229,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,134321,0,133266,0,1055,18669,0,0,26115,0,16534,0,0,0,0,0,0,0,0,0,0,24954,0,0,0,294,1080,1374,134166,127489,130841,120224,512720,26115,29530,28362,30079,114086,26115,29530,28362,30079,114086,0,0,0,0,0,130282,131080,129090,128979,519431,130282,131080,129090,128979,519431,0,0,0,0,0,2009,134165975200908,1341659752009,rtf09pf,0,0,10036.0,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,EMIKO AKUTAGAWA LINDSAY,28 W 44TH ST STE 1023,NEW YORK,NY,10036-7410,0.0,3.0,1.0,200112.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8,RINRI TOMO-NO-KAI,,0,N,,A117,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.41685,B,A1170,A,36061.0,5602.0,5600.0
12805,134177051,200912,201018.0,29491107066200,A50,N,Y,0.0,25.0,2009,3.0,1.0,2.0,3,0.0,24350,0,0,0,0,0,0,0,24350,28530,-4180,0,1,0,5556,0,0,0,0,0,5556,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,28530,0,0,0,0,4087,0,0,5556,0,5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134177051200912,1341770512009,rtf09pf,0,0,10001.0,PAUL RUDOLF FOUNDATION INC,MARK A MUNROE CPA,363 7TH AVE FL 7,NEW YORK,NY,10001-3904,0.0,3.0,2.0,200201.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,12,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9721799999999999,B,A50,A,36061.0,5602.0,5600.0
12809,134179518,201003,201037.0,29491233082160,A25,N,Y,0.0,1.0,2009,2.0,3.0,3.0,3,0.0,25437,107,0,0,0,25676,0,3500,51220,35526,15694,33028,0,23001,86202,0,0,0,0,0,86202,0,3544,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,107,25783,32026,273,29528,273,2782,82864,0,0,86202,0,86202,0,0,0,0,0,0,0,0,0,0,71969,0,3544,2735,1734,614,8627,33028,32282,30271,72451,168032,1,0,0,0,1,0,0,0,0,0,2363,1823,1156,409,5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134179518201003,1341795182010,rtf09pf,0,0,10001.0,INSTITUTE OF MASTERS OF WINE NORTH AMERICA LTD,TANNENBAUM HELPERN SYRACUSE,350 7TH AVE RM 1201,NEW YORK,NY,10001-5013,0.0,3.0,2.0,200309.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.08384,B,A25,A,36061.0,5602.0,5600.0
12812,134180899,200912,201047.0,93491318009000,A68,N,Y,0.0,1.0,2009,3.0,4.0,1.0,3,0.0,0,0,7479,0,0,0,12000,0,7479,12120,-4641,12120,0,0,340671,0,0,0,0,1,340671,0,14668,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,7479,0,12120,12120,12120,12120,0,114342,0,0,340671,0,340671,0,0,0,0,0,0,0,0,0,0,297817,14668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134180899200912,1341808992009,rtf09pf,0,0,10021.0,DA CAPO FOUNDATION INC,MATSUKO SHIBUYA,420 E 72ND ST APT 20C,NEW YORK,NY,10021-4676,0.0,3.0,1.0,200407.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.06798,B,A68,A,36061.0,5602.0,5600.0
12814,134181214,200912,201018.0,29491107026210,A25,N,Y,0.0,1.0,2009,3.0,6.0,3.0,3,0.0,0,32208,0,0,0,0,0,80700,32208,89164,-56956,88145,31189,0,1101552,0,0,0,0,0,101552,0,53993,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,32208,0,8464,1019,7445,1019,0,2670,0,0,1101552,0,1101552,312,0,0,721,0,0,0,0,409,312,1096295,53681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134181214200912,1341812142009,rtf09pf,-409,0,10016.0,MALEVICH SOCIETY,LAWRENCE KAYE TRUSTEE,2 PARK AVE,NEW YORK,NY,10016-5675,0.0,3.0,2.0,200201.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.84021,B,A25,A,36061.0,5602.0,5600.0
12815,134181689,200912,201050.0,29491324150200,A65,N,Y,0.0,1.0,2009,3.0,1.0,3.0,3,0.0,31000,0,0,0,0,2237,0,0,33237,46016,-12779,44546,0,0,2414,0,0,0,0,14717,2414,0,362,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,46016,0,44546,0,0,351,0,0,2414,0,-12303,0,0,0,0,0,0,0,0,0,0,7340,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134181689200912,1341816892009,rtf09pf,0,0,10023.0,AUDAX THEATER GROUP,DANIEL ROBERTS,171 W 71ST ST STE 2E,NEW YORK,NY,10023-3801,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,200512.0,1.0,12,,,0,N,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17459000000000002,B,A65,A,36061.0,5602.0,5600.0
12817,134181975,200812,,29491269000239,A56,,,,,2008,,,,3,,0,0,0,0,0,0,0,0,0,3956,-3956,0,0,0,2738,0,0,0,0,55266,753,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3956,0,0,0,0,753,0,0,0,0,-52528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,134181975200812,1341819752008,CORE08pf,0,0,10016.0,MUSE FOUNDATION OF NEW YORK INC,,,NEW YORK,NY,10016-8733,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A56,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.23765999999999998,B,A56,A,36061.0,5602.0,5600.0
12818,134182614,200912,201049.0,29491324049020,A20,N,Y,0.0,1.0,2009,3.0,8.0,8.0,3,0.0,38314661,208,49198,9480,0,0,0,823376,38373547,846613,37526934,845543,57816,0,38605993,0,5913310,0,5913310,18000,34921356,0,171455,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,58886,0,23237,1070,22167,1070,0,0,0,5688318,34721356,0,38587993,1156,0,0,0,0,1500,0,4,340,1156,3481323,170299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134182614200912,1341826142009,rtf09pf,-340,0,10017.0,HARRIET AND ESTEBAN VICENTE FOUNDATION,ROBERT WARSHAW,501 5TH AVE RM 1803,NEW YORK,NY,10017-6189,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,YI.,2,N,M,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13146,B,A20,A,36061.0,5602.0,5600.0
12822,134184176,200912,201028.0,93491187010000,Q33,N,Y,0.0,1.0,2009,3.0,1.0,3.0,3,0.0,25000,0,0,0,0,0,0,0,25000,26144,-1144,26144,0,0,2352,0,0,0,0,1,2352,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,26144,0,26144,0,0,2352,0,0,2352,0,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134184176200912,1341841762009,rtf09pf,0,0,10163.0,AFRICAN FEDERATION INC,KOFI A BOATENG,PO BOX 2186,NEW YORK,NY,10163-2186,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.033280000000000004,A,A23,A,36061.0,5602.0,5600.0
12830,134188626,200912,201034.0,29491142160150,A6C,N,Y,0.0,20.0,2009,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134188626200912,1341886262009,rtf09pf,0,0,10034.0,YOUTH ORCHESTRA OF IBERO AMERICAS INC,,5000 BROADWAY APT 3C,NEW YORK,NY,10034-1621,0.0,3.0,2.0,200307.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A69,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6060399999999999,A,A69,A,36061.0,5602.0,5600.0
12836,134190269,200912,201023.0,93491133014160,A31,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,190,-189,0,0,0,1954,0,0,0,0,1,1954,0,101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,190,0,0,0,0,1954,0,0,1954,0,1954,0,0,0,0,0,0,0,0,0,0,2049,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134190269200912,1341902692009,rtf09pf,0,0,10016.0,FMC FOUNDATION INC,MATTHEWS & CO,270 MADISON AVE FL 16,NEW YORK,NY,10016-0601,0.0,3.0,2.0,200307.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.53789,B,A31,A,36061.0,5602.0,5600.0
12843,134193640,201003,201034.0,29491212096030,A20,N,Y,0.0,1.0,2009,2.0,2.0,1.0,3,0.0,4500,0,873,0,0,0,0,2000,5373,2835,2538,2000,873,873,23202,0,0,0,0,1040,23718,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,873,873,835,0,0,0,0,142,0,23060,23718,0,22162,17,0,0,0,0,0,0,0,0,17,0,0,1,752,463,321,1537,2000,2000,5000,5000,14000,1,0,0,0,1,0,0,0,0,0,0,0,775,576,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134193640201003,1341936402010,rtf09pf,17,0,10003.0,JONATHAN AND BARBARA SILVER FOUNDATION INC,SILVER BARBARA,30 E 4TH ST,NEW YORK,NY,10003-7025,0.0,3.0,2.0,200207.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,,,0,N,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.91259,B,A20,A,36061.0,5602.0,5600.0
12847,134194235,200912,201024.0,29491142157020,A70,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,0,0,0,0,0,3792,0,244,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,775,0,3792,0,0,3792,0,3792,0,0,0,0,0,0,0,0,0,0,4954,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134194235200912,1341942352009,rtf09pf,0,0,10021.0,THOMAS HART BENTON CATALOGUE RAISONNE FOUNDATION INC,J YOST,19 E 75TH ST,NEW YORK,NY,10021-2608,0.0,3.0,2.0,200204.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.19332,B,A70,A,36061.0,5602.0,5600.0
12892,134201589,200912,201025.0,29491150134000,A20,N,Y,0.0,1.0,2009,2.0,3.0,3.0,3,0.0,5079,0,76,5817,0,0,0,28690,10972,38635,-27663,35943,25504,0,42308,0,11998,0,11998,0,59015,0,2257,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,27596,0,9945,2092,7253,2092,0,-2,0,28580,59015,0,42308,510,0,0,156,0,0,0,8,0,510,45824,1747,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134201589200912,1342015892009,rtf09pf,362,0,10021.0,THE FOUNDATION TO PROMOTE SELF TAUGHT ART INC,AUDREY B HECKLER,1365 YORK AVE APT 9A,NEW YORK,NY,10021-4042,0.0,3.0,2.0,200409.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.23892,B,A12,A,36061.0,5602.0,5600.0
13006,134350414,200910,201040.0,29491261021010,T23,N,Y,0.0,1.0,2008,2.0,8.0,7.0,3,0.0,703513,46,602668,-3131026,0,2470,85385,65000,-1822329,871757,-2694086,690201,478524,0,20208096,0,15504071,0,15504071,35065,20208096,0,846709,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,605184,0,806757,126660,625201,126660,0,0,0,4194403,20208096,0,20173031,9570,0,0,11596,0,5000,0,0,7026,9570,17192057,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134350414200910,1343504142009,rtf09pf,-7026,0,10012.0,PLANNING AND ART RESOURCES FOR COMMUNITIES INC,,29 BLEECKER ST,NEW YORK,NY,10012-2440,0.0,3.0,1.0,200708.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10,,,3,N,,A02,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8585799999999999,A,A02,A,36061.0,5602.0,5600.0
13134,136041343,200912,201047.0,29491317032100,,N,Y,0.0,1.0,2009,3.0,6.0,4.0,3,602.0,0,0,42326,-148329,0,169,21048,99820,-105834,121058,-226892,110344,31781,0,1549961,0,1026677,351469,1378146,0,1744451,0,77552,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,42495,0,21238,10714,10524,10714,0,0,0,166542,1744451,0,1549961,318,0,0,2117,0,0,0,0,1799,318,1574669,77234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,136041343200912,1360413432009,rtf09pf,-1799,0,10008.0,R BELKNAP TRUST WINTERTHUR MUSEUM & RESEARCH LIBRARY,DEUTSCHE BANK TRUST CO NY 230596,PO BOX 1297,NEW YORK,NY,10008-1297,0.0,3.0,1.0,197202.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,,0,N,,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.47884,B,A1150,A,36061.0,5602.0,5600.0
13192,136059836,200912,201023.0,29491142183220,,N,Y,0.0,1.0,2009,3.0,3.0,1.0,3,161.0,0,13,15,0,0,0,0,10000,28,11468,-11440,11466,28,0,28793,0,28327,0,28327,0,21521,0,1218,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,28,0,1468,0,1466,0,0,466,0,0,21521,0,28793,0,0,0,0,0,0,0,0,0,0,24739,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,136059836200912,1360598362009,rtf09pf,0,0,10018.0,HISTORICAL RESEARCH FOUNDATION,SANFORD BECKER & CO PC,1430 BROADWAY STE 6TH FLR,NEW YORK,NY,10018-3308,0.0,3.0,2.0,196204.0,1.0,4.0,161.0,180.0,59.0,1.0,1.0,0.0,1.0,12,,,0,N,,A128,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.5636899999999999,B,A1282,A,36061.0,5602.0,5600.0
