,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
25443,133981873,199912,1999,24481,0,0,0,0,0,0,0,9248,9248,33729,30289,5956,0,0,6528,9593,4012,3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9248,,33729,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33729,3440,0,0,0,0,0,0,0,0,2516,0,0,0,0,0,0,0,0,0,0,0,994.0,N,1.0,1.0,200114.0,29490316081190.0,1.0,1999,3.0,Y,1.0,N,1.0,0.0,1999.0,10023-5882,10023.0,133981873199912.0,1339818731999.0,12,994.0,120.0,0.0,1995 BROADWAY 16,3.0,200112.0,NEW YORK,1.0,% GANER GROSSBACH,1.0,13.0,15.0,10.0,0.0,EVERGREEN REVIEW INC,1.0,199808.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,PC,O,AR,A,,,A33Z,AR,AR,5602.0,5600.0,36061.0,0.6311680000000001,5602.0,1,N,A33,NY,10023.0,NEW YORK,A33,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A33,A
25444,133982258,200012,2000,295680,0,0,0,0,0,0,0,0,0,295680,295680,16672,38920,0,16672,47307,0,30635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,295680,3,7,0,0,0,0,0,0,0,0,0,0,0,0,295680,0,0,11220,4776,0,0,0,0,0,16672,57154,0,0,0,0,0,57154,57154,0,0,0,0.0,N,3.0,1.0,200142.0,29490266053011.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10017-0000,10017.0,133982258200012.0,1339822582000.0,12,0.0,0.0,0.0,UNITED NATIONS STE 405,3.0,200112.0,NEW YORK,2.0,% THE UNITED NATIONS,1.0,13.0,15.0,10.0,0.0,IPSINTER PRESS SERVICE-NORTH AMERICA INC,1.0,199910.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A30,IN,,AR,A,PC,O,AR,A,,,A30,AR,AR,5602.0,5600.0,36061.0,0.212842,5602.0,1,N,A30,NY,10017.0,NEW YORK,A33,,0.0,3a,2000.0,0.0,3a,2000.0,,,,0.0,3a,2000.0,,,,,,,0.0,3a,2000.0,0.0,3a,2000.0,295680.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,44833.0,3a,2000.0,A33,A
25447,133982875,200012,2000,101132,0,0,0,5282,0,0,0,45658,45658,146790,135712,107805,12070,0,96727,118742,0,10937,0,0,0,0,0,0,0,0,0,0,0,0,0,40376,0,0,,146790,3,9,0,5282,0,0,0,0,0,0,0,0,0,0,146790,11078,0,0,0,0,0,0,0,0,96727,187724,0,113556,2837,0,0,304117,190561,0,0,0,994.0,N,4.0,1.0,200144.0,29490216119281.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10023-6537,10023.0,133982875200012.0,1339828752000.0,12,994.0,90.0,0.0,165 W 66TH ST 15J,3.0,200112.0,NEW YORK,1.0,% MEDHI BAHIRI & JUDITH FUGATE,1.0,13.0,15.0,10.0,0.0,DANCEGALAXY INC,1.0,199808.0,,NY,RTF00PC,2.0,2.0,2.0,2.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.56292,5602.0,1,N,A99,NY,10023.0,NEW YORK,A63,,0.0,3a,2000.0,0.0,3a,2000.0,107805.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,101132.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,7002.0,3a,2000.0,A63,A
25460,133988194,199912,1999,32850,0,0,0,40166,0,0,0,40166,40166,73016,17951,55065,0,1776,0,55065,0,0,55065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73016,3,0,0,266,0,0,0,39900,0,0,0,0,0,0,73016,55065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,N,3.0,1.0,200144.0,29490188083131.0,1.0,1999,3.0,N,1.0,N,1.0,0.0,1999.0,10017-0000,10017.0,133988194199912.0,1339881941999.0,12,0.0,0.0,0.0,630 THIRD 22 FL,3.0,0.0,NEW YORK,2.0,% SIEGEL SACHS PRESS & LACHER,1.0,13.0,16.0,10.0,0.0,JOHN BUTLER FOUNDATION INC,1.0,199909.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A62,AR,AR,5602.0,5600.0,36061.0,0.9151,5602.0,1,N,A99,NY,10017.0,NEW YORK,A11,63,32850.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,16073.0,6,2003.0,A62,A
25466,133990207,200012,2000,2970,0,0,0,0,0,0,0,38050,38050,41020,42060,-515,0,0,10645,16485,10120,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,38050,0,0,S,41020,3,9,0,0,0,0,0,0,0,0,0,0,0,0,41020,-1040,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0.0,N,2.0,1.0,200141.0,29490265085061.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10019-5515,10019.0,133990207200012.0,1339902072000.0,12,0.0,0.0,0.0,250 W 54TH ST STE 701,3.0,200312.0,NEW YORK,2.0,% BASILIO GEORGES,1.0,11.0,15.0,20.0,0.0,FLAMENCO LATINO,1.0,199906.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62,AR,AR,5602.0,5600.0,36061.0,0.170909,5602.0,1,N,A62,NY,10019.0,NEW YORK,A62,,0.0,1a,2000.0,0.0,1a,2000.0,-515.0,3a,2000.0,1584.0,1a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,1a,2000.0,0.0,1a,2000.0,2970.0,1a,2000.0,1695.0,1b,2099.0,PC,O,AR,A,IN,,0.0,1a,2000.0,6046.0,1a,2000.0,0.0,1a,2000.0,7555.0,1a,2000.0,A62,A
25467,133990474,199812,1998,225495,0,0,0,0,0,0,0,0,0,225495,142337,90008,57500,0,31850,90757,25000,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,225495,3,0,0,0,0,0,0,0,0,0,0,0,0,0,225495,83158,0,49685,542,0,0,0,0,0,6850,0,0,0,0,0,0,0,0,0,0,0,994.0,N,3.0,1.0,200114.0,29490337154220.0,1.0,1998,4.0,N,1.0,N,1.0,0.0,1998.0,10021-8165,10021.0,133990474199812.0,1339904741998.0,12,994.0,91.0,0.0,770 LEXINGTON AVE,3.0,200112.0,NEW YORK,1.0,% LACHER & LOVELL TAYLOR,1.0,11.0,15.0,10.0,0.0,ARTS FRANCE USA INC,1.0,199806.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A20Z,AR,AR,5602.0,5600.0,36061.0,0.959197,5602.0,1,N,A70,NY,10021.0,NEW YORK,A70,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,225495.0,3a,1998.0,0.0,3a,1998.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,90757.0,3a,1998.0,A70,A
25470,133991848,200007,1999,86745,0,0,0,0,114220,0,0,43777,43777,130522,132553,3256,11594,0,5287,3256,0,0,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,43776,0,,130522,3,9,0,0,0,0,0,0,0,0,0,0,43776,0,130522,-2031,0,67187,0,0,0,0,0,5287,5287,140195,0,113126,0,0,0,253322,140195,0,0,0,994.0,N,1.0,1.0,200124.0,29490090205071.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10009-6656,10009.0,133991848200007.0,1339918482000.0,7,994.0,90.0,0.0,508 E 6TH ST,3.0,200207.0,NEW YORK,1.0,% PATRICIA NICHOLSON PARKER,1.0,13.0,15.0,10.0,0.0,ARTS FOR ART INC,1.0,199807.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.8437020000000001,5602.0,1,N,A99,NY,10009.0,NEW YORK,A61,,22011.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,64734.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,3256.0,3a,2000.0,A99,A
25471,133992139,200012,2000,790397,0,0,0,685,0,93215,113390,402757,309542,1193154,617064,467822,63166,1492,415189,1001250,299839,533428,0,0,0,0,0,0,0,0,0,0,0,5441,124962,0,63008,2517,S,969536,3,9,0,685,0,4980,-461,0,0,0,0,0,187970,206605,969536,352472,0,197209,35492,0,0,253938,506668,0,115350,416205,0,185526,594,0,0,607597,422071,0,0,0,995.0,N,6.0,1.0,200132.0,29490189058051.0,1.0,2000,6.0,Y,1.0,N,1.0,0.0,2000.0,10022-2900,10022.0,133992139200012.0,1339921392000.0,12,995.0,90.0,0.0,301 E 57TH ST,3.0,200302.0,NEW YORK,1.0,% PETER FINN,1.0,13.0,16.0,10.0,0.0,CATSKILL MOUNTAIN FOUNDATION INC,1.0,199805.0,,NY,RTF00PC,4.0,3.0,4.0,3.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.602424,5602.0,1,N,A11,NY,10022.0,NEW YORK,A11,6E,253154.0,1a,2000.0,0.0,1a,2000.0,443321.0,3a,2000.0,601671.0,1a,2000.0,24501.0,3a,2000.0,0.0,3a,2000.0,125017.0,1a,2000.0,0.0,1a,2000.0,537243.0,1a,2000.0,249478.0,1d,2000.0,PC,O,AR,A,IN,,0.0,1a,2000.0,89900.0,1a,2000.0,0.0,1a,2000.0,49905.0,1a,2000.0,A116E,A
25475,133993191,200012,2000,152021,0,0,0,0,11359,0,0,34349,34349,186370,125195,133672,2400,0,76933,141588,4436,7916,0,0,0,0,0,0,0,0,0,0,0,0,0,10690,0,23659,,186370,3,7,0,0,0,0,0,0,0,0,0,0,0,0,186370,61175,0,19088,1939,0,0,0,0,0,72497,115650,0,43627,0,0,0,160590,116963,0,0,0,994.0,N,4.0,1.0,200127.0,29490146193031.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10012-2725,10012.0,133993191200012.0,1339931912000.0,12,994.0,903.0,0.0,339 LAFAYETTE ST,3.0,200212.0,NEW YORK,1.0,% RANDI CECCHINE,1.0,11.0,15.0,10.0,0.0,PAPER TIGER TELEVISION INC,1.0,199811.0,,NY,RTF00PC,2.0,2.0,2.0,2.0,A,A32,IN,,AR,A,PC,O,AR,A,,,A32Z,AR,AR,5602.0,5600.0,36061.0,0.936558,5602.0,1,N,A32,NY,10012.0,NEW YORK,A32,,7001.0,3a,2000.0,0.0,3a,2000.0,74040.0,3a,2000.0,14309.0,3a,2000.0,59632.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,145020.0,3a,2000.0,4502.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,70144.0,3a,2000.0,A32,A
25483,133995725,200006,1999,177625,0,0,0,236,22563,0,0,8799,8799,186424,140574,47302,29195,0,1452,61049,0,13747,0,0,0,0,0,0,0,0,0,0,0,0,0,8563,0,0,,186424,3,7,0,236,0,0,0,0,0,0,0,0,0,0,186424,45850,0,17051,0,0,0,0,0,0,1452,35370,0,3535,0,0,0,38905,35370,0,0,0,0.0,N,3.0,1.0,200103.0,29490351019010.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10012-3805,10012.0,133995725200006.0,1339957252000.0,6,0.0,0.0,0.0,115 MERCER ST FL 3,3.0,200206.0,NEW YORK,2.0,% POSTMASTERS,1.0,11.0,15.0,20.0,0.0,RHIZOME COMMUNICATIONS INC,1.0,199908.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A30,IN,,AR,A,PC,O,AR,A,,,A30,AR,AR,5602.0,5600.0,36061.0,0.099861,5602.0,1,N,A30,NY,10012.0,NEW YORK,A30,,0.0,3a,2000.0,0.0,3a,2000.0,47302.0,3a,2000.0,10008.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,177625.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,50741.0,3a,2000.0,A30,A
25502,133998872,200001,1999,322410,0,0,0,0,7707,0,0,297347,297347,619757,602749,-76252,0,0,85052,129823,178312,206075,0,0,0,0,0,0,0,0,0,0,0,0,0,297347,0,0,,619757,3,7,0,0,0,0,0,0,0,0,0,0,0,0,619757,17008,0,331378,29437,0,0,100000,200000,0,-93260,209584,0,150201,0,0,0,359785,209584,0,0,0,994.0,N,4.0,1.0,200106.0,29490020004221.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,10016-5336,10016.0,133998872200001.0,1339988722000.0,1,994.0,88.0,0.0,45 E 33RD ST 4TH FLR,3.0,200301.0,NEW YORK,1.0,% TAMAR M COPELAND,1.0,13.0,15.0,10.0,0.0,FOLKSBIENE YIDDISH THEATRE INC,1.0,199811.0,,NY,RTF00PC,2.0,3.0,3.0,3.0,A,A61,IN,,AR,A,PC,O,AR,A,,,A61Z,AR,AR,5602.0,5600.0,36061.0,0.065956,5602.0,1,N,A65,NY,10016.0,NEW YORK,A65,,7500.0,3a,2000.0,0.0,3a,2000.0,-76252.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,314910.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,48609.0,3a,2000.0,A65,A
25504,133999060,200102,2000,52580,0,0,0,26,0,0,0,23233,23233,75813,76692,-541,0,0,3334,1495,1268,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,23207,0,0,,75813,3,9,0,0,0,0,0,26,0,0,0,0,0,0,75813,-879,-1728,0,0,0,0,0,0,0,2066,38071,0,23262,19,0,0,61352,38090,0,0,0,0.0,N,1.0,1.0,200138.0,29409244091281.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10024-6750,10024.0,133999060200102.0,1339990602001.0,2,0.0,0.0,0.0,127 W 78TH ST,3.0,200302.0,NEW YORK,1.0,% MARIAN M ZAK,1.0,11.0,16.0,20.0,0.0,NEW YORK DANCE & ARTS INNOVATIONS INC,1.0,199907.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A26,IN,,AR,A,PC,O,AR,A,,,A26,AR,AR,5602.0,5600.0,36061.0,0.44433199999999995,5602.0,1,N,A26,NY,10024.0,NEW YORK,A62,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,1495.0,3a,2001.0,A62,A
25508,134000578,200012,2000,1173004,656,0,0,11432,0,48478,56745,538343,489865,1712003,888976,2080058,0,0,1494054,2084847,0,4789,0,0,0,0,0,0,0,0,0,0,0,0,157764,80000,183924,0,,1505761,3,7,0,7780,3652,0,0,0,0,0,0,0,341688,105223,1505761,616785,-30781,18408,1326,0,0,0,0,0,1494054,1806860,0,0,11575,0,0,1818435,1818435,0,0,0,994.0,N,6.0,1.0,200147.0,29490307177261.0,1.0,2000,6.0,Y,1.0,Y,1.0,0.0,2000.0,10004-1010,10004.0,134000578200012.0,1340005782000.0,12,994.0,60.0,0.0,25 BROADWAY 2ND FLR,3.0,200212.0,NEW YORK,1.0,% CAROL SAFIR,1.0,13.0,15.0,10.0,0.0,NEW YORK CITY POLICE MUSEUM,1.0,199807.0,,NY,RTF00PC,4.0,4.0,4.0,3.0,A,A50,IN,,AR,A,PC,O,AR,A,,,A50Z,AR,AR,5602.0,5600.0,36061.0,0.126384,5602.0,1,N,A54,NY,10004.0,NEW YORK,A54,,1000003.0,3a,2000.0,0.0,3a,2000.0,2080058.0,3a,2000.0,2007745.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,173001.0,3a,2000.0,1446452.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,4600.0,3a,2000.0,A54,A
25509,134000614,200012,2000,0,0,0,0,11,0,0,0,48537,48537,48537,44081,4766,0,0,310,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48526,0,0,,48537,3,9,0,0,0,0,0,11,0,0,0,0,0,0,48537,4456,0,0,0,0,0,0,0,0,310,0,0,20346,8,0,0,20354,8,0,0,0,994.0,N,1.0,1.0,200125.0,29409139047161.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10019-5361,10019.0,134000614200012.0,1340006142000.0,12,994.0,90.0,0.0,161 W 54TH ST APT 1403,3.0,200212.0,NEW YORK,1.0,% WILLIAM FINK,1.0,13.0,15.0,20.0,0.0,KIVA ARTS AND EDUCATION INC,1.0,199809.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.0284221,5602.0,1,N,A02,NY,10019.0,NEW YORK,A02,25,,,,,,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,,,,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,101.0,3a,2000.0,0.0,3a,2000.0,4665.0,3a,2000.0,A0225,A
25518,134002491,200006,1999,191153,55,0,0,-93622,3579,0,0,-81874,-81874,109334,147100,-43149,4988,0,51298,110746,56681,153895,0,0,0,0,0,0,0,0,0,0,0,0,0,11748,0,0,,109334,3,7,0,0,0,0,0,-93622,0,0,0,0,0,0,109334,-37766,0,13179,1769,0,0,56622,129888,0,-5383,139105,0,2550,0,0,0,141655,139105,0,0,0,0.0,N,4.0,1.0,200114.0,29490069195071.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10011-1103,10011.0,134002491200006.0,1340024912000.0,6,0.0,0.0,0.0,514 W 24TH ST # 2E,3.0,0.0,NEW YORK,2.0,% KEVIN CUNNINGHAM,1.0,11.0,15.0,10.0,0.0,3-LEGGED DOG,1.0,199909.0,,NY,RTF00PC,2.0,2.0,2.0,2.0,A,A30,IN,,AR,A,PC,O,AR,A,,,A30,AR,AR,5602.0,5600.0,36061.0,0.0363165,5602.0,1,N,A30,NY,10011.0,NEW YORK,C60,,0.0,3a,2000.0,0.0,3a,2000.0,-43149.0,3a,2000.0,3401.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,191153.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,99241.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,D20,D
25519,134002840,199906,1998,54371,0,0,0,0,0,0,0,0,0,54371,52821,1550,0,0,0,1550,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54371,3,7,0,0,0,0,0,0,0,0,0,0,0,0,54371,1550,0,13846,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1999,,,,,,,,10036-3810,10036.0,,,6,994.0,90.0,0.0,359 W 46TH ST,3.0,200206.0,NEW YORK,1.0,% V LATTANZI,1.0,13.0,15.0,10.0,0.0,LA BOTTEGA DELL-ARTE LTD,1.0,199807.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.283229,5602.0,1,N,A60,NY,10036.0,NEW YORK,A60,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,54371.0,3a,1999.0,0.0,6,2002.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,1550.0,3a,1999.0,A60,A
25520,134002928,200012,2000,0,0,0,0,0,0,0,0,37239,37239,37239,39032,2758,0,0,4551,4650,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,37239,0,0,,37239,3,9,0,0,0,0,0,0,0,0,0,0,0,0,37239,-1793,0,0,0,0,0,0,0,0,4551,0,0,37239,0,0,0,37239,0,0,0,0,995.0,N,1.0,1.0,200142.0,29409202064341.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10003-7443,10003.0,134002928200012.0,1340029282000.0,12,995.0,90.0,0.0,326 E 11TH ST STE 2,3.0,200112.0,NEW YORK,1.0,% KADAR KHAN KALAVANT,1.0,13.0,16.0,20.0,0.0,KALAVANT CENTER FOR MUSIC AND DANCE INC,1.0,199808.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.307196,5602.0,1,N,A60,NY,10003.0,NEW YORK,A60,,0.0,4,2006.0,0.0,4,2006.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,4,2006.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,1516.0,3a,2000.0,0.0,3a,2000.0,3033.0,3a,2000.0,A60,A
25528,134004955,200012,2000,107100,0,0,0,80,1663,0,0,53392,53392,160492,72684,-7974,5500,1663,0,2679,95782,10653,-7974,0,0,0,0,0,0,0,0,0,0,0,0,53312,0,0,,160492,3,9,0,80,0,0,0,0,0,0,0,0,0,0,160492,87808,0,43162,0,0,0,0,0,-95782,-95782,127638,0,252442,194,0,0,380274,127832,0,0,0,995.0,N,1.0,1.0,200142.0,29490265357171.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10011-0000,10011.0,134004955200012.0,1340049552000.0,12,995.0,89.0,0.0,511TH AVE OF THE AMERICAS 99,3.0,200206.0,NEW YORK,1.0,% MICHAEL CHAMBERLIN,1.0,13.0,16.0,10.0,0.0,DENNIS KEENE CHORAL FESTIVAL INC,1.0,199806.0,KEENEFEST,NY,RTF00PC,1.0,2.0,2.0,1.0,A,A6B,IN,,AR,A,PC,O,AR,A,,,A6BZ,AR,AR,5602.0,5600.0,36061.0,0.606248,5602.0,1,N,A6B,NY,10011.0,NEW YORK,A6B,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,107100.0,3a,2000.0,0.0,3c,1999.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,2267.0,3a,2000.0,A6B,A
