,EIN,DocCD,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FUNDBALx,ASS_EOYx,LIAB_EOYx,RETEARNx,BOND_EOYx,MRTG_EOYx,FISYRx,BOND_BOY_OLD,MRTG_BOY_OLD,RETE_BOY_OLD,fincheckv,DuesFlg,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
94530,481150519,93,10.0,201012,2010,,0,0,0,0,41258,0,0,0,0,0,4323889,4967377,1201780,1520158,0,3267858,3697989,1422590,2496209,0,0,0,0,0,0,0,0,0,4282631,0,0,,4323889,4323889,0,0,0,0,0,0,0,-643488,0,675754,131755,0,0,0,0,1845268,0,0,0,0,0,41258,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123.0,N,6.0,1.0,201147.0,93493318066691,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10004-2956,10004.0,481150519201012,4811505192010,12.0,123.0,0.0,0.0,30 BROAD ST FL 28,3.0,0.0,NEW YORK,2.0,THOMAS F WRATTEN,2.0,0.0,10.0,0.0,COMMERCIAL REAL ESTATE FINANCE COUNCIL INC,1.0,199707.0,C M S A,NY,rtf10co,4.0,4.0,4.0,4.0,1845268,3267858,1422590,0,0,0,2009.0,0,0,0,,0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.63022,C,A70,A,36061,5602.0,5600.0
95838,510180605,92,9.0,200904,2008,,0,42300,0,0,0,0,0,0,0,0,44630,22826,45471,0,0,25567,47371,1900,1900,0,0,0,0,0,0,0,0,0,2300,0,30,,44630,44630,0,0,0,0,0,0,0,21804,0,0,0,0,0,0,0,23667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,3.0,1.0,201023.0,29492121139380,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2008,10022-2805,10022.0,510180605200904,5101806052009,4.0,200.0,0.0,0.0,220 E 57TH ST,3.0,0.0,NEW YORK,2.0,,2.0,0.0,20.0,0.0,NATIONAL ANTIQUE AND ART DEALERS ASSOCIATION OF AMERICA INC,1.0,197602.0,,NY,CORE09co,1.0,1.0,1.0,1.0,45471,47371,1900,0,0,0,2009.0,0,0,0,,1,A032,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.63307,A,A0326,A,36061,5602.0,5600.0
96071,510192888,92,11.0,201104,2010,,0,70172,0,0,0,0,0,0,0,0,79893,81945,4307,0,0,6359,4307,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,,79893,79893,0,0,0,0,0,0,0,-2052,0,0,0,0,0,0,0,6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,1.0,1.0,201144.0,29492288034101,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10461-1900,10461.0,510192888201104,5101928882011,4.0,205.0,199.0,0.0,1300 MORRIS PARK AVE STE B502,3.0,0.0,BRONX,2.0,,2.0,0.0,10.0,0.0,NEW YORK OBSTETRICAL SOCIETY INC,1.0,198407.0,,NY,rtf10co,1.0,1.0,1.0,1.0,4358,4358,0,0,0,0,2009.0,0,0,0,,1,A69,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04935,A,A69,A,36005,5602.0,5600.0
96952,510244825,93,9.0,200912,2009,,0,0,0,0,30262,0,0,0,0,0,46673,43293,394447,0,0,391067,394447,0,0,394447,0,0,0,0,0,0,0,0,13653,0,-29,,46673,46673,0,0,0,0,0,0,0,3380,0,0,0,0,0,0,0,391067,0,0,0,0,0,30262,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,279.0,N,4.0,1.0,201003.0,29493009266070,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10025-6540,10025.0,510244825200912,5102448252009,12.0,279.0,36.0,0.0,7 W 96TH ST,9.0,0.0,NEW YORK,1.0,ROBERT LIPPMAN,1.0,0.0,10.0,265.0,FREE & ACCEPTED MASONS OF NEW YORK,5.0,194012.0,232 KING SOLOMON-BEETHOVEN LODGE,NY,CORE09co,2.0,1.0,1.0,1.0,394447,394447,0,394447,0,0,2009.0,0,0,0,,0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5545899999999999,C,A68,A,36061,5602.0,5600.0
99763,521592386,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,51088,1623,222231,0,0,215819,222231,0,0,0,0,0,0,0,0,0,46929,0,0,0,0,,4159,4159,4159,0,0,0,0,0,0,2536,0,0,0,0,0,0,0,215819,0,0,0,0,0,0,51088,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,319.0,N,4.0,1.0,201131.0,29493141006091,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,11416-1413,11416.0,521592386201012,5215923862010,12.0,319.0,325.0,211.0,9120 95TH AVE,9.0,0.0,OZONE PARK,1.0,DARIUSZ DRZEWICKI,1.0,0.0,10.0,267.0,POLISH FALCONS OF AMERICA,5.0,194012.0,956,NY,rtf10co,2.0,1.0,1.0,1.0,215819,215819,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.45477,C,A23,A,36081,5602.0,5600.0
100393,521902671,93,10.0,201006,2009,,106361,0,0,0,0,0,0,0,0,0,106561,152972,139949,0,0,186030,139949,0,0,0,0,0,0,0,0,0,0,0,200,0,0,,106561,106561,0,0,0,0,0,0,0,-46411,0,0,0,0,0,0,0,186030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201136.0,29493155177131,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2009,10017-3803,10017.0,521902671201006,5219026712010,6.0,200.0,0.0,0.0,50 VANDERBILT ST 20TH FL,3.0,0.0,NEW YORK,1.0,T R MURPHY GEN COUNSEL,2.0,0.0,10.0,0.0,BRITISH-AMERICAN BUSINESS COUNCIL,1.0,199608.0,,NY,rtf10co,2.0,2.0,2.0,2.0,186360,186360,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28478000000000003,A,A23,A,36061,5602.0,5600.0
103803,541585995,92,,200812,2008,A33C,125,11431,0,0,0,0,0,0,0,0,62096,75287,24538,0,0,30839,24538,0,0,0,0,0,0,0,0,0,0,0,50540,0,0,,62096,62096,0,0,0,0,0,0,0,-13191,0,0,0,0,0,0,0,30839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229.0,N,2.0,1.0,200942.0,29492262240449,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2008,10003-4103,10003.0,541585995200812,5415859952008,12.0,229.0,0.0,0.0,111 E 14TH ST PMB 157,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,1.0,199108.0,,NY,CORE09co,1.0,1.0,1.0,1.0,24538,24538,0,0,0,0,2008.0,0,0,0,,0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.15095999999999998,A,A03,A,36061.0,5602.0,5600.0
132041,742066156,93,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,312838,757598,120915,0,0,56575,120915,0,0,0,0,0,0,0,0,0,0,0,0,0,312838,,312838,312838,0,0,0,0,0,0,0,-444760,0,0,0,0,0,0,0,56575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29.0,N,4.0,1.0,201038.0,29493177255000,1.0,2009,4.0,Y,1.0,N,1.0,0.0,2009,10018-8007,10018.0,742066156200912,7420661562009,12.0,29.0,0.0,0.0,70 W 36TH ST,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,DUWEL COMPANY,1.0,194204.0,,NY,CORE09co,2.0,2.0,2.0,3.0,120915,120915,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.29026,C,A60,A,36061.0,5602.0,5600.0
138797,760836320,92,10.0,201012,2010,S80,0,39995,0,0,0,0,0,0,0,0,85112,88855,0,0,0,67929,60220,67929,60220,0,0,0,0,0,0,0,0,0,37134,0,7983,,85112,85112,0,0,0,0,0,0,0,-3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,N,3.0,1.0,201129.0,29492183010091,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10453-3323,10453.0,760836320201012,7608363202010,12.0,0.0,0.0,0.0,2064 DAVIDSON AVE,3.0,0.0,BRONX,3.0,MICHAEL LARBI,2.0,0.0,20.0,0.0,GHANAIAN TAXI DRIVERS ASSOCIATION INC,1.0,200712.0,,NY,rtf10co,1.0,1.0,1.0,1.0,0,0,0,0,0,0,,0,0,0,,1,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.95993,A,A23,A,36005,5602.0,5600.0
139867,800152113,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,1538700,1538700,23001000,0,0,23001000,23001000,0,0,0,0,0,0,0,0,0,0,0,1538700,0,0,,1538700,1538700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,8.0,1.0,201128.0,29493169081271,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,800152113201012,8001521132010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,CHARLES KILBY,2.0,0.0,10.0,0.0,CAROLINA DISTRIBUTION CENTER FUNDING INC,1.0,201002.0,,NY,rtf10co,,4.0,4.0,4.0,23001000,23001000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9790200000000001,C,A60,A,36061.0,5602.0,5600.0
139868,800152117,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,897000,897000,15001000,0,0,15001000,15001000,0,0,0,0,0,0,0,0,0,0,0,897000,0,0,,897000,897000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,8.0,1.0,201128.0,29493169083161,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,800152117201012,8001521172010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,CHARLES KILBY,2.0,0.0,10.0,0.0,PRINCE STREET FUNDING COMPANY INC,1.0,201002.0,,NY,rtf10co,,3.0,3.0,3.0,15001000,15001000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.2918,C,A60,A,36061.0,5602.0,5600.0
139869,800152123,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,3157500,3157500,50001000,0,0,50001000,50001000,0,0,0,0,0,0,0,0,0,0,0,3157500,0,0,,3157500,3157500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,9.0,1.0,201128.0,29493169083231,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,800152123201012,8001521232010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,CHARLES KILBY,2.0,0.0,10.0,0.0,BRICKELL BAYVIEW CENTRE FUNDING COMPANY INC,1.0,201003.0,,NY,rtf10co,,4.0,4.0,4.0,50001000,50001000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.52193,C,A60,A,36061.0,5602.0,5600.0
141857,820564945,93,10.0,201012,2010,S41,214030,0,0,0,0,0,0,0,0,0,214030,202291,29654,0,0,17915,29654,0,0,29654,0,0,0,0,0,0,0,0,0,0,0,,214030,214030,0,0,0,0,0,0,0,11739,0,0,0,0,0,0,0,17915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17915,0.0,N,3.0,1.0,201134.0,93493223003121,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10021-0000,10021.0,820564945201012,8205649452010,12.0,0.0,0.0,0.0,C/O SEBASTIAN IZZARD 17 EAST 76TH,3.0,0.0,NEW YORK,2.0,S IZZARD,2.0,0.0,10.0,0.0,JAPANESE ART DEALERS ASSOCIATION OF NEW YORK,1.0,200308.0,,NY,rtf10co,1.0,2.0,2.0,2.0,17915,17915,0,17915,0,0,2009.0,0,0,0,,0,A032,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.34054,A,A0323,A,36061.0,5602.0,5600.0
148696,900348498,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,6300151,6300151,1000,0,0,135001000,1000,0,0,0,0,0,0,0,0,0,0,0,6300151,0,0,,6300151,6300151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,1.0,1.0,201128.0,29493169083111,1.0,2010,7.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,900348498201012,9003484982010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,CHARLES KILBY,2.0,0.0,10.0,0.0,DC OFFICE FUNDING COMPANY INC,1.0,201002.0,,NY,rtf10co,1.0,5.0,5.0,5.0,135001000,135001000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.17092000000000002,C,A60,A,36061.0,5602.0,5600.0
148697,900348500,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,843945,843945,75001000,0,0,75001000,75001000,0,0,0,0,0,0,0,0,0,0,0,843945,0,0,,843945,843945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,9.0,1.0,201128.0,29493169083241,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,900348500201012,9003485002010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,DEVONSHIRE FUNDING COMPANY INC,1.0,200911.0,,NY,rtf10co,,3.0,3.0,3.0,75001000,75001000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16797,C,A60,A,36061.0,5602.0,5600.0
148698,900348504,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,989604,989604,18361000,0,0,18361000,18361000,0,0,0,0,0,0,0,0,0,0,0,989604,0,0,,989604,989604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,8.0,1.0,201128.0,29493169082241,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,900348504201012,9003485042010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,CHARLES KILBY,2.0,0.0,10.0,0.0,730 MIDTOWN FUNDING COMPANY INC,1.0,201004.0,,NY,rtf10co,,3.0,3.0,3.0,18361000,18361000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.32708000000000004,C,A60,A,36061.0,5602.0,5600.0
163151,952786905,93,10.0,201012,2010,,0,0,0,0,1111,0,0,0,0,0,278036,291056,448710,0,0,461730,448710,0,0,0,0,0,0,0,0,0,0,0,221808,0,55117,,278036,278036,0,0,0,0,0,0,0,-13020,0,0,0,0,0,0,0,461730,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,919.0,N,4.0,1.0,201147.0,93493315010061,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10003-9522,10003.0,952786905201012,9527869052010,12.0,919.0,205.0,0.0,770 BROADWAY 7TH FLOOR,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,1.0,197306.0,,NY,rtf10co,2.0,2.0,2.0,2.0,461730,461730,0,0,0,0,2009.0,0,0,0,,0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.63675,B,A65,A,36061.0,5602.0,5600.0
163417,953147789,93,10.0,201008,2009,,628414,0,0,0,10175,0,0,0,0,0,4295853,4250808,2294808,411449,0,2634269,2605785,384506,310977,0,0,0,0,0,0,0,0,0,3617911,0,35753,,4295853,4295853,3600,0,0,0,0,0,0,45045,0,278975,39950,0,0,0,0,2249763,0,0,0,0,0,10175,3600,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,6.0,1.0,201143.0,29493211084191,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2009,10019-5906,10019.0,953147789201008,9531477892010,8.0,205.0,0.0,0.0,1697 BROADWAY STE 1001,9.0,0.0,NEW YORK,2.0,,2.0,0.0,30.0,3005.0,NATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES,1.0,197610.0,GROUP RETURN,NY,rtf10co,4.0,4.0,4.0,4.0,2482161,2896445,414284,0,0,0,2009.0,0,0,0,,0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.76618,A,A32,A,36061.0,5602.0,5600.0
163750,953523323,93,,200812,2008,S41,0,0,225000,277779,61323,0,0,0,0,0,2662450,2445951,1486067,0,0,2029176,1854086,183330,368019,0,0,0,0,0,0,0,0,0,2376127,0,0,,2384671,2384671,0,-52779,0,0,0,0,0,-61280,0,0,0,0,0,0,0,1845846,0,0,0,0,0,61323,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,6.0,1.0,200937.0,78493241017129,1.0,2008,6.0,Y,1.0,Y,1.0,0.0,2008,10016-0991,10016.0,953523323200812,9535233232008,12.0,205.0,0.0,0.0,335 LEXINGTON AVE 15TH FL,3.0,0.0,NEW YORK,1.0,JOHN L FIEGEL-EXECUTIVE DIRECTOR,2.0,0.0,10.0,0.0,AIRLINE PASSENGER EXPERIENCE ASSOCIATION INC,1.0,200907.0,,NY,CORE09co,4.0,4.0,4.0,4.0,1486067,1854086,368019,0,0,0,2008.0,0,0,0,,0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.39721999999999996,A,A30,A,36061.0,5602.0,5600.0
