,EIN,CYCLE,DLN,NTEEIRS,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,NteeFinal,nteeFinal1,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,IndSupEstimate,IndSupCode,IndSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LONGITUDE,LATITUDE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr
34691,134072093,200750.0,29409265201007.0,S80,200612,2006,40342,0,0,0,0,0,0,0,24207,24207,64549,61854,3042,0,0,1272,3042,925,0,0,0,0,0,0,0,0,0,0,24207,0,0,,64549,64549,0,0,0,0,0,0,0,2695,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,160207,0,82104,0,0,0,242311,160207,3,7,0,0,0.0,1.0,2006,N,10115-0043,10115.0,134072093200612,1340720932006,12,0.0,0.0,0.0,475 RIVERSIDE DR STE 1369,6.0,200512.0,NEW YORK,1.0,KIL SANG YOON,1.0,13.0,15.0,10.0,3916.0,KOREAN AMERICAN NATIONAL COORDINATING COUNCIL INC,1.0,200211.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A23,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.24690399999999998,36061.0,5602.0,5600.0,A23,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9647,40.8128,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34692,134072157,200727.0,29409174224227.0,B82,200612,2006,85479,0,0,0,0,0,0,0,0,0,85479,82287,19579,0,0,16387,19579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85479,85479,0,0,0,0,0,0,0,3192,0,0,0,0,0,0,0,16387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0.0,1.0,2006,N,10024-1100,10024.0,134072157200612,1340721572006,12,0.0,0.0,0.0,250 W 90TH ST 3A,3.0,0.0,NEW YORK,1.0,SIMON KAPLAN,1.0,13.0,16.0,10.0,0.0,AMERICAN ACADEMY OF BALLET PERFORMANCE AWARDS INC,1.0,200002.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A6E,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.175316,36061.0,5602.0,5600.0,A6E,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,-73.9758,40.786,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34704,134075172,,29409119116026.0,,200512,2005,21027,0,0,0,8,0,0,0,4377,4377,25404,15230,-11192,0,0,7144,2678,28510,0,0,0,0,0,0,0,0,0,0,4369,0,0,,25404,25404,0,0,0,0,0,0,0,10174,0,0,0,0,0,0,0,-21366,0,0,0,0,0,0,0,8,0,0,0,93454,0,36899,2,0,0,130355,93456,3,9,0,0,0.0,,2005,N,10027-3224,10027.0,134075172200512,1340751722005,12,0.0,0.0,0.0,552 RIVERSIDE DR APT 2G,3.0,0.0,NEW YORK,2.0,JEFFERY C BERRY,1.0,13.0,16.0,10.0,0.0,DEPTFORD PLAYERS INC,1.0,199912.0,,NY,core05pc,,,,,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.405783,36061.0,5602.0,5600.0,A65,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9538,40.8113,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34714,134076775,,29490351313295.0,,200412,2004,5160,20914,0,0,0,5521,0,0,11311,11311,37385,36157,-1205,0,0,2835,378,5268,1583,0,0,0,0,0,0,0,0,0,10875,0,436,,37385,37385,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,-2433,0,0,0,0,0,0,0,0,0,0,0,53742,4895,33133,0,0,0,91770,58637,3,7,0,0,0.0,,2004,N,11377-3106,11377.0,134076775200412,1340767752004,12,0.0,0.0,0.0,3989 50TH ST APT 3B,3.0,0.0,WOODSIDE,1.0,CHOI,1.0,11.0,15.0,20.0,0.0,KOREAN-AMERICAN CONTEMPORARY ARTS,1.0,200102.0,,NY,core05pc,,,,,,A23,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.19948,36081.0,5602.0,5600.0,A23,A,5160,4,2004.0,0.0,4,2004.0,-1205.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,0,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,2,2004.0,-73.9053,40.7439,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,378.0,6,2003.0
34718,134077919,200729.0,29409188035087.0,A20,200612,2006,44584,0,0,0,1232,0,9423,680,26921,17498,71505,69137,69510,0,0,78815,71838,2208,2328,0,0,0,0,0,0,0,0,0,15586,0,0,,62082,62082,0,0,0,0,0,0,10103,-7055,0,0,0,0,0,0,0,76607,0,0,0,0,0,0,0,1232,0,0,0,119300,0,58141,2138,0,0,179579,121437,3,7,0,0,0.0,1.0,2006,N,10016-4620,10016.0,134077919200612,1340779192006,12,0.0,0.0,0.0,120 E 34TH ST APT 9F,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK THEATRE EXPERIENCE INC,1.0,200001.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.18037,36061.0,5602.0,5600.0,A65,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9782,40.7445,PC,O,AR,A,IN,,0.0,6,2003.0,12697.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34723,134078810,,,,200506,2004,46398,0,0,0,0,378,0,0,4022,4022,50420,42534,33721,0,0,26768,33721,933,0,0,0,0,0,0,0,0,0,0,4022,0,0,,50420,50420,0,0,0,0,0,0,0,7886,0,3086,0,0,0,0,0,25835,0,0,0,0,0,0,0,0,0,0,0,182291,0,20526,0,0,0,202817,182291,3,7,0,0,,,2005,N,10012-3176,10012.0,134078810200506,1340788102005,6,0.0,0.0,0.0,133 WOOSTER ST,3.0,0.0,NEW YORK,1.0,HANNE TIERNEY,1.0,13.0,15.0,20.0,0.0,FIVE MYLES INC,1.0,200003.0,,NY,core05pc,,,,,,A60,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.582171,36061.0,5602.0,5600.0,A60,A,46398,4,2005.0,0.0,4,2005.0,32720.0,4,2005.0,0.0,8,2005.0,1001.0,4,2005.0,0.0,4,2005.0,2047.0,0,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,2,2005.0,-73.9979,40.7253,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,31414.0,6,2003.0
34724,134078840,200739.0,29490251225107.0,A23,200612,2006,3942,0,0,0,227,0,0,0,174107,174107,178049,177871,32539,66000,0,32361,32539,0,0,0,0,0,0,0,0,0,0,0,172440,0,1440,,178049,178049,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,32361,0,0,0,0,227,0,0,0,0,0,0,20098,0,436242,367,0,0,458664,22422,3,9,0,0,0.0,1.0,2006,N,10034-1450,10034.0,134078840200612,1340788402006,12,0.0,0.0,0.0,55 PARK TER E APT B63,3.0,200312.0,NEW YORK,2.0,MARCO LIENHARD,1.0,13.0,16.0,10.0,0.0,EAST WINDS INC,1.0,199912.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A68,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.7843289999999999,36061.0,5602.0,5600.0,A68,A,3942,4,2006.0,0.0,4,2006.0,32539.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,10987.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9207,40.8677,PC,O,AR,A,IN,,0.0,6,2003.0,20150.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34726,134079526,,29409217104236.0,,200512,2005,59565,0,0,0,30,0,0,0,36,36,59601,65998,-18660,0,0,5147,-1381,17410,17279,0,0,0,0,0,0,0,0,0,0,0,6,,59601,59601,0,0,0,0,0,0,0,-6397,0,0,0,0,0,0,0,-12263,0,0,0,0,0,0,0,30,0,0,0,266865,0,0,112,0,0,266977,266977,3,9,0,0,0.0,,2005,N,11230-0000,11230.0,134079526200512,1340795262005,12,0.0,0.0,0.0,1416 AREVE J,3.0,0.0,BROOKLYN,1.0,H BONIME,1.0,11.0,15.0,10.0,0.0,SHTETL FOUNDATION,1.0,200001.0,,NY,core05pc,,,,,,A80,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.522676,36047.0,5602.0,5600.0,A80,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9652,40.622,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34730,134080106,,29490189072166.0,,200506,2004,86665,0,0,0,7,0,0,0,411246,411246,497911,498121,-534662,55041,0,126317,72352,660769,607014,0,0,0,0,0,0,0,0,0,393664,0,3175,,497911,497911,14400,0,0,0,0,0,0,-210,0,211208,0,0,0,97000,97000,-534452,0,0,0,0,7,0,14400,0,0,0,0,443306,0,2537077,5401,0,0,3014384,477307,3,7,0,0,0.0,,2005,N,10003-1523,10003.0,134080106200506,1340801062005,6,0.0,0.0,0.0,200 PARK AVE S STE 1406,3.0,0.0,NEW YORK,2.0,ROBERT T BUCK,1.0,13.0,16.0,10.0,0.0,EXHIBITIONS INTERNATIONAL INC,1.0,200004.0,,NY,core05pc,,,,,,A20,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.861859,36061.0,5602.0,5600.0,A50,A,86665,6,2003.0,0.0,6,2003.0,,,,1256.0,6,2003.0,-9416.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,5242.0,6,2003.0,-73.9891,40.7316,PC,O,AR,A,IN,,0.0,6,2003.0,1860.0,6,2003.0,0.0,6,2003.0,28433.0,6,2003.0
34732,134080133,,29409343029116.0,,200512,2005,10656,0,0,0,0,0,0,0,25806,25806,36462,36051,1301,0,0,1020,1301,190,0,0,0,0,0,0,0,0,0,0,25806,0,0,,36462,36462,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,146672,0,21162,0,0,0,167834,146672,3,7,0,0,0.0,,2005,N,10009-0000,10009.0,134080133200512,1340801332005,12,0.0,0.0,0.0,C/O KOOSIL-JA HWANG,3.0,0.0,NEW YORK,1.0,KOOSIL-JA HWANG,1.0,13.0,15.0,10.0,0.0,DANSOLOGY INC,1.0,200102.0,,NY,core05pc,,,,,,A62,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.528302,36061.0,5602.0,5600.0,A62,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9785,40.7255,PC,O,AR,A,IN,,0.0,6,2003.0,130.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
34735,134080242,200731.0,29490196159057.0,A125,200606,2005,1118249,0,0,0,656,0,0,0,656,656,1118905,1268596,85589,30000,0,241355,121302,6075,35713,0,0,0,0,0,0,0,0,0,0,0,0,,1118905,1118905,0,0,0,0,0,0,0,-149691,0,0,0,0,0,0,0,235280,0,0,0,0,656,0,0,0,0,0,0,2841572,0,0,1744,0,0,2843316,2843316,3,7,0,0,0.0,1.0,2006,N,10021-1830,10021.0,134080242200606,1340802422006,6,0.0,0.0,0.0,40 E 78TH ST STE 12G,3.0,0.0,NEW YORK,2.0,MAGGIE BULT,1.0,13.0,15.0,10.0,0.0,FRIENDS OF THE MUSEES DES ARTS DECORATIFS,1.0,199911.0,,NY,rtf06pc,2.0,4.0,4.0,4.0,,A1261,61,B,A,A,AR,AR,AR,IN,,PC,S,ZB,A,0.685453,36061.0,5602.0,5600.0,A1261,A,1118249,2,2007.0,0.0,2,2007.0,85589.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,8,2005.0,-73.9597,40.768,PC,S,ZB,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,121302.0,6,2003.0
34736,134080421,,29490343189116.0,,200512,2005,602488,0,0,0,0,93769,0,0,0,0,602488,777037,-109631,90227,0,104324,56477,0,166108,0,0,0,0,0,0,0,0,39406,0,-39406,0,,563082,563082,0,0,0,0,0,0,0,-213955,0,184340,0,0,0,0,0,104324,0,0,0,0,0,0,0,0,0,0,0,1730840,0,0,0,0,0,1798104,1798104,3,7,0,0,0.0,,2005,N,10022-1326,10022.0,134080421200512,1340804212005,12,0.0,0.0,0.0,110 E 59TH ST FL 28,3.0,0.0,NEW YORK,2.0,WILLIAM B WACHTEL,1.0,13.0,15.0,10.0,0.0,DRUM MAJOR INSTITUTE INC,1.0,199912.0,,NY,core05pc,,,,,,A6E,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.5842689999999999,36061.0,5602.0,5600.0,A6E,A,602488,4,2007.0,0.0,4,2007.0,-109631.0,5,2005.0,0.0,8,2005.0,-737409.0,4,2007.0,0.0,4,2007.0,0.0,0,2005.0,0.0,4,2007.0,0.0,4,2007.0,0.0,2,2005.0,-73.9679,40.7582,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,56477.0,6,2003.0
34737,134081165,,,,200412,2004,7845,0,0,0,0,0,0,625,26147,26147,33992,34311,-319,3245,0,0,1426,0,1107,0,0,0,0,0,0,0,0,0,2530,20014,2978,,33992,33992,0,0,0,0,0,20014,625,-319,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8072,0,3715,0,0,0,40071,36356,3,9,0,0,,,2004,N,10001-2709,10001.0,134081165200412,1340811652004,12,0.0,0.0,0.0,346 W 30TH ST,3.0,0.0,NEW YORK,7.0,MARK BRUNER,1.0,13.0,15.0,20.0,0.0,NARROW JOURNEY PRODUCTIONS,1.0,200201.0,,NY,core05pc,,,,,,A60,,C,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.864985,36061.0,5602.0,5600.0,X99,X,7845,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,0,2004.0,0.0,4,2004.0,0.0,4,2004.0,,,,-73.9967,40.75,PC,O,AR,A,IN,,,,,,,,,,,,,
34739,134081593,200737.0,29490237064047.0,A61,200612,2006,28500,0,0,0,0,203,0,0,15274,15274,43774,56794,46700,38000,0,64244,46700,4524,0,0,0,0,0,0,0,0,0,0,10000,0,5274,,43774,43774,0,0,0,0,0,0,0,-13020,0,0,0,0,0,0,0,59720,0,0,0,0,0,0,0,0,0,0,0,407803,0,68335,0,0,0,543738,475403,3,7,0,0,0.0,1.0,2006,N,10025-1861,10025.0,134081593200612,1340815932006,12,0.0,0.0,0.0,404 RIVERSIDE DR STE 4N,3.0,0.0,NEW YORK,2.0,J LEVI,1.0,13.0,15.0,10.0,0.0,NINE CIRCLES CHAMBER THEATER INC,1.0,200003.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.265635,36061.0,5602.0,5600.0,A65,A,28500,8,2006.0,0.0,8,2006.0,46700.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,0,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,2,2006.0,-73.9672,40.7894,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,46700.0,6,2003.0
34740,134081729,200752.0,29490328130087.0,B20,200611,2005,890414,0,2035550,2027098,57480,203573,0,0,2563059,535961,3453473,1067121,2443079,165468,0,2180154,2692128,17568,249049,0,0,0,0,0,0,0,0,60225,408044,0,1760,,1366150,1366150,0,8452,0,0,0,60225,0,299029,-18536,214156,0,0,0,0,0,2162586,0,0,0,0,0,57480,0,0,0,0,0,3134873,0,1235011,93358,0,0,4463242,3228231,3,7,0,0,0.0,1.0,2006,Y,10013-3593,10013.0,134081729200611,1340817292006,11,0.0,0.0,0.0,62 WHITESTREET 4TH FLOOR,3.0,0.0,NEW YORK,1.0,GEORGE A PLIMPTON,1.0,13.0,16.0,10.0,0.0,THE PARIS REVIEW FOUNDATION INC,1.0,200008.0,,NY,rtf06pc,4.0,4.0,4.0,4.0,,A33,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.611822,36061.0,5602.0,5600.0,A33,A,890414,2,2007.0,0.0,2,2007.0,758286.0,2,2007.0,7298.0,8,2006.0,40694.0,2,2007.0,1644098.0,2,2007.0,0.0,0,2006.0,0.0,2,2007.0,0.0,2,2007.0,5831.0,2,2006.0,-74.0047,40.7201,PC,O,AR,A,IN,,0.0,6,2003.0,728350.0,6,2003.0,1227189.0,6,2003.0,0.0,6,2003.0
34745,134083050,200730.0,29409195010107.0,A23,200612,2006,7990,3906,0,0,220,0,0,513,25376,25376,37272,35311,17016,0,0,15055,17016,0,0,0,0,0,0,0,0,0,0,0,24643,0,0,,37272,37273,0,0,0,0,0,0,513,1961,0,0,0,0,0,0,0,15055,0,0,0,0,0,0,0,220,0,0,0,3275,15629,79978,197,0,0,99081,19102,3,9,0,0,0.0,1.0,2006,N,10163-4542,10163.0,134083050200612,1340830502006,12,0.0,0.0,0.0,PO BOX 4542,3.0,0.0,NEW YORK,2.0,THE CHIEF,1.0,13.0,15.0,20.0,0.0,NEW YORK CALEDONIAN CLUB INC,1.0,200005.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A23,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.8717239999999999,36061.0,5602.0,5600.0,A23,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9706,40.7536,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
34755,134086275,200703.0,29490364131026.0,A65,200512,2005,29608,0,0,0,328,788,0,0,2158,2158,31766,15307,42428,0,0,25969,42428,0,0,0,0,0,0,0,0,0,0,0,1830,0,0,,31766,31766,0,0,0,0,0,0,0,16459,0,0,0,0,0,0,0,25969,0,0,0,0,0,0,0,328,0,0,0,66459,0,7110,235,0,0,73804,66694,3,9,0,0,0.0,1.0,2005,N,10280-1007,10280.0,134086275200512,1340862752005,12,0.0,0.0,0.0,355 S END AVE APT 5N,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,SCRIPTS UP INC,1.0,200004.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.573104,36061.0,5602.0,5600.0,A65,A,29608,8,2005.0,0.0,8,2005.0,42428.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,0,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,2,2005.0,-74.0165,40.7089,PC,O,AR,A,IN,,,,,,,,,,,,,
34757,134086473,200739.0,29490174259167.0,A20,200612,2006,78219,0,0,0,67,0,0,0,67,67,78286,76808,27692,0,0,26214,27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78286,78286,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,26214,0,0,0,0,67,0,0,0,0,0,0,242655,0,0,306,0,0,242961,242961,3,7,0,0,0.0,1.0,2006,N,10025-5403,10025.0,134086473200612,1340864732006,12,0.0,0.0,0.0,782 W END AVE APT 122,3.0,0.0,NEW YORK,2.0,ALEXANDRE GERTSMAN,1.0,13.0,15.0,10.0,0.0,INTERNATIONAL ART FOUNDATION OF FORMER SOVIET STATES INC,1.0,200001.0,INTART FOUNDATION,NY,rtf06pc,1.0,1.0,1.0,1.0,,A26,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.746116,36061.0,5602.0,5600.0,A26,A,0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,0,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,2,2006.0,-73.9672,40.7894,PC,O,AR,A,IN,,,,,,,,,,,,,
34761,134086800,200739.0,29490251312057.0,A80,200612,2006,6809362,0,0,0,6581,386612,0,0,6581,6581,6815943,2677296,4672045,285769,0,701320,5172589,167922,500544,0,0,65629,0,0,0,0,0,0,0,0,0,,6815943,6815943,0,0,0,0,0,0,0,4138647,0,750479,0,0,0,0,0,533398,0,0,0,0,3097,3484,0,0,0,0,0,2665624,0,0,1422,0,0,2667046,2667046,3,7,0,0,0.0,1.0,2006,N,10021-6122,10021.0,134086800200612,1340868002006,12,0.0,0.0,0.0,643 PARK AVE 2ND FLOOR,3.0,0.0,NEW YORK,1.0,KIRSTEN MOFFETT CASH SLOW MGT,1.0,13.0,15.0,10.0,0.0,SEVENTH REGIMENT ARMORY CONSERVANCY INC,1.0,200007.0,,NY,rtf06pc,5.0,5.0,5.0,4.0,,A80,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.631893,36061.0,5602.0,5600.0,A80,A,6809362,3,2005.0,0.0,3,2005.0,4672045.0,3,2005.0,119445.0,8,2006.0,0.0,3,2005.0,0.0,3,2005.0,0.0,0,2006.0,0.0,3,2005.0,0.0,3,2005.0,20032.0,8,2005.0,-73.9597,40.768,PC,O,AR,A,IN,,0.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0
34764,134087832,200742.0,29490272206117.0,A65,200612,2006,46477,0,0,0,0,8423,0,0,307243,307243,353720,269019,47209,63682,0,40859,65053,77578,17844,0,0,0,0,0,0,0,0,773,292342,0,13128,,352947,352947,1000,0,0,0,0,773,0,83928,0,50332,8548,0,0,12000,0,-36719,0,0,0,0,0,0,1000,0,0,0,0,300985,0,879210,1000,0,0,1221574,342364,3,9,0,0,0.0,1.0,2006,N,10018-2927,10018.0,134087832200612,1340878322006,12,0.0,0.0,0.0,306 W 38TH ST RM 402,3.0,0.0,NEW YORK,1.0,BARBARA HOGUE,1.0,13.0,15.0,10.0,0.0,NEW YORK CITY PLAYERS INCORPORATED,1.0,200005.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.165805,36061.0,5602.0,5600.0,A65,A,40367,4,2006.0,6110.0,4,2006.0,34006.0,4,2006.0,13142.0,8,2006.0,13102.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,8235.0,2,2006.0,-73.9967,40.7557,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,21803.0,6,2003.0
34781,134091454,,,,200412,2004,19215,0,0,0,11,0,0,0,10180,10180,29395,38809,1395,0,0,10809,1395,0,0,0,0,0,0,0,0,0,0,0,10169,0,0,,29395,29395,0,0,0,0,0,0,0,-9414,0,0,0,0,0,0,0,10809,0,0,0,0,0,0,0,11,0,0,0,96967,0,65389,68,0,0,162424,97035,3,7,0,0,,,2004,N,10040-3800,10040.0,134091454200412,1340914542004,12,0.0,0.0,0.0,66 OVERLOOK TER APT 1A,3.0,0.0,NEW YORK,2.0,JASON WOODRUFF,1.0,13.0,15.0,10.0,0.0,DOUBLE HELIX PRODUCTIONS INC,1.0,200006.0,,NY,core05pc,,,,,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.90185,36061.0,5602.0,5600.0,A65,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9293,40.8585,PC,O,AR,A,IN,,0.0,6,2003.0,13.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
