,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,fipsold,v_errorCd,NTmaj12,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,GovGtEstimate,GovGtCode,GovGtYr
18887,133115162,1996,0,0,278359008,270543008,19440500,0,0,0,297799008,27256500,297799008,19234100,328060000,0,0,405395008,328116992,47770,57413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27256500,A11,,LILA ACHESON AND DEWITT WALLACE FUND FOR LINCOLN CENTER,% TREASURER,2 PARK AVE 23RD FLR,NEW YORK,NY,10016-5603,0.0,3,3.0,2000.0,198206.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,602.0,0.0,0.0,B9710,,,IN,S,ZA,A,PC,6.0,6.0,,,0,,0,,0,36061.0,5602.0,17.0,A,A11,,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405347008,8022390,0,A11,,-85309800,0,0,0,0,0,0,0,0,0,7816070,910096,18530400,0,0,27256500,10016.0,0,0,9,2,9,1,,1.0,11,A,I,1,1,1,6,5600.0,A61I,10,0.645574,10016.0,3606.0,,AR,A11,NY,10016.0,NEW YORK,A11,61,A,AR,AR,PC,S,ZA,,IN,,A1161,A,,,
18890,133116643,1996,269793,0,0,0,324,0,0,0,253764,253764,523557,557764,11787,0,0,109001,319394,63007,307607,0,0,0,0,0,0,0,0,0,0,0,0,0,253440,0,0,,523557,A20,,HOSTOS COMMUNITY COLLEGE ADVISORY COUNCIL INC,,500 GRAND CONCOURSE,BRONX,NY,10451-5323,0.0,3,3.0,1000.0,198212.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,40.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36005.0,5602.0,15.0,A,A20,,1997,0,0,1389980,0,404009,0,0,1391700,0,1718,0,0,0,0,45994,-34207,0,A20,,0,1795710,0,229443,0,0,0,0,0,0,0,324,0,0,0,523557,10451.0,0,0,1,1,9,1,,2.0,20,A,Z,1,1,1,,5600.0,A62Z,6,0.6918989999999999,10451.0,3600.0,,AR,A20,NY,10451.0,BRONX,A20,,A,AR,AR,PC,O,AR,A,IN,,A20,A,138798.0,3b,1998.0
18894,133117432,1996,30063,0,184490,193591,32377,0,0,0,216867,23276,246930,51267,529222,0,0,542665,540128,15515,10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53339,A80,,LAFAYETTE ESCADRILLE MEMORIAL FOUNDATION INC,% ROBERT L TUTTLE,167 MADISON AVE,NEW YORK,NY,10016-5430,0.0,3,3.0,1000.0,198309.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,63.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,1.0,1.0,0,,0,,0,36061.0,5602.0,9.0,A,A80,,1996,0,0,95509,0,0,0,0,267529,0,168304,0,0,0,0,527150,2072,0,A80,,0,267529,0,12377,0,0,0,0,0,0,-9101,0,32377,0,0,53339,10016.0,0,0,1,1,1,1,,8.0,80,A,Z,1,1,1,,5600.0,,7,0.49322299999999997,10016.0,3606.0,,AR,A80,NY,10016.0,NEW YORK,A80,,A,AR,AR,U,O,AR,A,IN,,A80,A,0.0,6,2003.0
18897,133118415,1997,5029220,0,6769710,6280330,1490080,2309160,1357,5819,8315160,2033480,13344400,5705350,34470700,351712,75073,33533100,34939200,419748,468543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48198,,7062700,A80,,STATUE OF LIBERTY ELLIS ISLAND FOUNDATION INC,GARY E KELLEY,52 VANDERBILT AVE,NEW YORK,NY,10017-3808,0.0,3,3.0,1000.0,198209.0,1.0,,1.0,13.0,0.0,199803,10.0,3,,994.0,62.0,0.0,B9710,,,IN,O,AR,A,PC,,,5.0,5.0,0,,0,,0,36061.0,5602.0,15.0,A,A80,,1998,0,0,15213800,0,127649,0,0,22152900,7176,6939120,0,0,0,0,33113400,1357350,0,A80,,0,22280500,0,733437,67555,0,0,0,0,0,489385,245394,1244680,0,0,7062700,10017.0,0,0,1,1,1,1,,8.0,80,A,I,1,1,1,8,5600.0,,7,0.0443297,10017.0,3606.0,,AR,A80,NY,10017.0,NEW YORK,A80,,A,AR,AR,PC,S,ZA,,IN,,A80,A,0.0,1d,2098.0
18901,133118488,1997,380605,0,28872,27508,2246,39873,0,0,531701,504193,912306,816265,120563,0,0,220353,341546,159133,220983,0,0,0,0,0,0,0,0,0,0,0,0,9190,423502,56281,7380,,875608,A65,,PEARL THEATRE CO INC,,80 SAINT MARKS PL,NEW YORK,NY,10003-8129,0.0,3,3.0,1000.0,198304.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1998,0,0,994721,0,1369210,0,0,1146070,0,7434,0,0,0,40973,61220,59343,0,A65,,0,2515270,0,356067,35606,0,0,0,4230,4230,1364,2246,0,65471,0,875608,10003.0,0,0,9,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,,7,0.5724130000000001,10003.0,3606.0,,AR,A65,NY,10003.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,14400.0,3a,1998.0
18902,133118525,1997,1368400,177117,0,0,12558,0,0,0,708041,708041,2253560,2037100,763376,88731,7450,671419,774293,26660,10918,0,0,0,0,0,0,0,0,0,0,0,0,97845,644896,-30845,-16413,,2155720,A31,,INDEPENDENT FEATURE PROJECT INC,,104 W 29TH ST,NEW YORK,NY,10001-5310,0.0,3,3.0,1000.0,198305.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,123.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,16.0,A,A31,,1997,0,0,3221780,0,2441560,0,0,3237120,0,15341,0,0,0,0,644759,118617,0,A31,,0,5678680,0,289394,35742,0,0,0,0,0,0,12558,0,67000,0,2155720,10001.0,0,0,1,1,1,1,,3.0,31,A,Z,1,1,1,,5600.0,A31Z,9,0.17396099999999998,10001.0,3606.0,,AR,A31,NY,10001.0,NEW YORK,A31,,A,AR,AR,PC,O,AR,A,IN,,A31,A,105481.0,3b,1998.0
18914,133120824,1997,725256,0,1727670,1261990,154720,149455,2430650,2017500,7057540,3364900,7782800,3623780,12219000,183791,878,13477000,14264100,1854170,2045120,0,0,0,0,0,0,0,0,0,0,0,0,0,691982,0,35020,,4090160,A40,,APERTURE FOUNDATION INC,% WINTHROP STIMSON PUTNAM & ROBERTS,20 E 23RD ST,NEW YORK,NY,10010-4401,0.0,3,3.0,2000.0,198208.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,91.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,,5.0,4.0,4.0,0,,0,,0,36061.0,5602.0,16.0,A,A40,,1997,0,0,2150110,0,14686900,0,0,2702230,4448150,533833,0,0,0,0,11622800,466376,0,A40,,129756,17389200,0,782992,83772,0,0,0,0,0,465681,77794,76926,0,0,4090160,10010.0,0,0,1,2,9,1,,4.0,40,A,Z,1,1,1,,5600.0,A42Z,9,0.0863,10010.0,3606.0,,AR,A19,NY,10010.0,NEW YORK,A40,,A,AR,AR,PC,O,AR,A,IN,,A40,A,0.0,1d,2097.0
18932,133127841,1996,454840,589,0,0,0,4913,0,0,68627,68627,524056,486131,188786,62900,0,150861,188786,0,0,188786,0,0,0,0,0,0,0,0,0,0,0,0,52027,0,0,,524056,A65,,UBU REPERTORY THEATRE CORP,,15 W 28TH ST,NEW YORK,NY,10001-6410,0.0,3,3.0,1000.0,198508.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150861,37925,16600,A65,,0,0,0,0,0,16600,150861,0,0,0,0,0,0,0,0,524056,10001.0,0,0,9,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,,10,0.512698,10001.0,3606.0,,AR,A65,NY,10001.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,397937.0,6,2001.0
18936,133128297,1996,45623,0,0,0,169,0,0,0,169,169,45792,37303,16559,0,0,8067,16556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45792,A80,,BERMUDA HERITAGE TRUST INC,% REEVES COMMUNICATIONS,PO BOX 6345 FDR STATION,NEW YORK,NY,10150-6345,0.0,3,3.0,1000.0,198208.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,62.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A80,,1996,0,0,814294,0,0,0,0,817025,0,2731,0,0,0,0,8067,8489,0,A80,,0,817025,0,0,0,0,0,0,0,0,0,169,0,0,0,45792,10150.0,0,0,9,1,1,1,,8.0,80,A,Z,1,1,1,,5600.0,A82Z,7,0.535432,10150.0,3606.0,,AR,A80,NY,10150.0,NEW YORK,A82,,A,AR,AR,PC,O,AR,A,IN,,A82,A,,u,
18939,133128521,1996,0,0,0,0,0,0,0,0,119497,119497,119497,126884,52741,60202,0,74732,54087,13104,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,119497,0,0,,119497,A26,,CHINESE AMERICAN ARTS COUNCIL INCORPORATED,,65 69 LISPENARD ST,NEW YORK,NY,10013-2501,0.0,3,3.0,2000.0,198209.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A26,,1997,0,0,515770,0,0,0,0,515770,0,0,0,0,0,0,61628,-7387,0,A26,,-1500,515770,0,0,0,0,0,0,0,0,0,0,0,0,0,119497,10013.0,0,0,1,2,9,1,,2.0,26,A,Z,1,1,1,,5600.0,A26Z,7,0.370515,10013.0,3606.0,,AR,A26,NY,10013.0,NEW YORK,A26,,A,AR,AR,PC,O,AR,A,IN,,A26,A,0.0,3b,1998.0
18942,133128876,1996,91737,0,0,0,88,50,0,0,2211,2211,93948,127368,-51388,0,0,10817,1270,28785,52658,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,0,0,,93948,A68,,MUSIC ASSOCIATES OF NEW YORK LTD,% WUNSCH ARTS CENTER,PO BOX 604565,BAY TERRACE,NY,11360-4565,0.0,3,3.0,1000.0,198210.0,1.0,,1.0,11.0,0.0,199708,10.0,8,N Y VIRTUOSI,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,2.0,1.0,0,,0,,0,36081.0,5602.0,15.0,A,A68,,1997,0,0,342543,0,23863,0,0,342954,0,411,0,0,0,0,-17968,-33420,0,A68,,0,366817,0,11130,1174,0,0,0,0,0,0,88,0,0,0,93948,11360.0,0,0,1,9,9,9,,6.0,68,A,Z,1,1,1,,5600.0,A68Z,9,0.184499,11360.0,3608.0,,AR,A68,NY,11360.0,BAY TERRACE,A68,,A,AR,AR,PC,O,AR,A,IN,,A68,A,0.0,3b,1998.0
18953,133130265,1996,31094,0,0,0,0,0,0,0,26450,26450,57544,57919,662,0,0,1037,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26450,0,0,,57544,A99,,SKYSAVER PRODUCTIONS INC,,5 E 3RD ST,NEW YORK CITY,NY,10003-0800,0.0,3,3.0,1000.0,198210.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,9.0,A,A99,,1997,0,0,152885,0,64598,0,0,152885,0,0,0,0,0,0,1037,-375,0,A99,,0,217483,0,0,0,0,0,0,0,0,0,0,0,0,0,57544,10003.0,0,0,1,1,9,1,,9.0,99,A,Z,1,1,1,,5600.0,,7,0.642686,10003.0,3606.0,,AR,A99,NY,10003.0,NEW YORK CITY,A60,,A,AR,AR,U,O,AR,A,IN,,A99,A,0.0,6,2003.0
18956,133131491,1996,987882,0,0,0,879,575674,0,0,1678270,1678270,2666150,2010010,1667190,0,0,1981360,2191330,879975,524144,0,0,0,0,0,0,0,0,0,0,0,0,90337,565526,0,992451,,2575820,A65,A66Z,NEW YORK THEATRE WORKSHOP INC,,79 E 4TH ST,NEW YORK,NY,10003-8904,0.0,3,3.0,2000.0,198703.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1997,0,0,4546010,0,1574890,0,0,4811530,0,209371,0,0,561275,286745,1101380,565804,29078,A65,,0,6386420,0,999824,0,29078,0,0,0,0,0,879,0,90337,0,2575820,10003.0,0,0,1,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,,7,0.705994,10003.0,3606.0,,AR,A65,NY,10003.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,93511.0,3b,1998.0
18967,133132750,1997,27380,85,0,0,0,0,0,17642,41074,41074,68539,71680,130747,0,0,133888,130747,0,0,130747,0,0,0,0,0,0,0,0,0,0,0,0,22232,0,0,,68539,A50,,MUSEUM OF THE AMERICAN PIANO,,211 W 58TH ST,NEW YORK,NY,10019-1411,0.0,3,3.0,2000.0,198710.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,60.0,61.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A50,,1997,0,0,25747,645,163244,0,0,26392,17642,0,0,0,0,0,133888,-3141,1200,A50,,0,189636,0,18590,2001,1200,133888,0,0,0,0,0,0,0,0,68539,10019.0,0,0,1,1,9,1,,5.0,50,A,Z,1,1,1,,5600.0,A59Z,9,0.921475,10019.0,3606.0,,AR,A54,NY,10019.0,NEW YORK,A54,,A,AR,AR,PC,O,AR,A,IN,,A54,A,0.0,3b,1998.0
18968,133132782,1997,71729,0,0,0,2157,0,0,0,2157,2157,73886,76582,59531,0,0,62227,59531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73886,A33,X30Z,RABBI JOSEPH BREUER FOUNDATION INC,,730 FORT WASHINGTON AVE 1,NEW YORK,NY,10040-3739,0.0,3,3.0,2000.0,198301.0,1.0,,1.0,13.0,198312.0,199712,10.0,12,,8.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A33,,1997,0,0,216371,0,0,0,0,221609,0,5238,0,0,0,0,62227,-2696,0,A33,,0,221609,2157,0,0,0,0,0,0,0,0,0,0,0,0,73886,10040.0,0,0,1,1,9,1,,3.0,33,A,Z,1,1,1,,5600.0,A33Z,9,0.719589,10040.0,3606.0,,AR,A33,NY,10040.0,NEW YORK,A33,,A,AR,AR,PC,O,AR,A,IN,,A33,A,0.0,4,2006.0
18973,133133932,1996,555,1575,0,0,761,0,0,0,43543,43543,45673,47790,25101,0,0,29586,25101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42504,0,0,,45673,A62,A24Z,ROYAL SCOTTISH COUNTRY DANCE SOCIETY NEW YORK BRANCH INC,% IAN WATSON,35 W 81ST ST 1C,NEW YORK,NY,10024-6045,0.0,3,3.0,1000.0,198402.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,149.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A62,,1997,0,0,2111,8530,206120,0,0,13455,0,2814,0,0,0,0,29586,-2117,0,A62,,-2368,219575,761,0,0,0,0,0,278,278,0,0,0,0,0,45673,10024.0,0,0,9,2,9,1,,6.0,62,A,Z,1,1,1,,5600.0,,9,0.8271430000000001,10024.0,3606.0,,AR,A62,NY,10024.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,0.0,3b,1998.0
18979,133135292,1995,181781,0,0,0,130,3862,0,0,71761,71761,253542,236728,63270,18889,0,86168,83992,30737,20722,0,0,0,0,0,0,0,0,0,0,0,0,0,71631,0,0,,253542,A20,,ELDERS SHARE THE ARTS INC,,57 WILBOUGHBY ST,BROOKLYN,NY,11201-5290,0.0,3,3.0,1000.0,198312.0,1.0,,1.0,11.0,0.0,199606,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36047.0,5602.0,15.0,A,A20,,1996,0,0,721416,0,360080,0,0,722986,0,1570,0,0,0,0,55431,16814,0,A20,,-8975,1083070,0,75407,10589,0,0,0,0,0,0,130,0,0,0,253542,11201.0,0,0,9,2,9,1,,2.0,20,A,Z,1,1,1,,5600.0,A20Z,7,0.297414,11201.0,3604.0,,AR,A20,NY,11201.0,BROOKLYN,A20,,A,AR,AR,PC,O,AR,A,IN,,A20,A,59475.0,4,2005.0
18984,133137461,1996,1258310,0,0,0,0,169394,78759,102383,928124,849365,2186440,2065040,105785,80000,0,739084,868929,527600,763144,0,0,0,0,0,0,0,0,0,0,0,0,150999,338983,222648,0,,1956680,A50,,THE MUSEUM FOR AFRICAN ART,,593 BROADWAY,NEW YORK,NY,10012-3211,0.0,3,3.0,2000.0,198212.0,1.0,,1.0,13.0,198706.0,199706,10.0,6,,91.0,994.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A50,,1997,0,0,4633960,1090850,890010,0,0,6405650,181142,36280,0,0,0,120000,211484,-108357,34352,A50,,2658,7295660,0,580224,50507,34352,0,0,0,0,0,0,0,373647,0,1956680,10012.0,0,0,2,2,9,1,,5.0,50,A,Z,1,1,1,,5600.0,,7,0.8850709999999999,10012.0,3606.0,,AR,A53,NY,10012.0,NEW YORK,A53,,A,AR,AR,PC,O,AR,A,IN,,A53,A,65606.0,3b,1998.0
18990,133138348,1996,82093,0,0,0,2628,15924,0,0,71469,71469,153562,172793,119068,62833,0,143941,128484,5642,9416,0,0,0,0,0,0,0,0,0,0,0,0,0,68841,0,0,,153562,A20,A48Z,RESTORE,REBECCA L COGGINS,152 MADISON AVE STE 1603,NEW YORK,NY,10016-5424,0.0,3,3.0,2000.0,198202.0,1.0,,1.0,13.0,0.0,199707,10.0,7,,149.0,379.0,125.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A20,,1997,0,0,268878,304306,0,0,0,586856,0,13672,0,0,0,0,138299,-19231,0,A20,,0,586856,0,36500,7029,0,0,0,0,0,0,2628,0,0,0,153562,10016.0,0,0,1,1,9,1,,2.0,20,A,Z,1,1,1,,5600.0,A24Z,9,0.994791,10016.0,3606.0,,AR,A40,NY,10016.0,NEW YORK,A40,,A,AR,AR,PC,O,AR,A,IN,,A40,A,0.0,4,2006.0
18992,133138626,1997,0,0,12000,8431,4948,0,0,0,56182,47751,56182,56361,46793,0,0,57374,46793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39234,0,0,,47751,A80,T90Z,THE HISTORY OF NEW YORK CITY PROJEC T INC,,PO BOX 104,BRONX,NY,10471-0104,0.0,3,0.0,1000.0,0.0,0.0,,5.0,13.0,0.0,199712,10.0,12,,0.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36005.0,5602.0,16.0,A,A80,,1997,0,0,4000,0,0,0,0,4000,0,0,0,0,0,0,57374,-8610,0,A80,,-1971,4000,0,0,0,0,0,0,0,0,3569,0,4948,0,0,47751,10471.0,0,0,1,2,9,1,,8.0,80,A,Z,1,1,1,,5600.0,,9,0.7580640000000001,10471.0,3600.0,,AR,A80,NY,10471.0,BRONX,A80,,A,AR,AR,PC,O,AR,A,IN,,A80,A,0.0,6,1999.0
18994,133139105,1996,118700,0,0,0,514,4275,0,0,25407,25407,144107,138102,17781,0,0,13685,21651,1909,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,24893,0,0,,144107,A62,,DANSE MIRAGE INC,,153 MERCER ST,NEW YORK,NY,10012-3239,0.0,3,3.0,1000.0,198306.0,1.0,,1.0,13.0,0.0,199707,10.0,7,,119.0,88.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A62,,1997,0,0,452244,0,113612,0,0,452244,0,0,0,0,0,0,11776,6005,0,A62,,0,565856,0,75280,0,0,0,0,0,0,0,514,0,0,0,144107,10012.0,0,0,1,1,1,1,,6.0,62,A,Z,1,1,1,,5600.0,A62Z,9,0.450089,10012.0,3606.0,,AR,A62,NY,10012.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,0.0,3b,1998.0
19003,133143311,1996,19782,0,0,0,0,4744,0,0,26803,26803,46585,46242,23228,0,0,25115,25532,2230,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,23074,3729,0,,46585,A60,,QUINTET OF THE AMERICAS INC,,134 BOWERY,NEW YORK,NY,10013-4295,0.0,3,3.0,2000.0,198406.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,119.0,123.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1997,0,0,92546,0,294755,0,0,92566,0,20,0,0,0,0,22885,343,0,A60,,0,387321,0,25564,1878,0,0,0,0,0,0,0,0,3729,0,46585,10013.0,0,0,9,1,1,1,,6.0,60,A,Z,1,1,1,,5600.0,,9,0.693493,10013.0,3606.0,,AR,A60,NY,10013.0,NEW YORK,A60,,A,AR,AR,PC,O,AR,A,IN,,A60,A,0.0,6,2003.0
19008,133146184,1995,28005,0,0,0,75,35,0,0,75,75,28080,46102,-24949,0,35,21396,5827,28323,30776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28080,A31,,CINEMA EVENTS GROUP INC,,100 A N 1ST ST,BROOKLYN,NY,11211-0000,0.0,3,3.0,1000.0,198307.0,1.0,,1.0,11.0,0.0,199608,10.0,8,,90.0,91.0,122.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36047.0,5602.0,15.0,A,A31,,1996,0,0,192922,0,14523,0,0,192922,0,0,0,0,0,0,-6927,-18022,0,A31,,0,207445,0,15220,155,0,0,0,0,0,0,0,75,0,0,28080,11211.0,0,0,9,9,9,9,,3.0,31,A,Z,1,1,1,,5600.0,A31Z,9,0.8940110000000001,11211.0,3604.0,,AR,A31,NY,11211.0,BROOKLYN,A31,,A,AR,AR,PC,O,AR,A,IN,,A31,A,28005.0,4,2006.0
19016,133148295,1997,1696470,0,0,0,33808,259863,0,0,215607,215607,1912080,1513170,676298,91378,0,1325420,1653050,930610,976752,0,0,0,0,0,0,0,0,0,0,0,101108,566,74056,5349,393,,1810410,A20,B24I,COMMUNITY LITERACY RESEARCH PROJECT INC,,500 GREENWICH ST,NEW YORK,NY,10013-1354,0.0,3,3.0,1000.0,198306.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,199.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A20,,1997,0,0,4734130,0,387642,0,0,4909320,0,46249,0,0,888747,895597,394812,297239,327,A20,,-15753,5296970,0,315653,40134,101435,0,0,0,0,0,33808,0,5915,0,1810410,10013.0,0,0,1,2,2,1,,2.0,20,A,Z,1,1,1,,5600.0,A99Z,7,0.268729,10013.0,3606.0,,AR,A20,NY,10013.0,NEW YORK,A20,,A,AR,AR,PC,O,AR,A,IN,,A20,A,0.0,3b,1998.0
19023,133151578,1997,65785,0,0,0,0,0,0,0,0,0,65785,75338,931,0,0,10484,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,65785,A99,,GLOBAL FUTURES NETWORK INC,,655 RIVERSIDE DR 3B,NEW YORK,NY,10031-6627,0.0,3,3.0,1000.0,198310.0,1.0,,1.0,1.0,0.0,199712,20.0,12,,119.0,0.0,0.0,B9508,1995.0,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1997,0,0,122220,0,0,0,0,122220,0,0,0,0,0,0,10484,-9553,0,A99,,0,122220,0,0,0,0,0,0,0,0,0,0,0,0,0,65785,10031.0,0,0,.,1,9,1,,9.0,99,A,Z,1,1,1,,5600.0,,9,0.0543523,10031.0,3606.0,,AR,A99,NY,10031.0,NEW YORK,A02,,A,AR,AR,PC,O,AR,A,IN,,A99,A,0.0,6,2002.0
19031,133154253,1997,54333,0,0,0,347,0,0,0,347,347,54680,47450,51408,0,157,51822,51408,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54680,A51,,WESTBETH ARTISTS-RESIDENTS COUNCIL INC,,463 W ST,NEW YORK,NY,10014-2010,0.0,3,3.0,1000.0,199408.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A51,,1997,0,0,139591,0,0,0,0,139591,0,0,0,0,0,0,44178,7230,0,A51,,0,139591,0,0,0,0,0,0,0,0,0,347,0,0,0,54680,10014.0,0,0,2,1,1,1,,5.0,51,A,Z,1,1,1,,5600.0,,9,0.6801020000000001,10014.0,3606.0,,AR,A20,NY,10014.0,NEW YORK,A51,,A,AR,AR,PC,O,AR,A,IN,,A26,A,0.0,3b,1998.0
