,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,NTEECC4d,NTEEconf,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEE2,NTEE,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,RANDNUM,NTEESRC,MSA_NECH,Ntee2007a,Ntee42007a,NteeOldB,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
30717,133391212,200506,2004,236972,0,0,0,7016,0,0,0,166170,166170,403142,297699,292018,0,0,344704,405401,157848,113383,0,0,0,0,0,0,0,0,0,159154,0,0,,403142,403142,0,0,0,0,0,0,0,105443,-281,223950,0,0,0,0,0,186856,0,0,0,0,7016,0,0,0,0,0,0,694493,0,584918,32103,0,0,1311514,726596,3,6,0,0,91.0,1.0,29490189078046.0,2005,N,10468-1589,10468.0,133391212200506,1333912122005,6,91.0,0.0,0.0,250 BEDFORD PARK BLVD W,3.0,0.0,BRONX,1.0,,1.0,13.0,15.0,10.0,0.0,LEHMAN COLLEGE ART GALLERY INC,1.0,198705.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A51,,A,IN,,AR,A,PC,O,AR,A,,A51Z,AR,AR,5602.0,5600.0,36005.0,0.05371619999999999,1,5602.0,A51,,A51,133858.0,2,2006.0,103023.0,2,2006.0,0.0,2,2006.0,229727.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,62291.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,8,2004.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,143814.0,6,2003.0,A51,A
30720,133391844,200506,2004,1074764,0,0,0,852,209228,0,0,1224403,1224403,2299167,2041710,527227,170865,0,464725,695328,84078,168101,0,0,0,0,0,0,0,0,110877,1112374,0,300,,2188290,2188290,0,0,0,0,0,110877,0,146580,0,0,0,0,0,0,0,380647,0,0,0,0,852,0,0,0,0,0,0,3469523,0,2112606,138986,0,0,5793154,3680548,3,7,0,0,,,,2005,N,10001-6114,10001.0,133391844200506,1333918442005,6,88.0,0.0,0.0,145 W 28TH ST 8TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,MANHATTAN CLASS COMPANY INC,1.0,198708.0,,NY,core04PC,,,,,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.5727800000000001,1,5602.0,A65,,A65,1035342.0,2,2006.0,39422.0,2,2006.0,0.0,2,2006.0,434735.0,2,2006.0,31655.0,2,2006.0,92388.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,18655.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,73548.0,6,2003.0,0.0,6,2003.0,152546.0,6,2003.0,A65,A
30726,133392963,200508,2004,534838,0,0,0,1440,109412,0,0,737896,737896,1272734,1167561,251727,0,0,269590,276341,123036,24614,0,0,0,0,0,0,0,0,0,736456,0,0,,1272734,1272734,0,0,0,0,0,0,0,105173,0,208861,86436,0,0,0,0,146554,0,0,0,0,1440,0,0,0,0,0,0,1540750,0,927227,14776,0,0,2495446,1568219,3,7,0,0,89.0,1.0,29490105038206.0,2005,N,11217-1506,11217.0,133392963200508,1333929632005,8,89.0,0.0,0.0,80 HANSON PL STE 701,3.0,0.0,BROOKLYN,1.0,MOSES & SCHREIBER,1.0,11.0,15.0,10.0,0.0,BANG ON A CAN INC,1.0,198801.0,,NY,rtf05PC,2.0,4.0,4.0,4.0,A,A68,,A,IN,,AR,A,PC,O,AR,A,,A68Z,AR,AR,5602.0,5600.0,36047.0,0.300081,1,5602.0,A68,,A68,479964.0,2,2006.0,54874.0,2,2006.0,0.0,2,2006.0,153802.0,2,2006.0,5576.0,2,2006.0,97925.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,4860.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,2050.0,6,2003.0,0.0,6,2003.0,64303.0,6,2003.0,A68,A
30731,133394935,200506,2004,188127,0,0,0,57,0,0,0,57,57,188184,339241,-25983,0,0,137775,8033,12701,34016,-25983,0,0,0,0,0,0,0,0,0,0,0,,188184,188184,0,0,0,0,0,0,0,-151057,0,0,274,0,0,0,0,125074,0,0,0,0,57,0,0,0,0,0,0,778782,0,0,1643,0,0,780425,780425,3,7,0,125074,91.0,1.0,29490133076106.0,2005,N,10025-3395,10025.0,133394935200506,1333949352005,6,91.0,0.0,0.0,485 CENTRAL PARK W 6B,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,INTERNATIONAL CULTURAL PROGRAMMING INC,1.0,198705.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A30,,A,IN,,AR,A,PC,O,AR,A,,A30Z,AR,AR,5602.0,5600.0,36061.0,0.383627,1,5602.0,A30,,A30,188127.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,1413.0,8,2005.0,0.0,4,2005.0,0.0,2,2005.0,PC,O,AR,A,IN,,0.0,6,2000.0,400.0,6,2000.0,0.0,6,2000.0,7547.0,6,2000.0,A30,A
30733,133396289,200506,2004,8200,0,0,0,0,0,0,0,30360,30360,38560,37888,16195,0,0,15523,16195,0,0,0,0,0,0,0,0,0,0,0,30360,0,0,,38560,38560,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,15523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,90.0,1.0,29409351010155.0,2005,N,10009-7419,10009.0,133396289200506,1333962892005,6,90.0,0.0,0.0,234 E 4TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,OVERFOOT INC,1.0,198910.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A60,,C,IN,,AR,A,PC,O,AR,A,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.642069,1,5602.0,A60,,A99,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A99,A
30738,133397194,200407,2003,0,0,0,0,7,0,0,10000,30807,30807,30807,34225,0,0,0,3242,0,0,0,0,0,0,0,0,0,0,0,0,3282,0,0,,30807,30807,0,0,17518,0,17518,0,10000,-3418,176,0,0,0,0,0,0,3242,0,0,0,0,0,0,0,7,0,0,0,14880,0,15800,60,0,0,30740,14940,3,9,0,0,,,,2004,N,10027-7201,10027.0,133397194200407,1333971942004,7,119.0,0.0,0.0,435 W 116TH ST BOX A 17,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,20.0,0.0,GAUDIA MUSIC & ARTS INC,1.0,198707.0,,NY,core04PC,,,,,A,A68,,A,IN,,AR,A,PC,O,AR,A,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.251685,1,5602.0,A68,,A68,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A68,A
30746,133399840,200507,2004,30309,0,0,0,0,0,0,0,76549,76549,106858,117077,5308,0,0,15527,5308,0,0,0,0,0,0,0,0,0,0,0,76549,0,0,,106858,106858,0,0,0,0,0,0,0,-10219,0,0,0,0,0,0,0,15527,0,0,0,0,0,0,0,0,0,0,0,119683,0,299638,0,0,0,419321,119683,3,7,0,0,90.0,1.0,81490007029196.0,2005,N,10010-3737,10010.0,133399840200507,1333998402005,7,90.0,0.0,0.0,144 E 24TH ST STE 4A,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,ASDT INC THE AMERICAN SPANISH DANCE THEATRE,1.0,199608.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.838303,1,5602.0,A62,,A62,21477.0,2,2006.0,8832.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,4407.0,6,2003.0,A62,A
30754,133402566,200512,2005,5210,9187,0,0,0,0,203,674,21892,21689,36289,35688,22429,0,0,22031,22429,0,0,0,0,0,0,0,0,0,0,0,20955,0,60,,36086,36086,0,0,0,0,0,0,877,398,0,0,0,0,0,0,0,22031,0,0,0,0,0,0,0,0,0,0,0,14754,27305,136671,0,0,0,178730,42059,3,9,0,0,318.0,1.0,29409105059416.0,2005,N,10023-0000,10023.0,133402566200512,1334025662005,12,318.0,0.0,0.0,PO BOX 1229,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,TIMES SQUARE DANCE CLUB INC,1.0,198809.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A62,,B,IN,,AR,A,PC,O,AR,A,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.429126,1,5602.0,A62,,A62,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,0.0,6,2003.0,0.0,6,2003.0,,,,0.0,6,2003.0,,,,PC,O,AR,A,IN,,,,,,,,,,,,,,A62,A
30755,133403442,200412,2004,0,0,0,0,0,0,48855,65858,158494,67294,158494,132402,262154,0,0,327219,262154,0,0,262154,0,0,0,0,0,0,0,0,43781,0,0,,67294,67294,0,0,0,42345,-42345,0,114714,-65107,42,0,0,0,0,0,0,327219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,327219,123.0,1.0,29490021003026.0,2004,N,10003-8534,10003.0,133403442200412,1334034422004,12,123.0,995.0,0.0,225 E 5TH ST,3.0,199112.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,NEW YORK CENTER FOR ART & AWARENESS INC,1.0,198705.0,,NY,rtf05PC,2.0,1.0,2.0,2.0,A,A20,,A,IN,,AR,A,PC,O,AR,A,,A20Z,AR,AR,5602.0,5600.0,36061.0,0.208562,1,5602.0,A20,,A20,,,,,,,,,,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,4,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,11537.0,6,2003.0,168653.0,6,2003.0,68503.0,6,2003.0,A20,A
30764,133407817,200512,2005,187115,0,0,0,685,62456,0,0,364846,364846,551961,728027,-71298,74414,0,209850,175248,105082,246546,0,0,0,0,0,0,0,0,0,358141,0,6020,,551961,551961,0,0,0,0,0,0,0,-176066,0,0,0,0,0,0,0,104768,0,0,0,0,685,0,0,0,0,0,0,1285756,0,796899,4238,0,0,2122449,1325550,3,7,0,0,88.0,1.0,29490218099276.0,2005,N,10018-6404,10018.0,133407817200512,1334078172005,12,88.0,0.0,0.0,315 WEST 36TH ST - 10TH FLR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK STAGE AND FILM COMPANY INC,1.0,198707.0,,NY,rtf05PC,2.0,3.0,3.0,3.0,A,A25,,B,IN,,AR,A,PC,O,AR,A,A31Z,A65Z,AR,AR,5602.0,5600.0,36061.0,0.734974,1,5602.0,A25,,A25,183409.0,2,2006.0,3706.0,2,2006.0,0.0,2,2006.0,-44369.0,2,2006.0,2319.0,2,2006.0,-26929.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,2777.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,1519.0,6,2003.0,0.0,6,2003.0,95981.0,6,2003.0,A25,A
30766,133408843,200605,2005,14747,12404,0,0,2272,585,345,35,105475,105130,132626,117389,85902,0,0,71010,85902,0,0,0,0,0,0,0,0,0,0,0,102823,0,0,,132281,132281,0,0,0,0,0,0,380,14892,0,0,0,0,0,0,0,71010,0,0,0,0,2272,0,0,0,0,0,0,25163,38693,398479,3307,0,0,466203,67724,3,7,0,0,90.0,1.0,93490238003006.0,2006,N,10014-0703,10014.0,133408843200605,1334088432006,5,90.0,0.0,0.0,PO BOX 878,9.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,9228.0,COUNTRY DANCE AND SONG SOCIETY INC,5.0,199305.0,COUNTRY DANCE NEW YORK INC,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,A62Z,A24Z,AR,AR,5602.0,5600.0,36061.0,0.039424900000000006,1,5602.0,A62,,A62,14747.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,85902.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,14190.0,6,2003.0,A62,A
30773,133410908,200506,2004,62700,0,0,0,0,0,0,0,2270,2270,64970,74173,21472,0,0,30675,21472,0,0,0,0,0,0,0,0,0,0,0,2270,0,0,,64970,64970,0,0,0,0,0,0,0,-9203,0,0,0,0,0,0,0,30675,0,0,0,0,0,0,0,0,0,0,0,220315,0,5680,83,0,0,226078,220398,3,9,0,0,,,,2005,N,10025-6503,10025.0,133410908200506,1334109082005,6,90.0,0.0,0.0,350 CENTRAL PARK WEST 14H,3.0,0.0,NEW YORK,1.0,HERBERT,1.0,13.0,16.0,10.0,0.0,THUNDER BAY ENSEMBLE INC,1.0,198708.0,,NY,core04PC,,,,,A,A6C,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.996662,1,5602.0,A6C,,A6C,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,17382.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A6C,A
30774,133411030,200506,2004,755443,0,0,0,0,144977,0,0,0,0,755443,728085,415098,0,0,301132,458493,13392,43395,0,0,0,0,0,0,0,0,0,0,0,0,,755443,755443,0,0,0,0,0,0,0,27358,100000,145778,11699,0,0,0,0,287740,0,0,0,0,0,0,0,0,0,0,0,2952197,0,0,0,0,0,2952197,2952197,3,8,0,0,64.0,1.0,29490176174216.0,2005,N,10018-6507,10018.0,133411030200506,1334110302005,6,64.0,0.0,0.0,520 8TH AVENUE 15TH FL,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,ISRAEL TRUBITE COMMITTEE INC,1.0,198811.0,SALUTE TO ISRAEL PARADE,NY,rtf05PC,2.0,3.0,3.0,3.0,A,A84,,A,IN,,AR,A,PC,O,AR,A,,A84Z,AR,AR,5602.0,5600.0,36061.0,0.380166,1,5602.0,A84,,A84,755443.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,415098.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,16724.0,2,2006.0,0.0,2,2006.0,6905.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,372890.0,6,2003.0,A84,A
30781,133411791,200506,2004,235308,0,0,0,86,0,0,0,467046,467046,702354,707566,189093,35050,0,408297,514426,198957,325333,0,0,0,0,0,0,0,0,15035,433978,17947,0,,687319,687319,0,0,0,0,0,32982,0,-20247,0,122045,12817,0,0,164675,175097,209340,0,0,0,0,86,0,0,0,0,0,0,483275,0,1035646,57244,0,0,1576165,540519,3,7,0,0,88.0,1.0,29490189012016.0,2005,N,10018-6440,10018.0,133411791200506,1334117912005,6,88.0,0.0,0.0,312 WEST 36TH ST 4W,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BARROW GROUP INC,1.0,198708.0,,NY,rtf05PC,3.0,3.0,3.0,3.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.56592,1,5602.0,A65,,A65,228610.0,2,2006.0,6698.0,2,2006.0,0.0,2,2006.0,189093.0,2,2006.0,414280.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,328811.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,74604.0,6,2003.0,0.0,6,2003.0,14003.0,6,2003.0,A65,A
30784,133412509,200506,2004,25800,0,0,0,0,0,0,0,0,0,25800,25800,0,0,0,23503,22899,23503,22899,0,0,0,0,0,0,0,0,0,0,0,0,,25800,25800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122953,0,0,0,0,0,122953,122953,3,7,0,0,602.0,1.0,29490049067026.0,2005,N,10003-1211,10003.0,133412509200506,1334125092005,6,602.0,0.0,0.0,890 BROADWAY,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK DANCE CENTER INC,1.0,198707.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.407524,1,5602.0,A62,,A62,15000.0,2,2006.0,10800.0,2,2006.0,0.0,2,2006.0,,,,0.0,2,2006.0,,,,,,,0.0,2,2006.0,23100.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,20960.0,6,2003.0,A62,A
30792,133413704,200412,2004,0,0,331092659,328896690,215965,0,0,0,331395882,2499192,331395882,815153,27457988,0,0,25809571,27464614,35622,6626,27457988,0,0,0,0,0,0,0,0,87258,0,0,,2499192,2499192,0,2195969,0,0,0,0,0,1684039,0,238889,21982,0,0,0,0,25773949,0,0,0,0,384,215581,0,0,0,0,0,0,0,333456,578963,0,5659000,6571419,6237963,3,7,0,25773949,,,,2004,N,10012-2558,10012.0,133413704200412,1334137042004,12,915.0,63.0,91.0,124 W HOUSTON ST,3.0,0.0,NEW YORK,1.0,DIAMOND KERBIS & WEINSTEIN,1.0,13.0,15.0,10.0,0.0,ARCHITECTURAL BODY RESEARCH FOUNDATION INC,1.0,198801.0,,NY,core04PC,,,,,A,A11,40,B,IN,,AR,A,PC,S,ZA,A,,P54Z,AR,AR,5602.0,5600.0,36061.0,0.253945,1,5602.0,A11,40,H99,0.0,1,2006.0,0.0,1,2006.0,0.0,1,2006.0,0.0,2,2005.0,9200.0,1,2004.0,0.0,2,2005.0,0.0,2,2005.0,2943302.0,1,2004.0,0.0,1,2004.0,16000.0,1,2004.0,PC,S,ZA,A,IN,,0.0,1,2004.0,0.0,1,2004.0,24333012.0,1,2004.0,81600.0,1,2004.0,H99,H
30795,133414346,200512,2005,379386,0,555197,494971,81597,44339,0,0,963203,468232,1342589,787291,2169450,92977,0,2139715,2193702,37730,24252,0,0,0,0,0,0,0,0,0,231575,0,94834,,847618,847618,0,60226,0,0,0,0,0,60327,7138,104068,24354,0,0,0,0,2101985,0,0,0,0,0,81597,0,0,0,0,0,1635254,0,0,195509,0,0,1830763,1830763,3,7,0,0,90.0,1.0,29490350041186.0,2005,N,10012-4457,10012.0,133414346200512,1334143462005,12,90.0,0.0,0.0,495 BROADWAY,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,SWISS INSTITUTE,5.0,198903.0,,NY,rtf05PC,4.0,3.0,4.0,3.0,A,A23,,A,IN,,AR,A,PC,O,AR,A,,A23Z,AR,AR,,5600.0,36061.0,0.7579100000000001,1,5602.0,A23,,A23,379386.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,164705.0,2,2006.0,0.0,8,2005.0,,,,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2005.0,PC,O,AR,A,IN,,2006407.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,89079.0,6,2003.0,A23,A
30803,133417328,200512,2005,31575,0,200000,200000,8919,0,0,0,208919,8919,240494,110,413979,0,0,373595,413978,0,0,413978,0,0,0,0,0,0,0,0,0,0,0,,40494,40494,0,0,0,0,0,0,0,40384,0,0,0,0,0,0,0,373595,0,0,0,0,1005,7914,0,0,0,0,0,328413,0,0,15944,0,0,344357,344357,3,7,0,373595,92.0,1.0,29490218286106.0,2005,N,10018-6204,10018.0,133417328200512,1334173282005,12,92.0,0.0,0.0,22 W 38TH ST 12TH FL,3.0,0.0,NEW YORK,2.0,STERN & GALLEY,1.0,13.0,15.0,10.0,0.0,YAKAR FOUNDATION INC,1.0,198709.0,,NY,rtf05PC,2.0,1.0,2.0,1.0,A,A70,,B,IN,,AR,A,PC,O,AR,A,,A76Z,AR,AR,5602.0,5600.0,36061.0,0.43340200000000006,1,5602.0,A70,,A70,31575.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,144471.0,6,2003.0,269371.0,6,2003.0,A70,A
30807,133418422,200406,2003,23272,0,0,0,8,0,0,0,19565,19565,42837,42557,-11174,0,0,1046,2316,12500,12750,0,0,0,0,0,0,0,0,0,19557,0,0,,42837,42838,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,-11454,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,,,,2004,N,10031-2722,10031.0,133418422200406,1334184222004,6,88.0,149.0,90.0,473 W 150TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,HARLEM THEATRE COMPANY INC,1.0,199104.0,,NY,core04PC,,,,,A,A25,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.296086,1,5602.0,A25,,A25,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A25,A
30823,133421353,200512,2005,1223931,0,0,0,9542,0,0,0,9542,9542,1233473,1047380,1303058,0,0,1116965,1303058,0,0,1303058,0,0,0,0,0,0,0,0,0,0,0,,1233473,1233473,0,0,0,0,0,0,0,186093,0,0,0,0,0,0,0,1116965,0,0,0,0,9542,0,0,0,0,0,0,2783584,0,0,15573,0,0,2799157,2799157,3,9,0,1116965,91.0,1.0,29490287146286.0,2005,N,10004-2400,10004.0,133421353200512,1334213532005,12,91.0,0.0,0.0,125 BROAD ST,3.0,0.0,NEW YORK,1.0,COUDERT BROTHERS,1.0,13.0,15.0,10.0,0.0,AMERICAN FELLOWS OF THE TATE GALLERY FOUNDATION INC,1.0,198712.0,ATTN JAMES B SITRICK ESQ,NY,rtf05PC,4.0,4.0,4.0,4.0,A,A11,51,A,IN,,AR,A,PC,S,ZA,A,,A51I,AR,AR,5602.0,5600.0,36061.0,0.417411,1,5602.0,A11,51,A11,1223931.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2005.0,PC,S,ZA,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,143849.0,6,2003.0,A1151,A
30828,133422660,200508,2004,138422,0,0,0,0,104036,0,0,1156911,1156911,1295333,1255226,397314,93934,0,423814,417117,66607,19803,0,0,0,0,0,0,0,0,0,1156886,0,25,,1295333,1295333,0,0,0,0,0,0,0,40107,0,754681,90046,0,0,0,0,357207,0,0,0,0,0,0,0,0,0,0,0,1225047,0,2345706,0,0,0,3572296,1226590,3,7,0,0,88.0,1.0,29490077105136.0,2005,N,10011-7166,10011.0,133422660200508,1334226602005,8,88.0,0.0,0.0,80 8TH AVENUE STE 1102,3.0,0.0,NEW YORK,1.0,DIANA FELDMAN,1.0,13.0,16.0,10.0,0.0,E N A C T INC,1.0,198709.0,,NY,rtf05PC,2.0,4.0,4.0,4.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.5300590000000001,1,5602.0,A65,,A65,138422.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,293165.0,2,2006.0,12598.0,2,2006.0,104149.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,8400.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,5866.0,6,2003.0,1467.0,6,2003.0,252449.0,6,2003.0,A65,A
