,KeyID,EIN,DocCD,TAXPER,NTEEIRS,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,LONGITUDE,LATITUDE,NAICS,VerifyBy
16039,19303,201835607,91,201212,A12,1.0,2012,N,,,3,5990,0,0,0,0,0,0,0,5990,6887,-897,6887,0,0,6266,0,0,0,0,0,6266,0,316,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6887,0,6887,0,0,6266,0,0,6266,0,6266,0,0,0,0,0,0,0,0,0,0,6421,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,201835607201212,2018356072012,NCCS_Form990PF_2012_Extract,0,0,10170.0,RUBEN STUDDARD FOUNDATION FOR ADVANCEMENT OF CHILDREN IN MUSIC,BG & CO,420 LEXINGTON AVE RM 2520,NEW YORK,NY,10170-2599,0.0,3.0,1.0,200512.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A016,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.36665,A,A0168,A,36061.0,5602.0,5600.0,-73.988883167,40.737395461,813319.0,
16377,19659,202011199,91,201212,F12,1.0,2012,N,,,3,0,5972,0,-5627,0,0,0,51700,345,54872,-54527,54384,5864,5592,310202,0,0,0,0,0,310853,0,16310,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5972,5972,3172,108,2684,108,380,15928,0,0,310853,0,310202,117,0,0,0,0,0,0,0,0,117,331169,16193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,202011199201212,2020111992012,NCCS_Form990PF_2012_Extract,123,0,10276.0,FLORENCE TYSON FUND FOR THE CREATIVE ARTS THERAPIES INC,CHRISTOPHER BANDINI,PO BOX 1531,NEW YORK,NY,10276-1531,0.0,3.0,1.0,200601.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.55098,B,A12,A,36061.0,5602.0,5600.0,-73.99022462,40.73182553,813219.0,
17208,20549,202946241,91,201206,A31,1.0,2011,N,,,3,4163507,1429,0,0,0,0,0,372306,4164936,3195200,969736,3077154,1429,1429,4108680,0,0,0,0,271243,4108680,0,147790,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,1429,1429,2822894,0,2704848,0,0,3662059,0,0,4108680,0,3837437,29,0,0,162,0,0,0,0,133,29,3000805,0,1429,2485,1876,0,5790,3203370,1787441,3356943,0,8347754,4108680,3434421,1814346,0,9357447,4108680,3434421,1814346,0,9357447,98527,81881,73954,0,254362,0,0,0,0,0,4163507,4073677,2149695,0,10386879,1429,2485,1876,0,5790,2012,202946241201206,2029462412012,NCCS_Form990PF_2012_Extract,-133,133,10022.0,CINEREACH LTD,MARGARET SHAFER,599 LEXINGTON AVE,NEW YORK,NY,10022-6030,0.0,3.0,1.0,200603.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,,,,,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0252,B,A31,A,36061.0,5602.0,5600.0,-73.9921136,40.7384013,512110.0,
17303,20650,203093846,91,201212,T50,1.0,2012,N,,,3,0,0,0,0,0,0,0,0,1,36085,-36085,36085,0,0,610,0,0,0,0,852000,610,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,36085,0,36085,0,0,610,0,0,610,0,-851390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,203093846201212,2030938462012,NCCS_Form990PF_2012_Extract,0,0,10022.0,FUNDACION CORP GROUP CENTRO CULTURAL,ROCKEFELLER CENTER,245 EAST 50TH ST,NEW YORK,NY,10022-7752,0.0,3.0,2.0,200605.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.89635,B,A12,A,36061.0,5602.0,5600.0,-73.969955,40.755646,813219.0,
17355,20707,203156955,91,201212,A12,1.0,2012,N,,,3,0,4211,134159,1202,0,0,12903,375000,139572,423590,-284018,387277,104921,0,3798255,0,2081049,1641111,3722160,0,3826188,0,206123,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,139572,0,48590,34651,12277,34651,0,0,0,0,3826188,0,3798255,2098,0,0,2080,0,0,0,0,0,2098,4185242,204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,203156955201212,2031569552012,NCCS_Form990PF_2012_Extract,18,0,10018.0,VIVIAN G PRINS FOUNDATION,ANCHIN BLOCK & ANCHIN LLP,1375 BROADWAY,NEW YORK,NY,10018-7001,0.0,3.0,1.0,200601.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.9309299999999999,B,A12,A,36061.0,5602.0,5600.0,-73.987580422,40.752422632,813219.0,
17422,20782,203245678,91,201212,A20,1.0,2012,N,,,3,217500,0,0,0,0,32609,101400,750,250109,260237,-10128,750,0,0,922,0,0,0,0,0,922,0,295,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,259487,0,0,0,0,922,0,0,922,0,922,0,0,0,0,0,0,0,0,0,0,5986,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,203245678201212,2032456782012,NCCS_Form990PF_2012_Extract,0,0,10001.0,INGE MORATH FOUNDATION,JL ROSENHOUSE CPA PC,40 W 27TH ST FL 6,NEW YORK,NY,10001-6908,0.0,3.0,1.0,200606.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.43817,B,A20,A,36061.0,5602.0,5600.0,-73.989908396,40.74515539,710000.0,
17428,20789,203249437,91,201206,A540,1.0,2011,N,,,3,107152,135,0,0,98190,5603,0,0,211080,533802,-322722,525932,0,0,7417300,0,0,0,0,1705000,7405709,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,135,0,533802,135,525932,135,0,1334,0,0,7405709,1705000,5712300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,203249437201206,2032494372012,NCCS_Form990PF_2012_Extract,0,0,10018.0,SEPHARDIC HERITAGE MUSEUM INC,THOR EQUITIES LLC,25 WEST 39TH STREET 11THFLR,NEW YORK,NY,10018-3805,0.0,3.0,1.0,200801.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,,GS,,,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.71888,A,A50,A,36061.0,5602.0,5600.0,-73.9903489,40.7549051,712110.0,jonDR2
17728,21109,203562379,91,201209,M20,1.0,2011,N,,,3,1759,0,0,0,0,0,0,0,1759,1769,-10,1769,0,0,757,0,0,0,0,1,757,0,38,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1769,0,1769,0,0,757,0,0,757,0,757,0,0,0,0,0,0,0,0,0,0,762,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,203562379201209,2035623792012,NCCS_Form990PF_2012_Extract,0,0,10019.0,WARNER MUSIC GROUP CHARITABLE FOUNDATION,SECRETARY,75 ROCKEFELLER PLAZA NO FLR 12,NEW YORK,NY,10019-6908,0.0,3.0,1.0,200510.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8932100000000001,A,A68,A,36061.0,5602.0,5600.0,-73.9853,40.7652,711130.0,
19017,22479,204711374,91,201212,A25,1.0,2012,Y,,,3,4605000,242,0,0,0,5242,0,0,4610484,130703,4479781,121310,264,4197,7421576,0,0,0,0,1,7421576,0,6807,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,477,5007,130703,213,121310,213,810,68435,0,0,7421576,0,7421576,3,0,0,0,0,10,0,0,7,3,138218,0,4197,11642,16293,0,32132,121310,110420,172251,108994,512975,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,20000,0,0,0,10000,10000,0,0,0,0,0,2012,204711374201212,2047113742012,NCCS_Form990PF_2012_Extract,-7,7,10017.0,ARSHILE GORKY FOUNDATION,L H FRISHKOFF & COMPANY LLP,C/O LH FRISHKOFF 529 5TH AVE NO 901,NEW YORK,NY,10017-0000,0.0,3.0,2.0,200607.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9526,B,A25,A,36061.0,5602.0,5600.0,-73.9801144,40.7549208,611610.0,
19351,22836,205117734,91,201212,A33,1.0,2012,Y,,,3,927500,133,0,0,0,163,0,0,927796,779532,148264,764196,0,0,306240,0,0,0,0,8333,306240,0,8003,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,133,296,779532,140,764196,140,13346,282906,0,0,306240,0,297907,0,0,0,56,0,0,0,0,56,0,162487,0,1,0,0,59,59,764196,956126,427320,661486,2809128,1,0,0,0,1,0,0,0,0,0,5335,6123,3271,2827,17556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,205117734201212,2051177342012,NCCS_Form990PF_2012_Extract,-56,56,10019.0,LDB FOUNDATION,LEON D BLACK,9 WEST 57TH ST NO 43RD,NEW YORK,NY,10019-2701,0.0,3.0,2.0,200712.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.55719,B,A33,A,36061.0,5602.0,5600.0,-73.97456514699999,40.763228648,511100.0,
19915,23452,205730335,91,201212,T20,1.0,2012,N,,,3,0,404,0,0,0,0,0,0,404,1868,-1464,1464,0,0,172436,0,0,0,0,1300,171136,7030,8514,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,404,0,1868,404,1464,404,0,0,0,0,171136,0,171136,0,0,0,0,0,0,0,0,0,0,172877,8514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,205730335201212,2057303352012,NCCS_Form990PF_2012_Extract,0,0,10025.0,JOSEPHINE JACKSON ARTS FOUNDATION,CHARLES SPOONER,910 W END AVE APT 9F,NEW YORK,NY,10025-3570,0.0,3.0,1.0,201004.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.10536,B,A12,A,36061.0,5602.0,5600.0,-73.9691611,40.8007705,813219.0,
20440,24012,206148240,91,201212,T20,1.0,2012,N,,,3,0,0,128470,398767,0,0,0,265000,527237,359174,168063,326375,495466,0,4498971,0,0,0,0,0,4819316,0,239297,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,527477,0,94174,32011,61375,32011,0,997,0,4352938,4819316,0,4498971,4955,0,0,1948,0,0,0,0,0,4955,4858822,234342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,206148240201212,2061482402012,NCCS_Form990PF_2012_Extract,3007,0,10004.0,RICHARD H AND VIOLA B THORP CHARITABLE TR FOUNDATION,MORGAN STANLEY TRUST CO NA,1 NEW YORK PLAZA 7TH FL,NEW YORK,NY,10004-0000,0.0,3.0,1.0,200406.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.69577,A,A68,A,36061.0,5602.0,5600.0,-74.0426772,40.785867700000004,711130.0,
20988,24629,207111002,91,201209,A80,1.0,2011,Y,,,3,30000,0,0,0,0,0,0,0,30000,30496,-496,30496,0,0,858030,0,0,0,0,1,141606,0,230,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,30496,0,30496,0,0,0,0,0,141606,0,858030,0,0,0,0,0,0,0,0,0,0,4661,0,1,0,0,0,1,30496,21983,18254,39293,110026,141606,858526,855509,853763,2709404,137313,853737,853737,853737,2698524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,207111002201209,2071110022012,NCCS_Form990PF_2012_Extract,0,0,10017.0,NEW YORK HISTORIC DISTRICTSPRESERVATION TRUST,MORRIS & MCVEIGH,C/O MORRIS MCVEIGH 767 THIRD AVE,NEW YORK,NY,10017-0000,0.0,3.0,1.0,200706.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,9.0,RICHARD J MILLER JR TTEE,,,,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7561,B,A82,A,36061.0,5602.0,5600.0,-73.972053889,40.754549540999996,,
21940,25653,208465001,91,201212,B12,1.0,2012,N,,,3,51834,13,37514,66406,0,49,0,57200,155816,67455,88361,57200,50472,37576,997417,0,976556,0,976556,2440,1041182,0,52130,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,50472,37576,10255,0,0,0,0,623,0,0,1041182,0,994977,1009,0,0,0,0,0,0,9,0,1009,1058486,51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,208465001201212,2084650012012,NCCS_Form990PF_2012_Extract,1018,0,11204.0,HERITAGE FOUNDATION,BENJAMIN LEDERER,1756 54TH ST,BROOKLYN,NY,11204-1548,0.0,3.0,1.0,200705.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.14562999999999998,B,A82,A,36047.0,5602.0,5600.0,-73.985256143,40.626192700000004,,
21967,25682,208500125,91,201212,F60,1.0,2012,Y,,,3,10000,0,0,0,0,0,0,0,10000,10903,-903,10585,0,0,2866,0,0,0,0,6071,2866,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,10903,0,10585,0,0,0,0,0,2866,0,-3205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10585,13894,12493,14754,51726,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000,14000,10000,14000,48000,10000,14000,10000,14000,48000,0,0,0,0,0,2012,208500125201212,2085001252012,NCCS_Form990PF_2012_Extract,0,0,10021.0,BRIDGEXINGS POETRY CENTERINCORPORATED,,SUITE 37 DE 524 EAST 72ND STREET,NEW YORK,NY,10021-0000,0.0,3.0,1.0,200711.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.22469,A,A70,A,36061.0,5602.0,5600.0,-73.953416,40.766818,710000.0,
22522,26316,222436291,91,201210,,1.0,2011,N,,,3,51761,0,0,0,0,0,0,0,51761,48788,2973,48788,0,0,0,0,0,0,0,0,6181,0,320,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,48788,48788,48788,48788,48798,0,0,0,6181,0,0,0,0,0,0,0,0,0,0,0,0,6497,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,222436291201210,2224362912012,NCCS_Form990PF_2012_Extract,0,0,10024.0,AMERICAN FRIENDS OF ITALIAN JEWRY INC,H D MOTT ESQ,15 W 81 ST STE 12-D,NEW YORK,NY,10024-6022,0.0,3.0,1.0,198305.0,1.0,4.0,29.0,994.0,0.0,1.0,1.0,10.0,,,,,,A112,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.68429,A,A1123,A,36061.0,5602.0,5600.0,-73.97214186,40.782223999,813219.0,
22610,26415,222530466,91,201212,,1.0,2012,N,,,3,193232,0,0,0,0,0,62088,5060,193232,202314,-9082,60197,0,0,74456,0,0,0,0,592590,74456,0,2830,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,197254,0,55137,0,31305,70976,0,0,74456,0,-518134,0,0,0,0,0,0,0,0,0,0,57470,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,222530466201212,2225304662012,NCCS_Form990PF_2012_Extract,0,0,10012.0,ISE CULTURAL FOUNDATION INC,,555 BROADWAY,NEW YORK,NY,10012-3919,0.0,3.0,2.0,198408.0,1.0,4.0,93.0,90.0,0.0,1.0,1.0,12.0,,,,,,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.4629,B,A1220,A,36061.0,5602.0,5600.0,-73.998009916,40.724351447,813219.0,
23029,26878,222809914,91,201212,A68Z,1.0,2012,N,,,3,0,0,6,-3083,0,0,0,0,-3077,1227,-4304,0,6,0,7054,0,2308,0,2308,1,7888,0,389,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6,0,1227,0,0,0,0,0,0,0,7888,0,7054,0,0,0,0,0,0,0,0,0,0,7888,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,222809914201212,2228099142012,NCCS_Form990PF_2012_Extract,0,0,10023.0,MUSIC THEATER AND MORE INC,GANER,C/O GANER 1995 BROADWAY 16TH FLOOR,NEW YORK,NY,10023-0000,0.0,3.0,1.0,198708.0,1.0,4.0,90.0,0.0,0.0,1.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.12251,A,A68,A,36061.0,5602.0,5600.0,-73.9841,40.7761,711130.0,
23705,27632,223458181,91,201212,T90Z,1.0,2012,N,,,3,197,0,0,0,0,0,0,0,197,197,0,0,0,0,1,0,0,0,0,2940,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,197,0,0,0,0,0,0,0,1,0,-2940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,223458181201212,2234581812012,NCCS_Form990PF_2012_Extract,0,0,10107.0,VLADIMIR NABOKOV LITERARY FOUNDATION INC,THE WYLIE AGAENCY INC,250 W 57TH ST,NEW YORK,NY,10107-0001,0.0,3.0,1.0,199806.0,1.0,4.0,92.0,0.0,0.0,1.0,1.0,12.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6614399999999999,A,A70,A,36061.0,5602.0,5600.0,-73.98215,40.766397,710000.0,
27170,32326,237013433,91,201210,,1.0,2011,N,,,3,156209,102293,26270,0,0,0,0,224230,296172,263722,32450,224230,109761,0,10198424,0,118874,0,118874,1,11098098,0,264453,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11400,0,139963,0,39492,30202,0,30202,0,2431422,0,0,11098098,0,10198424,2195,0,0,2243,0,0,0,0,48,2195,5369609,262258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,237013433201210,2370134332012,NCCS_Form990PF_2012_Extract,-48,48,10023.0,MARC GALLER RESEARCH FOUNDATION INC,L GALLER,C/O L GALLER 115 CENTRAL PARK WEST,NEW YORK,NY,10023-0000,0.0,3.0,1.0,196904.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,10.0,,,,,,A054,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.10114,B,A0540,A,36061.0,5602.0,5600.0,-73.976362,40.77588,541720.0,
27373,32537,237044630,91,201305,,1.0,2012,N,,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,848,0,0,0,0,0,848,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,848,0,0,848,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,237044630201305,2370446302013,NCCS_Form990PF_2012_Extract,0,0,10025.0,RIVERSIDE THEATER WORKSHOP INC,,280 RIVERSIDE DR APT 10E,NEW YORK,NY,10025-9027,0.0,3.0,1.0,196912.0,1.0,4.0,119.0,59.0,0.0,1.0,1.0,5.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.40053,B,A65,A,36061.0,5602.0,5600.0,-73.973229,40.7985787,711110.0,
27447,32617,237055841,91,201212,,1.0,2012,N,,,3,0,0,32409,80698,0,0,0,44250,113107,102850,10257,44250,107823,0,1330902,0,930391,191833,1122224,0,1347760,0,65294,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,113107,0,58600,5284,0,5284,0,39904,0,82851,1347760,0,1330902,2156,0,0,0,0,0,0,48,0,2156,1325773,63138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,237055841201212,2370558412012,NCCS_Form990PF_2012_Extract,2204,0,10168.0,THE AMERICAN INDONESIAN CULTURAL AND EDUCATIONAL FOUNDATION INC,CARL MORELLI,380 LEXINGTON AVE STE 4400,NEW YORK,NY,10168-4499,0.0,3.0,1.0,197002.0,1.0,4.0,119.0,602.0,40.0,1.0,1.0,12.0,,,,,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.79992,A,A23,A,36061.0,5602.0,5600.0,-73.976561467,40.7512469,710000.0,
27825,33031,237170979,91,201212,,1.0,2012,N,,,3,0,0,0,0,0,2000,0,0,2000,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,237170979201212,2371709792012,NCCS_Form990PF_2012_Extract,0,0,10024.0,CREATIVE OPERA COMPANY LTD,FRANCES EBERMAN,101 W 85TH ST STE 34,NEW YORK,NY,10024-4452,0.0,3.0,1.0,198008.0,1.0,4.0,90.0,0.0,0.0,1.0,1.0,12.0,,,,,,A6A,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7775,A,A6A,A,36061.0,5602.0,5600.0,-73.9728543,40.78581503,711130.0,
27852,33062,237179844,91,201301,,1.0,2012,N,,,3,1802,0,7,0,0,0,0,4740,1809,4942,-3133,0,7,7,79338,0,0,0,0,0,79338,0,3985,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,7,7,202,0,0,0,0,0,0,0,79338,0,79338,0,0,0,0,0,0,0,0,0,0,80904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,237179844201301,2371798442013,NCCS_Form990PF_2012_Extract,0,0,11234.0,RANDI PRESS FOUNDATION,,2284 FLATBUSH AVE,BROOKLYN,NY,11234-4518,0.0,3.0,1.0,197302.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,1.0,,,,,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.32606999999999997,A,A33,A,36047.0,5602.0,5600.0,-73.9277699,40.61422863,511100.0,
