,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,TOTREV,PROGREV,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,FUNDINC,PROGREV2
14959,133403442,6350,0,0,0,0,0,2400,5100,59790,57390,66140,51109,74380,0,0,206525,81380,144776,7000,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,1.0,1.0,NEW YORK CENTER FOR ART AND AWAREN ESS INC,,225 E 5TH ST APT 4D,NEW YORK,NY,10003-8536,0.0,3.0,3.0,2000.0,198705.0,1.0,16.0,1.0,13.0,199112.0,10.0,12,,123.0,995.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.806154,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A20,199012,63740,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,52290
14967,133405015,584553,0,0,0,18843,0,0,0,365687,365687,950240,846885,357720,0,0,276865,380220,22500,22500,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,3.0,3.0,FESTIVAL OF INDONESIA FOUNDATION INC,,136 E 57TH ST,NEW YORK,NY,10022-2707,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,4.0,1,36061.0,,A84Z,A84,,PC,O,AR,A,IN,,1990,A,A84Z,0.0580549,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A84,199012,950240,0,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A84,A,,346844
14975,133407817,102218,0,0,0,438,0,0,0,44755,44755,146973,127268,-20823,12000,0,11685,1320,11547,22143,0,0,0,0,0,0,0,0,0,0,0,,A65Z,A31Z,1.0,2.0,2.0,NEW YORK STAGE AND FILM COMPANY INC,,515 MADISON AVE 28TH FL,NEW YORK,NY,10022-5403,0.0,3.0,3.0,1000.0,198707.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.525525,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A25,199012,146973,0,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A25,A,,44317
14977,133408843,74619,0,0,0,1336,0,0,0,1336,1336,75955,64635,26303,0,0,17792,27051,2809,748,0,0,0,0,0,0,0,0,0,0,0,,A24Z,A62Z,1.0,1.0,1.0,COUNTRY DANCE AND SONG SOCIETY INC,% MICHAEL J OCONNOR,120 W 81ST ST,NEW YORK,NY,10024-5940,9228.0,3.0,9.0,1000.0,199305.0,1.0,16.0,5.0,13.0,0.0,10.0,5,COUNTRY DANCE NEW YORK INC,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A24Z,A20,,PC,O,AR,A,IN,,1990,A,A24Z,0.54033,10024.0,10024.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A62,199105,75955,0,NY,10024.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,0
14981,133409682,4000,0,0,0,0,0,0,0,46517,46517,50517,16144,1824,0,0,11249,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,1.0,1.0,MANHATTAN MAGAZINE FOUNDATION CORP,,330 W 56TH ST STE 36,NEW YORK,NY,10019-4248,0.0,3.0,3.0,1000.0,198709.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,602.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,T23Z,T23,,PC,S,ZC,T,IN,,1990,T,T23Z,0.33150999999999997,10019.0,10019.0,5602.0,5600.0,T,1,PU,OT,36061.0,,PU,1990,T23,199012,50517,0,NY,10019.0,NEW YORK,,,PC,S,ZC,T,IN,,A33,A,,46517
14989,133410938,22017,0,0,0,0,0,0,0,216941,216941,238958,27524,-68458,0,0,0,0,0,68458,-68458,0,0,0,0,0,0,0,0,0,0,,A24Z,,0.0,2.0,1.0,INTERNATIONAL FESTIVALS & EVENTS INC,,,NEW YORK,NY,10107-0225,,,,,,,,,,,,12,,,,,BMF89,1989.0,0.0,0,0,0.0,0,36061.0,,A24Z,A20,,U,O,AR,A,IN,,1989,A,A24Z,0.944256,10107.0,10107.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A20,198912,238958,0,NY,10107.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,216941
14994,133412509,312264,0,0,0,0,21325,0,0,0,0,312264,312264,12624,0,0,501257,397184,488633,384560,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,2.0,2.0,2.0,THE NEW YORK DANCE CENTER INC,,890 BROADWAY,NEW YORK,NY,10003-1211,0.0,3.0,3.0,1000.0,198707.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.755638,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199012,312264,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,0
15002,133414346,85620,0,0,0,4049,0,0,0,73359,73359,158979,165413,66584,0,0,90205,73091,17187,6507,0,0,0,0,0,0,0,0,0,0,0,,A23Z,,1.0,2.0,2.0,SWISS INSTITUTE,,495 BROADWAY 3RD FLR,NEW YORK,NY,10012-4457,0.0,3.0,3.0,1000.0,198903.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1990,A,A23Z,0.8193020000000001,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A23,199106,158979,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A,,69310
15014,133418844,5000,0,0,0,0,0,0,0,116186,116186,121186,163715,70877,32000,0,132681,70877,19275,0,70877,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,2.0,2.0,CENTER FOR ELECTRONIC MUSIC INC,,67 WALL ST STE 2411,NEW YORK,NY,10005-3101,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,4.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.09552469999999999,10005.0,10005.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A99,199012,121186,116186,NY,10005.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A,,116186
15043,133428433,23975,0,0,0,30,139,0,0,5373,5373,29348,27000,82,0,0,8346,7640,8589,7558,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,BRONX CREATIVE ARTS FOR YOUTH INC,,2385 ARTHUR AVE RM 101,BRONX,NY,10458-0000,0.0,3.0,3.0,1200.0,198801.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36005.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.8499450000000001,10458.0,10458.0,5602.0,5600.0,A,1,AR,AR,36005.0,,AR,1990,A99,199006,29348,0,NY,10458.0,BRONX,,,PC,O,AR,A,IN,,A99,A,,5343
15048,133429208,13034,0,0,0,6668,0,0,0,644124,644124,657158,343658,14868,55000,0,47845,79982,41233,65114,14868,0,0,0,0,0,0,0,0,0,0,,A32I,,1.0,3.0,2.0,THE FRIENDS OF THIRTEEN INC,% DEBEVOISE & PLIMPTON,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,3.0,1000.0,198807.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A32I,A11,3.0,PC,S,ZA,A,IN,,1989,A,A32I,0.27925300000000003,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199006,657158,0,NY,10019.0,NEW YORK,,,PC,S,ZA,A,IN,,A1130,A,,637456
15056,133433707,0,0,0,0,0,0,0,0,945543,945543,945543,901094,88092,11000,0,26177,105558,0,17466,70626,0,0,0,0,0,0,0,0,0,0,,A20Z,,2.0,3.0,3.0,COMMITTED ARTISTS INC,,60 E 42ND ST STE 1136,NEW YORK,NY,10164-0121,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,0,0.0,0,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.977809,10164.0,10164.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A20,199012,945543,945543,NY,10164.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,945543
15058,133434093,2050,4670,0,0,553,0,0,0,21943,21943,28663,25447,12892,0,0,18887,13856,9211,964,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,DRAMA DESK,% DAVID C ROSENZWEIG,1 LINCOLN PLZ,NEW YORK,NY,10023-7129,,3.0,3.0,2000.0,198804.0,,16.0,,,,,12,,42.0,0.0,0.0,B9508,1995.0,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.912277,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A65,198912,28663,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,21390
15061,133434779,38000,0,0,0,1808,0,0,0,1808,1808,39808,110879,4474,0,0,75545,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,,A84Z,,1.0,1.0,2.0,MEMORIAL TO VICTIMS OF THE INJUSTICE OF THE HOLOCAUST,,919 THIRD AVE,NEW YORK,NY,10022-3901,0.0,3.0,3.0,1000.0,198801.0,1.0,15.0,1.0,13.0,0.0,20.0,12,UST,63.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A84Z,A84,,PC,O,AR,A,IN,,1990,A,A84Z,0.303078,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A84,199012,39808,0,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A,,0
15066,133435828,51308,0,0,0,868,0,0,0,1583,1583,52891,63111,10394,0,0,20614,10394,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,1.0,1.0,1.0,MYERHOFF CENTER INC,,683 41ST ST 32,BROOKLYN,NY,11232-3129,0.0,3.0,3.0,1000.0,198812.0,1.0,15.0,1.0,11.0,0.0,20.0,12,,92.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A33Z,A33,,PC,O,AR,A,IN,,1990,A,A33Z,0.43198100000000006,11232.0,11232.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A33,199012,52891,0,NY,11232.0,BROOKLYN,,,PC,O,AR,A,IN,,A33,A,,715
15069,133436351,236350,0,0,0,2005,0,0,0,3055,3055,239405,270634,-5168,0,0,29057,43691,2996,48859,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,2.0,2.0,COUNCIL FOR PUERTO RICO U S AFFAIRS INC,,PO BOX 3289,OLD SAN JUAN,PR,10021-0000,0.0,3.0,3.0,1000.0,198811.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,123.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,Q99Z,Q99,,PC,O,IN,Q,OUT,T,1989,Q,Q99Z,0.393304,10021.0,10021.0,5602.0,5600.0,Q,1,IN,OT,,F,IN,1990,Q99,199006,239405,0,PR,10021.0,OLD SAN JUAN,,,PC,O,IN,Q,IN,,A23,A,,1050
15070,133437186,24692,3490,0,0,0,0,0,0,0,0,28182,15167,13015,0,0,0,14958,0,1943,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,THEATRICAL RESOURCES INC,,356 W 45TH ST 1X,NEW YORK,NY,10036-8330,0.0,3.0,3.0,,,,16.0,,,,,6,,,,,C92,1992.0,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.9409270000000001,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A65,198906,28182,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,0
15072,133438221,277342,0,0,0,6460,72775,27360,110841,154149,126789,431491,463029,116558,0,0,280502,541460,105046,424902,0,0,0,0,0,0,0,0,0,0,0,,A23Z,,3.0,2.0,2.0,TIBET HOUSE INC,% FRANKFURT GARBUS ETAL,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,3.0,1000.0,198803.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,93.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1990,A,A23Z,0.800826,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A23,199012,404131,899,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A,,9488
15080,133440226,37224,0,0,0,349,5198,0,0,16530,16530,53754,50212,13492,0,0,9950,13492,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,DYNAMIC FORMS INC,,179 E 3RD ST APT 24,NEW YORK,NY,10009-7754,0.0,3.0,3.0,1200.0,198803.0,1.0,15.0,1.0,13.0,0.0,20.0,8,,90.0,119.0,88.0,B9710,,1.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.52969,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199008,53754,0,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,16181
15081,133440792,107085,0,0,0,6116,2114,0,0,6116,6116,113201,2114,147435,0,0,36348,147435,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6BI,,2.0,2.0,1.0,HARLEM YOUTH DEVELOPMENT FOUNDATION INC,% DEBEVOISE & PLIMPTON,1020 PARK AVE,NEW YORK,NY,10028-0913,0.0,3.0,3.0,1000.0,198803.0,1.0,15.0,1.0,13.0,199206.0,10.0,6,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6BI,A11,6.0,PC,S,ZA,A,IN,,1989,A,A6BI,0.297451,10028.0,10028.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199006,113201,0,NY,10028.0,NEW YORK,,,PC,S,ZA,A,IN,,A11,A,,0
15082,133440842,0,0,0,0,40,0,0,0,175670,175670,175670,181579,-12803,22600,0,61768,1357,68662,14160,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,2.0,ISO INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1200.0,198812.0,1.0,16.0,1.0,13.0,199112.0,10.0,6,,995.0,90.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.8981879999999999,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A62,199106,175670,175630,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,175630
15085,133441160,34846,103868,0,0,4650,13124,0,0,40932,40932,179646,155775,78044,0,0,89858,116192,30685,38148,0,0,0,0,0,0,0,0,0,0,0,,A67Z,,2.0,2.0,2.0,NATIONAL ALLIANCE FOR MUSICAL THEATRE INC,,330 W 45TH ST LOBBY B,NEW YORK,NY,10036-3853,0.0,3.0,3.0,2000.0,198801.0,1.0,16.0,1.0,13.0,0.0,10.0,4,,119.0,205.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A67Z,A65,,PC,O,AR,A,IN,,1990,A,A67Z,0.696038,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A19,199104,179646,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A0365,A,,36282
15086,133441165,0,39163,0,0,8946,0,0,0,17077,17077,56240,27859,128803,0,0,103806,128871,68,68,0,0,0,0,0,0,0,0,0,0,0,,A46C,,2.0,1.0,1.0,NATIONAL CARTOONISTS SOCIETY INCORPORATED,,10 COLUMBUS CIR 1620,NEW YORK,NY,10019-1301,0.0,6.0,3.0,2000.0,199602.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,205.0,200.0,602.0,B0897,,1.0,1,0,0.0,0,36061.0,,A46C,A03,4.0,O,O,AR,A,IN,,1990,A,A46C,0.585117,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A03,199012,56240,0,NY,10019.0,NEW YORK,,,O,O,AR,A,IN,,A03,A,,8131
15087,133441286,29601,0,0,0,0,0,0,0,0,0,29601,30307,3915,0,0,9046,3915,4425,0,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,TEATRO TIEMPO INC,,220 E 4TH ST,NEW YORK,NY,10009-7473,0.0,3.0,3.0,2000.0,199309.0,1.0,15.0,1.0,13.0,0.0,10.0,10,MARGARET OBIEN,328.0,0.0,0.0,B9702,1997.0,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.837471,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199010,29601,0,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A,,0
15095,133442712,600189,0,0,0,0,0,0,0,0,0,600189,346803,521471,0,0,268085,521870,0,399,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,3.0,3.0,2.0,OUTSIDE IN JULY INC,% J L ROSENHOUSE CPA INC,250 W 57TH ST 2203,NEW YORK,NY,10019-3700,0.0,3.0,3.0,1000.0,198810.0,1.0,4.0,1.0,13.0,0.0,1.0,12,GARRISON,122.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PF,O,AR,A,IN,,1990,A,A31Z,0.373287,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199012,600189,0,NY,10019.0,NEW YORK,,,PF,O,AR,A,IN,,A31,A,,0
15097,133442951,0,0,0,0,0,0,0,0,130151,130151,130151,130488,4529,0,0,4866,4529,0,0,4529,0,0,0,0,0,0,0,0,0,0,,A6AZ,,1.0,2.0,2.0,OPERA AT THE ACADEMY INC,,419 LAFAYETTE ST,NEW YORK,NY,10003-7033,0.0,3.0,3.0,,,,16.0,,,,,12,,,,,C92,1992.0,1.0,1,1,4.0,1,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1989,A,A6AZ,0.328425,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A6A,198912,130151,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A6A,A,,130151
15101,133443992,25480,0,0,0,0,0,0,0,0,0,25480,55679,4360,0,0,34559,4360,0,0,0,0,0,0,0,0,0,0,0,0,0,,A32Z,,1.0,1.0,1.0,TIMELY PRODUCTIONS FOR TELEVISION INC,,49 W 12TH ST 8E,NEW YORK,NY,10011-8532,0.0,3.0,3.0,1000.0,198804.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,122.0,121.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A32Z,A32,,PC,O,AR,A,IN,,1990,A,A32Z,0.773479,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A32,199012,25480,0,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A32,A,,0
15109,133447752,1015000,0,0,0,8206,0,0,0,8206,8206,1023206,991154,12431,70943,0,103383,252256,123004,239825,12431,0,0,0,0,0,0,0,0,0,0,,A31Z,,2.0,4.0,3.0,THE AMERICAN DOCUMENTARY INC,,220 W 19TH ST 11TH FLR,NEW YORK,NY,10011-4035,0.0,3.0,3.0,1000.0,198805.0,1.0,15.0,1.0,1.0,0.0,10.0,12,,121.0,0.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.770796,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199012,1023206,0,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,0
15111,133447888,387275,143533,0,0,53381,103785,0,0,745895,745895,1276703,940284,977642,53000,1076,836186,1102689,92718,125047,0,0,0,0,0,22000,22000,0,0,0,0,,A76J,R63Z,4.0,4.0,3.0,PEN AMERICAN CENTER INC,,568 BROADWAY,NEW YORK,NY,10012-3225,0.0,3.0,3.0,1000.0,199211.0,1.0,15.0,1.0,13.0,0.0,10.0,4,,92.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A76J,A12,7.0,PC,S,ZB,A,IN,,1989,A,A76J,0.291794,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A70,199004,1276703,0,NY,10012.0,NEW YORK,,,PC,S,ZB,A,IN,,A70,A,,692514
15112,133448031,35500,0,0,0,0,0,0,0,39200,39200,74700,54848,34829,0,0,14977,37329,0,2500,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,1.0,1.0,SHATTERHAND INC,% JESURUN,277 W 11TH ST 3B,NEW YORK,NY,10014-2431,,3.0,3.0,1000.0,198804.0,,4.0,,,,,12,,90.0,0.0,0.0,B9508,1995.0,1.0,1,1,4.0,1,36061.0,,A60Z,A60,,PF,O,AR,A,IN,,1989,A,A60Z,0.6964600000000001,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A60,198912,74700,0,NY,10014.0,NEW YORK,,,PF,O,AR,A,IN,,A60,A,,39200
15118,133449416,32208,0,0,0,0,0,0,0,65048,65048,97256,103611,-15751,0,0,304,4939,9700,20690,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,2.0,HOME FOR CONTEMPORARY THEATRE AND ART LTD,,145 AVE OF AMERICAS FRONT,NEW YORK,NY,10013-0000,0.0,3.0,3.0,1000.0,199004.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,88.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.617035,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A20,198908,97256,0,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,65048
15119,133449606,76050,0,0,0,1835,6399,0,0,1835,1835,77885,112188,-34303,8250,0,0,247365,0,281668,0,0,0,0,0,0,0,0,0,0,0,,A6CZ,,2.0,1.0,2.0,CLASSICAL BAND FOUNDATION LTD,,250 W 57TH ST STE 2401,NEW YORK,NY,10102-0158,0.0,3.0,3.0,,,,15.0,,,,,6,,,,,C92,1992.0,0.0,0,1,6.0,0,36061.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1988,A,A6CZ,0.871641,10102.0,10102.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A6C,198906,77885,0,NY,10102.0,NEW YORK,,,PC,O,AR,A,IN,,A6C,A,,0
15131,133453405,43500,0,241643,401557,456964,0,0,0,698607,297050,742107,43152,7202141,9000,0,6904744,7202141,0,0,687961,0,0,0,0,0,0,0,0,0,0,,Z99Z,,5.0,3.0,1.0,THE AMERICAN FUND FOR THE TATE GALLERY,% SULLIVAN & CROMWELL,125 BROAD ST,NEW YORK,NY,10004-2400,0.0,3.0,3.0,1000.0,198802.0,1.0,17.0,2.0,13.0,0.0,10.0,3,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A26Z,A26,,PC,O,AR,A,IN,,1990,A,A26Z,0.23928400000000002,10004.0,10004.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A11,199103,340550,0,NY,10004.0,NEW YORK,,,PC,O,AR,A,IN,,A1150,A,,-159914
15134,133454164,0,27915,0,0,0,0,0,0,0,0,27915,21998,23877,0,0,17960,23877,0,0,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,1.0,1.0,1.0,ELECTRONIC MEDIA MARKETING ASSOCIATION,,,NEW YORK,NY,10185-3708,,,,,,,,,,,,12,,,,,BMF89,1989.0,1.0,1,1,6.0,1,36061.0,,A30Z,A30,,U,O,AR,A,IN,,1989,A,A30Z,0.5254270000000001,10185.0,10185.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A30,198912,27915,0,NY,10185.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A,,0
15136,133455677,428255,0,0,0,40393,0,0,0,40393,40393,468648,419141,572657,0,0,525075,574682,1925,2025,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,3.0,2.0,2.0,INDEPENDENT PRODUCTION FUND INC,ALVIN H PERLMUTTER,45 W 45TH ST,NEW YORK,NY,10036-4602,0.0,3.0,3.0,1000.0,198805.0,1.0,15.0,1.0,11.0,0.0,10.0,1,,122.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.754371,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A31,199101,468648,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,0
15140,133456487,144581,0,0,0,0,308,0,0,343,343,144924,148758,3436,0,0,8201,9076,0,5640,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,2.0,2.0,MURIEL RUKEYSER CENTER FOR MEDIA AND THE ARTS INC,,853 BWAY STE 1101,NEW YORK,NY,10003-0000,,3.0,3.0,1000.0,198909.0,,15.0,,,,,12,,124.0,0.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1989,A,A20Z,0.6907989999999999,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A20,198912,144924,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,343
