,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,Randnum,MSA_NECH,NTEESRC,nteeConf,nteedraft,Ntee2005b,Confidence2005b,ntee42005b,LAT,LON,FipsOldA,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
61166,237092567,200306,2002,0,54260,-14264,0,21941,0,192,-192,88516,88324,142776,198689,1571101,0,0,1498288,1573017,15086,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,78964,0,1875,,142584,3,9,0,0,21941,0,0,0,-14264,0,0,0,0,0,142584,-56105,144004,0,0,0,0,0,0,0,1483202,184755,203672,279383,214218,0,0,926170,646787,0,0,0,59,1.0,29490010061274,2003,N,10022-1909,10022.0,237092567200306,2370925672003,6,59.0,0.0,0.0,122 E 58TH ST,3.0,0.0,NEW YORK,2.0,NY GENEOLOGIC&BIOGRAPHIC SOCIETY,1.0,13.0,16.0,10.0,0.0,UNIVERSITY GLEE CLUB OF NEW YORK CITY,1.0,197101.0,,NY,RTF03PC,4.0,2.0,2.0,2.0,A,A6B,IN,,AR,A,B99Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.9554819999999999,5602.0,1,B,B99,A6B,,,-73.97341999999999,40.7644,36061.0,NY,10022.0,NEW YORK,B80,43.0,0.0,4,2006.0,0.0,4,2006.0,1446101.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,125000.0,3a,2003.0,25000.0,3a,2003.0,0.0,3a,2003.0,0.0,4,2006.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,10500.0,3a,2003.0,1286314.0,3a,2003.0,0.0,3a,2003.0,B8043,B
61173,237092617,200307,2002,100489,0,0,0,2239,5173,0,0,3234,3234,103723,102982,183320,35062,0,207596,185920,27995,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,,103723,3,7,0,2239,0,0,0,0,0,0,0,0,0,0,103723,741,2978,1690,2909,0,0,0,0,0,179601,333438,0,0,31863,0,0,370051,370051,0,0,0,119,1.0,29490087021184,2003,N,10010-2007,10010.0,237092617200307,2370926172003,7,119.0,59.0,0.0,1123 BROADWAY STE 304,3.0,0.0,NEW YORK,3.0,AMERICAN SYMPHONY ORCHESTRA,1.0,13.0,15.0,10.0,0.0,AMATEUR CHAMBER MUSIC PLAYERS INC,1.0,197101.0,,NY,RTF03PC,2.0,2.0,2.0,2.0,A,A6C,IN,,AR,A,A6CZ,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.94316,5602.0,1,B,A6C,A6C,,,-73.98913,40.73806,36061.0,NY,10010.0,NEW YORK,A6C,,0.0,3a,2003.0,0.0,3a,2003.0,183320.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,100489.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,17802.0,3a,2003.0,0.0,3a,2003.0,A6C,A
61750,237108499,200212,2002,317932,0,6994,6815,7195,45356,0,0,562372,555557,880304,1232105,243935,0,0,959132,708575,355103,464640,0,0,0,0,0,0,0,0,0,0,0,0,0,542328,5855,0,M,873489,3,9,0,0,7195,0,0,0,179,0,0,0,5855,0,873489,-358616,-1478,314630,28604,0,0,107670,143948,0,604029,2261119,0,1759960,31216,2338,0,4054633,2294673,0,0,0,59,,29490333024093,2002,N,10016-4309,10016.0,237108499200212,2371084992002,12,59.0,120.0,0.0,365 FIFTH AVE STE 5406,3.0,0.0,NEW YORK,3.0,PAUL POMBO CPA PC,1.0,13.0,16.0,10.0,0.0,FEMINIST PRESS INC,1.0,197212.0,,NY,CORE02PC,,,,,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,R23Z,AR,AR,,5600.0,36061.0,0.0733427,5602.0,1,A,A33,A33,,,0.0,0.0,36061.0,NY,10016.0,NEW YORK,A33,,5001.0,3a,2002.0,0.0,3a,2002.0,481669.0,3a,2002.0,5201.0,3a,2002.0,,,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,312931.0,3a,2002.0,6500.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,89209.0,3a,2002.0,34604.0,3a,2002.0,A33,A
62010,237114954,200302,2002,21740,0,0,0,0,0,0,0,109766,109766,131506,129255,-2073,0,0,11391,25306,15715,27379,0,0,0,0,0,0,0,0,0,0,0,0,0,109766,0,0,,131506,3,7,0,0,0,0,0,0,0,0,0,0,0,0,131506,2251,0,0,0,0,0,0,0,0,-4324,28010,0,407665,0,0,0,435675,28010,0,0,0,995,1.0,29490192229074,2003,N,11694-2787,11694.0,237114954200302,2371149542003,2,995.0,0.0,0.0,102-00 SHORE FRONT PKWY 1,3.0,0.0,ROCKAWAY PARK,2.0,,1.0,11.0,9.0,10.0,0.0,DANCE VECTORS INC,1.0,197105.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A62,IN,,AR,A,A62Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.347756,5602.0,1,C,A62,A62,,,0.0,0.0,36081.0,NY,11694.0,ROCKAWAY PARK,A62,,0.0,3a,2003.0,0.0,3a,2003.0,-2073.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,21740.0,3a,2003.0,504.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,7602.0,3a,2003.0,A62,A
62381,237124213,200404,2003,1495,19630,0,0,583,0,0,40,13084,13084,34209,28987,57522,0,0,52299,57522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12461,0,0,,34209,3,9,0,0,0,0,0,583,0,0,0,0,0,40,34210,5222,4,0,0,0,0,0,0,0,52299,14165,71473,38911,6058,0,0,128601,89690,0,0,0,59,1.0,29409290020194,2004,N,10101-0000,10101.0,237124213200404,2371242132004,4,59.0,119.0,0.0,PARK W FINANCE STATION BO,3.0,0.0,NEW YORK,2.0,DR ARDITH Y BONDI,1.0,13.0,16.0,10.0,0.0,NEW YORK FLUTE CLUB INC,1.0,197109.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A6C,IN,,AR,A,A6CZ,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.559157,5602.0,1,B,A6C,A6C,,,0.0,0.0,36061.0,NY,10101.0,NEW YORK,A6C,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,A6C,A
62570,237129564,200306,2002,9622299,0,123610,111054,73498,393687,0,0,875437,764383,10497736,10815745,4103617,108262,0,5799242,5402738,1275142,1299121,0,0,0,0,0,0,0,0,0,0,0,0,0,673984,0,0,,10386682,3,7,0,73498,0,4345,4345,0,12556,0,0,0,0,0,10386682,-429063,8580,0,0,0,0,0,0,0,4524100,49968000,0,2775389,734533,0,0,53484679,50709290,0,0,0,119,1.0,29490171359074,2003,N,10013-1507,10013.0,237129564200306,2371295642003,6,119.0,0.0,0.0,155 AVENUE OF THE AMERICA,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK FOUNDATION FOR THE ARTS INC,1.0,199407.0,,NY,RTF03PC,5.0,,,,A,A12,IN,,AR,A,A20J,PC,S,ZB,A,2.0,,AR,AR,5602.0,5600.0,36061.0,0.876545,5602.0,1,A,A12,A12,,,0.0,0.0,36061.0,NY,10013.0,NEW YORK,A12,61,3565621.0,1b,2003.0,0.0,1b,2003.0,122201.0,3a,2003.0,161392.0,1b,2003.0,3773216.0,3a,2003.0,452602.0,3a,2003.0,0.0,1b,2003.0,0.0,1b,2003.0,6056678.0,1b,2003.0,109293.0,1b,2003.0,PC,S,ZB,A,IN,,6197.0,1b,2003.0,38073.0,1b,2003.0,691923.0,1b,2003.0,11307.0,1b,2003.0,A1261,A
62668,237133200,200306,2002,7319,0,0,0,0,0,0,0,163415,163415,170734,146584,107135,0,0,127789,139027,44804,31892,0,0,0,0,0,0,0,0,0,0,0,0,0,163415,0,0,,170734,3,7,0,0,0,0,0,0,0,0,0,0,0,0,170734,24150,0,34727,0,0,0,0,0,0,82985,86277,0,850765,0,0,0,937042,86277,0,0,0,119,,29490340062253,2003,N,10001-7336,10001.0,237133200200306,2371332002003,6,119.0,0.0,0.0,252 SEVENTH AVE 7W,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,SOUNDSCAPE PRESENTS INC,1.0,197201.0,,NY,CORE02PC,,,,,A,A20,IN,,AR,A,A99Z,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.196306,5602.0,1,B,A20,A20,,,0.0,0.0,36061.0,NY,10001.0,NEW YORK,A20,,0.0,3a,2003.0,0.0,3a,2003.0,107135.0,3a,2003.0,116523.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,7319.0,3a,2003.0,119883.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,22504.0,3a,2003.0,A20,A
62905,237146941,200309,2002,124830,0,0,0,0,22582,0,0,535662,535662,660492,639936,397751,59998,0,474737,461215,97542,63464,0,0,0,0,0,0,0,0,0,0,0,0,0,534132,0,1530,,660492,3,9,0,0,0,0,0,0,0,0,0,0,0,0,660492,20556,0,0,0,0,0,0,0,0,377195,802521,0,2190995,0,0,0,3018302,827307,0,0,0,995,1.0,29490059051184,2003,N,10011-1108,10011.0,237146941200309,2371469412003,9,995.0,602.0,0.0,542 W 22ND ST FL 3,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,ELECTRONIC ARTS INTERMIX INC,1.0,197201.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A31,IN,,AR,A,A31Z,PC,O,AR,A,,A26Z,AR,AR,5602.0,5600.0,36061.0,0.632959,5602.0,1,A,A31,A31,,,-74.0058517456055,40.747531890869105,36061.0,NY,10011.0,NEW YORK,A31,,89522.0,3a,2003.0,0.0,3a,2003.0,392750.0,3a,2003.0,67202.0,3a,2003.0,5001.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,35308.0,3a,2003.0,92007.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,297710.0,3a,2003.0,A31,A
62978,237150345,200306,2002,578278,0,0,0,44,144844,0,0,348065,348065,926343,1433720,-1774,95981,0,735666,568755,177961,570529,0,0,0,0,0,0,0,0,0,0,0,0,52102,233987,48219,7893,,874241,3,7,0,44,0,5820,5820,0,0,0,0,0,100321,0,874241,-559479,0,371918,62833,0,0,83919,213364,0,557705,3232050,0,927262,18159,0,0,4199470,3272208,0,0,0,88,1.0,29490172193004,2003,N,10019-5012,10019.0,237150345200306,2371503452003,6,88.0,90.0,0.0,549 W 52ND ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,ENSEMBLE STUDIO THEATRE INC,1.0,197204.0,,NY,RTF03PC,3.0,3.0,3.0,4.0,A,A65,IN,,AR,A,A6CZ,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.00807375,5602.0,1,B,A65,A65,,,-73.99249267578121,40.766609191894496,36061.0,NY,10019.0,NEW YORK,A65,,39605.0,3a,2003.0,0.0,3a,2003.0,-307.0,3c,2002.0,400839.0,3a,2003.0,-449031.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,538673.0,3a,2003.0,319429.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,11501.0,3a,2003.0,0.0,3a,2003.0,19002.0,3a,2003.0,A65,A
63104,237154620,200405,2003,7000,32896,0,0,952,0,41262,9354,51568,10306,91464,42989,128041,0,0,121415,128342,587,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50202,3,9,0,0,0,0,0,952,0,0,0,0,0,50616,50202,7213,0,0,0,0,0,0,0,0,120828,22900,117987,144628,15421,0,0,300936,156308,0,0,0,59,1.0,29409290114074,2004,Y,11385-1002,11385.0,237154620200405,2371546202004,5,59.0,0.0,0.0,1819 FLUSHING AVE,3.0,0.0,FLUSHING,2.0,JAY LEWIS,1.0,11.0,16.0,10.0,0.0,AMERICAN CERAMIC CIRCLE INC,1.0,197112.0,,NY,RTF03PC,2.0,1.0,1.0,1.0,A,A40,IN,,AR,A,A47Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.45668500000000006,5602.0,1,B,A40,A40,,,0.0,0.0,36081.0,NY,11385.0,FLUSHING,A40,,,,,,,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,,,,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,7400.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,A40,A
63187,237156720,200306,2002,1444812,91805,594,0,39377,248020,123711,136424,2269136,2145425,3805753,3553247,3526231,0,0,3756374,3665794,201623,139563,0,0,0,0,0,0,0,0,0,0,0,0,162140,1622822,0,14830,,3519902,3,7,0,21774,17603,169238,169238,0,594,0,0,0,162140,260135,3519902,-33345,4825,1588585,133635,0,0,0,0,0,3554751,12476001,97443,610198,257293,0,0,13463417,12853219,0,0,0,59,1.0,29490052310044,2003,N,10029-4401,10029.0,237156720200306,2371567202003,6,59.0,602.0,0.0,1230 5TH AVE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,AMIGOS DEL MUSEO DEL BARRIO,1.0,197208.0,,NY,RTF03PC,4.0,4.0,4.0,4.0,A,A53,IN,,AR,A,A53Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.578237,5602.0,1,A,A53,A53,,,-73.95463000000001,40.78784,36061.0,NY,10029.0,NEW YORK,A53,,0.0,2,2004.0,0.0,2,2004.0,1401212.0,3a,2003.0,693818.0,3a,2003.0,1344212.0,3a,2003.0,780707.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1444812.0,2,2004.0,747515.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,760720.0,3a,2003.0,108303.0,3a,2003.0,A53,A
63246,237158715,200307,2002,36856,0,0,0,0,0,0,0,18119,18119,54975,66244,-6527,0,0,25123,25833,20381,12110,0,0,0,0,0,0,0,0,0,0,0,0,0,18119,0,0,,54975,3,7,0,0,0,0,0,0,0,0,0,0,0,0,54975,-11269,0,0,0,0,0,0,0,0,4742,115370,0,108312,0,0,0,223682,115370,0,0,0,119,1.0,29409003057324,2003,N,10025-1518,10025.0,237158715200307,2371587152003,7,119.0,88.0,0.0,PO BOX 20240,3.0,0.0,NEW YORK,1.0,BARBARA VANN,1.0,13.0,16.0,10.0,0.0,MEDICINE SHOW THEATRE ENSEMBLE INC,1.0,197212.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.0150815,5602.0,1,A,A65,A65,,,0.0,0.0,36061.0,NY,10025.0,NEW YORK,A65,,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,PC,O,AR,A,IN,,0.0,3c,2002.0,8210.0,3c,2002.0,0.0,3c,2002.0,0.0,3c,2002.0,A65,A
63415,237164776,200312,2003,25874,10878,0,0,14283,0,0,1475,15758,15758,52510,86953,690302,26678,0,725101,690633,356,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52510,3,7,0,14283,0,0,0,0,0,0,0,0,0,1475,52510,-34443,0,0,2137,0,0,0,0,0,724745,347264,44580,0,62188,0,0,454032,454032,0,0,0,59,1.0,29490157116224,2003,N,10003-5778,10003.0,237164776200312,2371647762003,12,59.0,0.0,0.0,180 2ND AVE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,JOZEF PILSUDSKI INSTITUTE OF AMERIC A FOR RESEARCH IN THE MODERN HISTO,1.0,195003.0,,NY,RTF03PC,3.0,1.0,1.0,1.0,A,A05,IN,,AR,A,A72E,PC,O,AR,A,7.0,,AR,AR,5602.0,5600.0,36061.0,0.320337,5602.0,1,B,A05,A05,,,0.0,0.0,36061.0,NY,10003.0,NEW YORK,A05,80,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,11501.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,25874.0,3a,2003.0,11800.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,1500.0,3a,2003.0,0.0,3a,2003.0,23801.0,3a,2003.0,A0580,A
63545,237168859,200212,2002,353460,7415,0,0,3,291332,0,0,104934,104934,465809,345591,826423,0,0,1179319,1156290,402079,329867,0,0,0,0,0,0,0,0,0,0,0,0,71035,0,33896,0,,394774,3,9,0,3,0,0,0,0,0,0,0,0,104931,0,394774,49183,0,0,0,0,0,389487,303130,0,777240,1205633,34040,190390,0,0,0,1430063,1239673,0,0,0,927,1.0,29490354032073,2002,N,11363-1429,11363.0,237168859200212,2371688592002,12,927.0,602.0,0.0,39 03 LITTLE NECK PKWY,3.0,0.0,LITTLE NECK,1.0,,1.0,11.0,16.0,10.0,0.0,IRANIAN-ARMENIAN SOCIETY INC,1.0,195606.0,,NY,RTF03PC,4.0,2.0,2.0,2.0,A,A23,IN,,AR,A,A23Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.293608,5602.0,1,A,A23,A23,,,0.0,0.0,36081.0,NY,11363.0,LITTLE NECK,A23,,0.0,3a,2002.0,0.0,3a,2002.0,826423.0,3a,2002.0,1063683.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,7001.0,3a,2002.0,0.0,3a,2002.0,353460.0,3a,2002.0,1097818.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,200.0,3a,2002.0,0.0,3a,2002.0,21602.0,3a,2002.0,A23,A
63576,237169307,200406,2003,48665,0,0,0,268,0,0,0,507,507,49172,48905,27815,0,0,27548,27815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,,49172,3,9,0,0,0,0,0,268,0,0,0,0,0,0,49172,267,0,0,0,0,0,0,0,0,27548,15000,0,238860,1469,0,0,256663,17803,0,0,0,119,1.0,29409325074084,2004,N,10025-4948,10025.0,237169307200406,2371693072004,6,119.0,0.0,0.0,870 W END AVE,3.0,0.0,NEW YORK,2.0,NICHOLAS ROUSSAKIS,1.0,13.0,16.0,10.0,0.0,GROUP FOR CONTEMPORARY MUSIC INC,1.0,197201.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A68,IN,,AR,A,A6DZ,PC,O,AR,A,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.66068,5602.0,1,A,A68,A68,,,-73.9727783203125,40.796791076660206,36061.0,NY,10025.0,NEW YORK,A68,,,,,,,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,,,,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,A68,A
63632,237170675,200307,2002,177175,0,0,0,161,1561,0,0,57315,57315,234490,231377,48193,8000,0,45080,48193,0,0,48193,0,0,0,0,0,0,0,0,0,0,0,0,57154,0,0,,234490,3,7,0,161,0,0,0,0,0,0,0,0,0,0,234490,3113,0,0,0,0,0,0,0,45080,45080,678737,0,187186,1695,0,0,867618,680432,0,0,0,119,1.0,29490003177184,2003,N,10468-1647,10468.0,237170675200307,2371706752003,7,119.0,0.0,0.0,5 MINERVA PL,3.0,0.0,BRONX,2.0,,1.0,13.0,15.0,10.0,0.0,BRONX OPERA COMPANY INC,1.0,197202.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A6A,IN,,AR,A,A6AZ,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36005.0,0.506158,5602.0,1,A,A6A,A6A,,,-73.89100646972659,40.871620178222706,36005.0,NY,10468.0,BRONX,A6A,,85236.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,91939.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A6A,A
63642,237171145,200212,2002,114522,11975,0,0,459,0,0,0,459,459,126956,207119,12094,75000,0,92253,12094,0,0,-12922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,126956,3,9,0,459,0,0,0,0,0,0,0,0,0,0,126956,-80163,4,0,0,0,0,0,0,67241,92253,49750,56185,8500,0,0,0,141169,132669,0,0,0,994,,29490298342223,2002,Y,10014-1402,10014.0,237171145200212,2371711452002,12,994.0,119.0,59.0,67 GANSEVOORT ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,CLASSICAL AMERICA INC,1.0,197207.0,,NY,CORE02PC,,,,,A,A70,IN,,AR,A,,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.258794,5602.0,1,C,A70,A70,,,-74.00599,40.73939,36061.0,NY,10014.0,NEW YORK,A70,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,114522.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,12094.0,3a,2002.0,A70,A
63681,237172184,200312,2003,175,0,35000,22228,21031,0,0,0,56165,33937,56340,29939,423667,0,0,428194,423667,8700,0,423667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34112,3,7,0,0,21031,0,0,0,12772,134,0,134,0,0,34112,4173,0,0,0,0,0,0,0,419494,419494,28459,0,0,42589,0,0,71048,71048,0,0,0,602,1.0,29490227213054,2003,N,10013-2213,10013.0,237172184200312,2371721842003,12,602.0,119.0,0.0,498 BROOME ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,ARTISTS WELFARE FUND INC,1.0,197203.0,,NY,RTF03PC,2.0,1.0,1.0,1.0,A,A90,IN,,AR,A,A91Z,PC,O,AR,A,,A33Z,AR,AR,5602.0,5600.0,36061.0,0.26342,5602.0,1,A,A90,A90,,,-74.0002365112305,40.7232093811035,36061.0,NY,10013.0,NEW YORK,A90,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1900.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,175.0,3a,2003.0,1400.0,3a,2003.0,PC,O,AR,A,IN,,3501.0,3a,2003.0,0.0,3a,2003.0,384161.0,3a,2003.0,8201.0,3a,2003.0,A90,A
63784,237176396,200312,2003,490210,0,0,0,137,47167,0,0,455227,455227,945437,833652,200078,0,10000,116628,200078,28335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455090,0,0,,945437,3,7,0,137,0,0,0,0,0,0,0,0,0,0,945437,111785,0,0,0,0,0,0,0,0,88293,1323163,0,1270355,0,0,0,2593518,1323163,0,0,0,999,1.0,29490269074004,2003,N,11213-0192,11213.0,237176396200312,2371763962003,12,999.0,0.0,0.0,PO BOX 130192,3.0,0.0,BROOKLYN,2.0,CARLOS LEZAMA,1.0,11.0,16.0,10.0,0.0,WEST INDIAN AMERICAN DAY CARNIVAL ASSN,1.0,197211.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A23,IN,,AR,A,N52Z,PC,O,AR,A,,A23Z,AR,AR,5602.0,5600.0,36047.0,0.72487,5602.0,1,B,A23,A23,,,0.0,0.0,36047.0,NY,11213.0,BROOKLYN,A23,,144603.0,3a,2003.0,0.0,3a,2003.0,200078.0,3a,2003.0,9104.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,345507.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,300.0,3a,2003.0,0.0,3a,2003.0,190674.0,3a,2003.0,A23,A
