,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,fincheckv,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,Verifyby,NAICS,epostcard
36723,134252012,7,200712,2007,A65,25650,0,0,0,0,0,0,0,8889,8889,34539,34876,-31639,0,0,131,-206,31433,31433,0,0,0,0,0,0,0,0,0,8889,0,0,,34539,34539,0,0,0,0,0,0,0,-337,0,0,0,0,0,0,0,-31302,0,0,0,0,0,0,0,0,0,0,0,106631,0,183022,0,0,0,289653,106631,3,9,0,0,0,N,0,1,200833,29409201191018,9,1,2007,3,Y,1,N,1,0,2007,10119-3406,10119.0,IN,,134252012200712,1342520122007,12,0.0,0.0,0.0,1 PENN PLZ STE 3406,3.0,0.0,NEW YORK,2.0,VICTOR F LIRIO,1.0,1.0,15.0,10.0,0.0,DIVERSE CITY THEATER COMPANY INC,1.0,200409.0,DIVERSE CITY THEATER,NY,CORE08pc,,,,,,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.68487,B,25650.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,-31639.0,4,2005.0,,,,,,,,,,,,,0.0,4,2005.0,0.0,3,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,173.0,4,2005.0,34703.0,4,2005.0,,711110.0,
36999,134311840,10,201003,2009,O50,106502,0,0,0,0,0,0,0,0,0,138915,133767,63781,0,0,59131,63781,0,0,63781,0,0,0,0,0,0,0,0,32413,0,0,,138915,138915,0,0,0,0,0,0,0,5148,0,0,0,0,0,0,0,59131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201047,93493319079440,93,1,2010,4,Y,1,N,1,0,2009,10016-6305,10016.0,IN,,134311840201003,1343118402010,3,0.0,0.0,0.0,241 E 32ND ST,3.0,201203.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,TIBETAN YOUTH ASSOCIATION INC,1.0,200706.0,,NY,rtf09pc,,1.0,2.0,2.0,2.0,A23,A,0,L,0,36061.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.30925,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,710000.0,
37034,134318954,8,200806,2007,A69,69856,0,0,0,0,0,0,0,27568,27568,97424,100809,1993,0,0,5378,1993,0,0,0,0,0,0,0,0,0,0,0,10488,0,17080,,97424,97424,0,0,0,0,0,0,0,-3384,0,0,0,0,0,0,0,5378,0,0,0,0,0,0,0,0,0,0,0,7860,0,0,0,0,0,7860,7860,3,9,0,0,0,N,1,1,200913,29409066038149,9,1,2008,3,Y,1,N,1,0,2007,10021-1411,10021.0,IN,,134318954200806,1343189542008,6,0.0,0.0,0.0,404 E 76TH ST APT 5E,3.0,201006.0,NEW YORK,1.0,SALVATORE DI VITTORIO,1.0,1.0,15.0,20.0,0.0,CHAMBER ORCHESTRA OF NEW YORK - OTTORINO RESPIGHI,1.0,200607.0,,NY,CORE08pc,,1.0,1.0,1.0,2.0,A69,A,0,L,0,36061.0,5600.0,5600.0,A69,A,PC,O,AR,A,A,1,AR,AR,AR,0.09447,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711130.0,
37082,134337376,8,200807,2007,A65,16260,0,0,0,0,2724,0,0,18030,18030,34290,42102,-559,0,0,7253,1,0,559,0,0,0,0,0,0,0,0,0,18030,0,0,,34290,34290,0,0,0,0,0,0,0,-7812,0,8006,0,0,0,0,0,7253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,N,1,1,200904,29490011012069,90,1,2008,3,Y,1,N,1,0,2007,11374-4009,11374.0,IN,,134337376200807,1343373762008,7,0.0,0.0,0.0,6445 BOOTH ST APT 204,3.0,0.0,REGO PARK,1.0,CHAD HUDSON,1.0,1.0,16.0,20.0,0.0,DREAMLIGHT THEATRE COMPANY INC,1.0,200710.0,,NY,CORE08pc,,1.0,1.0,1.0,1.0,A65,A,1,K,0,36081.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.52542,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711110.0,
37217,135145420,9,200912,2009,A83Z,201987,0,545846,678402,130346,0,0,0,0,0,897781,346737,3635751,0,0,3085603,3635810,21,59,0,0,0,0,0,0,0,0,0,9931,5000,4671,,219379,219379,0,-132556,0,0,0,5000,0,-127358,0,70895,6051,0,0,0,0,3085582,0,0,0,0,0,130346,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,61,N,6,1,201043,29493275055040,93,1,2009,5,Y,1,N,1,0,2009,10036-6603,10036.0,IN,,135145420200912,1351454202009,12,61.0,908.0,319.0,20 W 44TH STREET 5TH FLOOR,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,HOLLAND SOCIETY OF NEW YORK,1.0,194909.0,,NY,rtf09pc,,4.0,2.0,3.0,2.0,A82,A,2,M,2007,36061.0,5600.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.33202,B,201987.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,2250015.0,4,2007.0,3484062.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,38639.0,6,2003.0,160350.0,4,2007.0,136084.0,3,2007.0,405435.0,4,2007.0,980225.0,4,2007.0,0.0,4,2007.0,154006.0,4,2007.0,177061.0,4,2007.0,,,
37220,135265900,9,200906,2008,,1791096,0,1906154,1899223,25110,0,2217873,-396745,0,0,7254896,2627342,3884708,0,0,4702653,4507555,680144,622847,0,0,0,0,0,0,0,633022,0,185871,0,363353,,2504778,2504778,529162,6931,0,0,0,0,1821128,-122564,0,470139,19036,0,0,0,0,4022509,0,0,0,0,0,25110,1162184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,602,N,6,1,201032,29493205006220,93,1,2009,7,Y,1,Y,1,0,2008,10003-1705,10003.0,IN,,135265900200906,1352659002009,6,602.0,0.0,0.0,15 GRAMERCY PARK S,3.0,0.0,NEW YORK,1.0,,1.0,1.0,16.0,10.0,0.0,NATIONAL ARTS CLUB,1.0,193908.0,,NY,rtf09pc,,4.0,4.0,5.0,4.0,A25,A,55,M,2007,36061.0,5600.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.92315,B,1791096.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,2600808.0,4,2007.0,0.0,6,2003.0,0.0,6,2003.0,414429.0,6,2003.0,584.0,6,2003.0,1845380.0,4,2007.0,1925253.0,3,2007.0,26363.0,4,2007.0,1257431.0,4,2007.0,0.0,4,2007.0,431704.0,4,2007.0,2195511.0,4,2007.0,,611610.0,
37223,135311420,9,200912,2009,,54693,0,0,0,24988,0,0,0,0,0,252084,305589,866205,0,0,834975,885092,24570,18887,0,0,0,0,0,0,0,0,0,145047,0,5429,,252084,252084,0,0,0,0,0,0,0,-53505,0,0,0,0,0,0,0,810405,0,0,0,0,0,24988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,5,1,201047,93492316031120,92,1,2009,4,Y,1,N,1,0,2009,10003-5911,10003.0,IN,,135311420200912,1353114202009,12,119.0,59.0,602.0,16 EAST 10TH STREET,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,THE PEN AND BRUSH INC,1.0,196502.0,,NY,rtf09pc,,3.0,2.0,2.0,2.0,A20,A,0,L,0,36061.0,5600.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.88712,A,54693.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,212157.0,4,2005.0,0.0,6,2003.0,0.0,6,2003.0,722392.0,6,2003.0,6045.0,6,2003.0,129612.0,4,2005.0,122273.0,4,2005.0,650281.0,4,2005.0,3573.0,4,2005.0,0.0,4,2005.0,77951.0,4,2005.0,227470.0,4,2005.0,,710000.0,
37225,135365520,8,200812,2008,A20C,145416,0,275388,253174,76778,0,86507,190493,0,0,1557715,1198101,2572479,0,0,3218058,2788832,188676,216353,0,0,0,0,0,0,0,72908,0,651624,0,0,,1145126,1145126,58601,22214,0,0,0,0,277000,-52975,0,479477,38626,0,0,0,0,3029382,0,0,0,0,0,76778,131509,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,6,1,200950,29493325048089,93,1,2008,6,Y,1,N,1,0,2008,10003-4679,10003.0,IN,,135365520200812,1353655202008,12,119.0,61.0,205.0,47 5TH AVE,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,SALMAGUNDI CLUB,1.0,196105.0,,NY,CORE08pc,,4.0,4.0,4.0,4.0,A0325,A,36,P,2008,36061.0,5600.0,5600.0,A032,A,PC,O,AR,A,A,1,AR,AR,AR,0.37299,A,145416.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,1538994.0,4,2006.0,0.0,6,2003.0,116383.0,6,2003.0,1777930.0,6,2003.0,0.0,6,2003.0,777360.0,4,2006.0,897002.0,3,2006.0,722325.0,4,2006.0,311076.0,4,2006.0,0.0,4,2006.0,492194.0,4,2006.0,705778.0,4,2006.0,,813920.0,
37230,135508949,8,200812,2008,,0,0,0,0,1140,0,0,0,0,0,45715,34974,145980,0,0,137387,148300,2148,2320,0,0,0,0,0,0,0,0,0,0,0,42920,,45715,45715,0,0,0,0,0,0,0,10741,0,0,0,0,0,0,0,135239,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,4,1,201003,29492360034269,92,1,2008,3,Y,1,N,1,0,2008,10467-2809,10467.0,IN,,135508949200812,1355089492008,12,59.0,0.0,0.0,3301 BAINBRIDGE AVE,3.0,0.0,BRONX,1.0,,1.0,1.0,16.0,10.0,0.0,SHOLEM ALEICHEM FOLK INSTITUTE INC,1.0,194205.0,,NY,rtf09pc,,2.0,1.0,1.0,1.0,A20,A,0,L,0,36005.0,5600.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.83972,A,,,,,,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,4733.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,75849.0,6,2003.0,56928.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,0.0,6,2003.0,0.0,6,2003.0,,710000.0,
37231,135546742,8,200812,2008,A033,269022,0,0,0,19291,0,0,0,0,0,1006869,933370,811113,0,0,972988,979665,190226,168552,0,0,0,0,0,0,0,0,0,373118,0,345438,,1006869,1006869,0,0,0,0,0,0,0,73499,0,81693,0,0,0,0,0,782762,0,0,0,0,0,19291,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,92,N,5,1,200952,29493346004109,93,1,2008,6,Y,1,N,1,0,2008,10001-7503,10001.0,IN,,135546742200812,1355467422008,12,92.0,120.0,123.0,1140 BROADWAY RM 1507,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,MYSTERY WRITERS OF AMERICA INC,1.0,200412.0,,NY,CORE08pc,,3.0,4.0,4.0,3.0,A0370,A,1,M,2005,36061.0,5600.0,5600.0,A037,A,PC,O,AR,A,A,1,AR,AR,AR,0.40896,A,269022.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,804516.0,4,2005.0,,,,,,,,,,,,,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,6501.0,4,2005.0,0.0,4,2005.0,215757.0,4,2005.0,668721.0,4,2005.0,,813920.0,
37256,135562233,9,200912,2009,A510,20318534,0,45104944,44505191,172806,0,4842418,3331858,0,0,113700333,61276959,89701552,4674640,17463,173953346,159330538,80969833,69628986,0,0,0,0,0,0,0,0,1124430,29728154,674814,-5959022,,49019081,49019081,0,599753,12965807,14209213,-1243406,1799244,8174276,-12257878,0,17750193,1310635,0,14800000,0,4465371,92983513,0,0,0,0,0,172806,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,9,1,201048,93493316001360,93,1,2009,9,Y,1,Y,1,0,2009,10128-0112,10128.0,IN,,135562233200912,1355622332009,12,119.0,60.0,0.0,1071 5TH AVE,3.0,0.0,NEW YORK,1.0,TINA TRAVIS,1.0,1.0,15.0,10.0,0.0,SOLOMON R GUGGENHEIM FOUNDATION,1.0,193803.0,,NY,rtf09pc,,6.0,,6.0,,A51,A,357,M,2007,36061.0,5600.0,5600.0,A51,A,PC,O,AR,A,A,1,AR,AR,AR,0.2624,A,17438501.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0,10412326.0,4,2007.0,0.0,1,2007.0,83999.0,1,2007.0,62797572.0,1,2007.0,4203149.0,1,2007.0,57778377.0,1,2007.0,69583049.0,1,2007.0,37835753.0,4,2007.0,41453473.0,4,2007.0,2879987.0,1,2007.0,11920334.0,1,2007.0,44787276.0,1,2007.0,,712110.0,
37266,135562288,9,200903,2008,A400,3448999,0,2243399,3561823,264539,0,302837,166106,0,0,6678295,4706960,7012415,644453,69228,14729547,9422736,2022033,2410321,0,0,0,0,0,0,0,0,176106,133865,-123456,65900,,2637529,2637529,0,-1318424,0,0,0,52650,468943,-2069431,0,1484809,130161,0,0,0,0,12707514,0,0,0,0,0,264539,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,62,N,7,1,201014,29493079046320,93,1,2009,7,Y,1,N,1,0,2008,10022-6843,10022.0,IN,,135562288200903,1355622882009,3,62.0,402.0,59.0,457 MADISON AVE,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,MUNICIPAL ART SOCIETY OF NEW YORK,1.0,193302.0,,NY,rtf09pc,,5.0,4.0,5.0,4.0,A40,A,48,M,2007,36061.0,5600.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.26095,B,3124474.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,1453064.0,4,2007.0,0.0,6,2003.0,1965840.0,6,2003.0,6375589.0,6,2003.0,173224.0,6,2003.0,102875.0,4,2007.0,160814.0,3,2007.0,3421623.0,4,2007.0,2137607.0,4,2007.0,324525.0,4,2007.0,776143.0,4,2007.0,3209074.0,4,2007.0,,710000.0,
37283,135562383,9,200909,2008,A030,955109,0,961642,1817381,920415,0,174930,-22834,0,0,3702722,3395416,46694304,284854,0,48357966,46837521,162655,143217,0,0,0,0,0,0,0,0,68394,100340,121730,0,,1642017,1642017,0,-855739,422996,0,422996,190124,152096,-1753399,0,748280,88763,0,0,0,0,48195311,0,0,0,0,0,920415,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,8,1,201032,29493198193030,93,1,2009,6,Y,1,Y,1,0,2008,10013-1917,10013.0,IN,,135562383200909,1355623832009,9,59.0,61.0,60.0,75 VARICK STREET 11 FLOOR,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,AMERICAN NUMISMATIC SOCIETY,1.0,193804.0,,NY,rtf09pc,,,4.0,4.0,4.0,A0350,A,17,R,2008,36061.0,5600.0,5600.0,A035,A,PC,O,AR,A,A,1,AR,AR,AR,0.88256,A,955109.0,1,2008.0,0.0,1,2008.0,0.0,1,2008.0,22036003.0,4,2007.0,2058480.0,1,2008.0,52883.0,1,2008.0,14968705.0,1,2008.0,22566573.0,1,2008.0,4012647.0,1,2008.0,12661778.0,1,2008.0,8627071.0,4,2007.0,16031129.0,4,2007.0,0.0,1,2008.0,413024.0,1,2008.0,2869117.0,1,2008.0,,813920.0,
37303,135563011,9,200909,2008,A82Z,764947,0,1410759,1733417,136113,0,0,0,0,0,3334569,2350695,7193410,0,28850,8372322,7497691,186047,304281,0,0,0,0,0,0,0,118887,41838,94203,-12468,240,,1440427,1440427,230050,-322658,550000,0,550000,29370,0,-910268,0,285614,26075,0,0,0,0,8186275,0,0,0,0,0,136113,348937,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,64,N,7,1,201038,29493240009110,93,1,2009,6,Y,1,N,1,0,2008,10004-4300,10004.0,IN,,135563011200909,1355630112009,9,64.0,62.0,61.0,54 PEARL STREET,1.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,SONS OF THE REVOLUTION IN THE STATE OF NEW YORK INC,1.0,193804.0,,NY,rtf09pc,,5.0,4.0,4.0,4.0,A80,A,10,M,2007,36061.0,5600.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.71339,A,725338.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,2223921.0,4,2007.0,0.0,6,2003.0,53934.0,6,2003.0,5476189.0,6,2003.0,207.0,6,2003.0,1260401.0,4,2007.0,1407431.0,3,2007.0,4928851.0,4,2007.0,40557.0,4,2007.0,39609.0,4,2007.0,1063140.0,4,2007.0,1245495.0,4,2007.0,,712120.0,
37307,135563397,9,200903,2008,A900,40104,0,186497,171014,61433,0,0,0,0,0,305468,234978,1075901,53077,0,1464082,1080901,5500,5000,0,0,0,0,0,0,0,0,0,9810,7624,0,,134454,134454,0,15483,0,0,0,7624,0,-100524,0,31476,6682,0,0,0,0,1458582,0,0,0,0,0,61433,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201003,29493360027009,93,1,2009,4,Y,1,N,1,0,2008,10016-7405,10016.0,IN,,135563397200903,1355633972009,3,59.0,561.0,29.0,1 E 29TH ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,EPISCOPAL ACTORS GUILD OF AMERICA INC,1.0,192804.0,,NY,rtf09pc,,4.0,2.0,2.0,2.0,A90,A,2,M,2007,36061.0,5600.0,5600.0,A90,A,PC,O,AR,A,A,1,AR,AR,AR,0.8751899999999999,B,40104.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,918811.0,4,2007.0,0.0,6,2003.0,6030.0,6,2003.0,1038691.0,6,2003.0,133.0,6,2003.0,757.0,4,2007.0,1026.0,3,2007.0,0.0,4,2007.0,157021.0,4,2007.0,0.0,4,2007.0,68313.0,4,2007.0,139741.0,4,2007.0,,813219.0,
37315,135564127,9,200906,2008,A500,1533243,0,142689,119998,99221,0,2471,12873,0,0,1962701,1821061,2531899,110881,0,3134347,2911404,225067,379505,0,0,0,0,0,0,0,0,28278,138510,-608,6024,,1811954,1811954,0,22691,0,0,0,27670,15344,-9107,0,957502,82572,0,0,0,184227,2909280,0,0,0,0,0,99221,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,N,6,1,201012,93493074004110,93,1,2009,6,Y,1,N,1,0,2008,10301-1912,10301.0,IN,,135564127200906,1355641272009,6,60.0,0.0,0.0,75 STUYVESANT PL,3.0,0.0,STATEN ISLAND,2.0,,1.0,1.0,15.0,10.0,0.0,STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES,5.0,194006.0,,NY,rtf09pc,,4.0,4.0,4.0,4.0,A50,A,33,M,2007,36085.0,5600.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.43872,A,337021.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,717395.0,4,2007.0,0.0,6,2003.0,0.0,6,2003.0,2047496.0,6,2003.0,642663.0,6,2003.0,151279.0,4,2007.0,162863.0,3,2007.0,396410.0,4,2007.0,1417995.0,4,2007.0,1127285.0,4,2007.0,215096.0,4,2007.0,1411742.0,4,2007.0,,712110.0,
37344,135596800,9,200906,2008,,748531,0,0,0,18336,0,0,0,0,0,1007436,484406,1105238,0,0,812955,1123065,33171,17827,0,0,0,0,0,0,0,0,196144,43100,0,1325,,811292,811292,0,0,0,0,0,196144,0,326886,0,159181,13838,0,0,0,0,779784,0,0,0,0,0,18336,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,92,N,6,1,201031,29493198169030,93,1,2009,6,Y,1,N,1,0,2008,10018-7489,10018.0,IN,,135596800200906,1355968002009,6,92.0,0.0,0.0,40 WEST 37TH STREET,3.0,198112.0,NEW YORK,1.0,LEON FRIEDMAN,1.0,1.0,15.0,10.0,0.0,NATIONAL BOARD OF REVIEW OF MOTION PICTURES INC,1.0,194302.0,,NY,rtf09pc,,4.0,3.0,4.0,2.0,A0331,A,3,M,2004,36061.0,5600.0,5600.0,A033,A,PC,O,AR,A,A,1,AR,AR,AR,0.81571,B,748531.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,1063625.0,4,2004.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,1123065.0,6,2003.0,19656.0,4,2004.0,14229.0,4,2004.0,0.0,4,2004.0,40781.0,4,2004.0,0.0,4,2004.0,21811.0,4,2004.0,353749.0,4,2004.0,,813920.0,
37347,135596825,9,200906,2008,A6E0,1689639,0,7241663,8668897,145721,0,0,0,0,0,12547264,5328765,8282702,178624,57500,12215394,10483380,2436402,2200678,0,0,0,0,0,0,0,0,40457,3419996,0,9788,,3837910,3837910,0,-1427234,0,0,0,40457,0,-1490855,0,3093934,258412,0,0,0,0,9778992,0,0,0,0,0,145721,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,8,1,200951,93493344003059,93,1,2009,8,Y,1,N,1,0,2008,10003-7305,10003.0,IN,,135596825200906,1355968252009,6,59.0,0.0,0.0,235 E 11TH ST,3.0,0.0,NEW YORK,2.0,,1.0,1.0,11.0,10.0,0.0,SOCIETY OF THE THIRD STREET MUSIC SCHOOL SETTLEMENT INC,1.0,194212.0,,NY,CORE08pc,,,4.0,,5.0,A6E,A,191,X,2009,36061.0,5600.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.91875,A,1503714.0,9,2009.0,0.0,9,2009.0,0.0,9,2009.0,3868325.0,9,2009.0,0.0,9,2009.0,0.0,9,2009.0,7865392.0,9,2009.0,69470.0,9,2009.0,679621.0,9,2009.0,791886.0,9,2009.0,4245280.0,9,2009.0,169097.0,9,2009.0,185925.0,9,2009.0,479613.0,9,2009.0,4340904.0,9,2009.0,,611610.0,
37373,135602922,9,200912,2009,A33Z,44324,0,0,0,163,0,0,0,0,0,46971,78474,36766,0,0,79380,41766,8018,5000,0,0,0,0,0,0,0,0,0,2484,0,0,,46971,46971,0,0,0,0,0,0,0,-31503,0,0,0,0,0,0,0,71362,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,3,1,201052,29493338154100,93,1,2009,3,Y,1,N,1,0,2009,10027-7021,10027.0,IN,,135602922200912,1356029222009,12,59.0,0.0,0.0,535 W 114TH ST 521A,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,20.0,0.0,AMERICAN LABOR CONFERENCE ON INTERNATIONAL AFFAIRS INC,1.0,194412.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A33,A,0,L,0,36061.0,5600.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.17487,A,44324.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,36766.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,1114.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,12193.0,4,2006.0,66231.0,4,2006.0,,511100.0,
37379,135605197,9,200912,2009,A230,158264,0,0,0,33425,0,0,0,0,0,176889,81228,1824202,0,0,1714108,1824202,7737,0,1824202,0,0,0,0,0,0,0,0,2146,0,0,,176889,176889,0,0,-16946,0,-16946,0,0,95661,0,6235,1115,0,0,0,0,1706371,0,0,0,0,0,33425,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201048,29493310035010,93,1,2009,4,Y,1,N,1,0,2009,10025-5018,10025.0,IN,,135605197200912,1356051972009,12,59.0,61.0,60.0,206 W 100TH ST,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,UKRAINIAN ACADEMY OF ARTS & SCIENCES IN THE U S INC,1.0,195302.0,,NY,rtf09pc,,4.0,2.0,2.0,1.0,A23,A,2,M,2005,36061.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.33461,A,158264.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0,0.0,4,2005.0,274282.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0,65561.0,1,2007.0,158046.0,1,2007.0,170837.0,1,2007.0,0.0,4,2005.0,0.0,4,2005.0,0.0,1,2007.0,13518.0,1,2007.0,66643.0,1,2007.0,,710000.0,
