,EIN,FisYr,TAXPER,SUBSECCD,ACTIV,P1TOTREV,P2TOTAST,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,ACTIV1,ACTIV2,ACTIV3,RULEDATE,NAME,CITY,STATE,ZIP5,ADDRESS,ZIP,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,P6TEXCTX,CONTACT,GEN,AFCD,CLASSCD,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,FIPS,MSA_NECH,PMSA,RandNum,STYEAR,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,NTEE1,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,NTEECC,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
8921,136089816,1996,199610,3,602,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,195508.0,VH-1 SAVE THE MUSIC FOUNDATION,NEW YORK,NY,10036,1515 BROADWAY 20TH FLR,10036-8901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% VIACOM INTERNATIONAL INC,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,10,,,36061.0,5602.0,5600.0,0.45418500000000006,1995,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
9017,136096069,1997,199712,3,908,269035,1537738,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,908.0,40.0,0.0,194308.0,DAUGHTERS OF THE CINCINNATI,NEW YORK,NY,10036,36 W 44TH ST STE 1010,10036-8102,22665,0,61041,154194,0,31135,0,47800,135019,134016,66503,159881,88607,0,1462199,0,1462199,0,2028347,4576,93396,0,215235,101769,87219,55354,18703,55354,13162,74399,0,0,2028347,0,1537738,3198,0,0,3200,0,0,0,43,0,1896400,90200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.745555,1997,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A80,,,,,,,A80,A
9315,136115059,1996,199612,3,59,35425,416054,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,59.0,0.0,0.0,194705.0,LITERARY SOCIETY FOUNDATION INC,NEW YORK,NY,10028,PO BOX 155 GRACIE STATION,10028-0002,0,0,35351,0,0,0,0,26680,29241,6184,26783,34770,0,0,298000,50001,348001,0,1009505,46948,47643,0,35425,0,2561,655,103,655,0,3484,0,0,1009505,0,416054,695,0,0,1700,0,0,0,3,0,967400,46900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,HANS SCHUMACHER,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.8906290000000001,1996,NY,10028,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A70,,,,,,,A70,A
9349,136116536,1998,199804,3,602,42666,302406,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,195811.0,JACOB BLUESTEIN FOUNDATION,NEW YORK,NY,10023,115 CENTRAL PARK W,10023-4153,0,572,13315,0,0,28779,0,22000,30701,11965,22860,12901,0,0,129327,0,129327,0,618208,4336,30009,0,13887,0,8701,986,0,986,0,46610,0,0,618208,0,302406,129,0,0,0,0,0,0,0,0,609300,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,% MARION GALISON,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,4,,,36061.0,5602.0,5600.0,0.9185629999999999,1997,NY,10023,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
9375,136118881,1997,199712,3,561,478,17838,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,561.0,0.0,0.0,194208.0,BELGIAN SOCIETY OF BENEVOLENCE,RIVERDALE,NY,10463,2521 PALISADE AVE,10463-6137,0,478,0,0,0,0,0,465,525,-47,465,418,418,0,0,0,0,0,17838,0,881,0,478,478,60,60,0,60,60,17838,0,0,17838,0,17838,0,0,0,0,0,0,0,0,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% E VERHULST,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36005.0,5602.0,5600.0,0.10727,1997,NY,10463,RIVERDALE,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
9408,136121046,1997,199712,3,119,1272,58929,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,59.0,561.0,195204.0,NATIONAL ARTS FOUNDATION INC,NEW YORK,NY,10166,200 PARK AVE KIESEL,10166-0005,0,1272,0,0,0,0,0,0,600,672,0,672,672,0,0,0,0,3000,58929,1310,1317,0,1272,1272,600,600,0,600,600,831,0,0,58929,0,55929,7,0,0,0,0,0,0,0,0,26700,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,% WHITMAN & RANSOM,0.0,1.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.680751,1997,NY,10166,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A26,,,,,,,A26,A
9491,136127858,1997,199705,3,119,85,153,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,196202.0,BELGIAN ART FOUNDATION IN THE UNITED STATES INC,NEW YORK,NY,10019,146 W 57TH ST APT 43 A,10019-3323,85,0,0,0,0,0,0,0,85,0,85,0,0,0,0,0,0,0,153,0,0,0,0,0,85,0,85,0,0,0,0,0,153,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,5,,,36061.0,5602.0,5600.0,0.46099700000000005,1996,NY,10019,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
9539,136133259,1997,199712,3,602,45,1881,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,194503.0,IRISH EMIGRANT SOCIETY OF NEW YORK,NEW YORK,NY,10017,5 E 42ND ST,10017-6904,0,45,0,0,0,0,0,0,1,44,0,44,44,0,0,0,0,0,1881,91,91,0,45,45,0,0,0,1,1,1881,0,0,1881,0,1881,1,0,0,0,0,0,0,0,0,1900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.547189,1997,NY,10017,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
9577,136139518,1996,199612,3,40,2102231,10024302,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,40.0,59.0,0.0,196407.0,KURT WEILL FOUNDATION FOR MUSIC,NEW YORK,NY,10003,7 E 20TH ST,10003-1106,0,23026,215555,318603,0,1545047,119570,50000,780696,1321535,431647,1762930,0,1095641,5852812,0,6948453,29538,10024302,0,415339,0,2086232,0,730696,323302,381647,323302,0,56739,0,0,10024302,0,9994764,17629,0,0,24236,0,13000,0,0,1632,8433300,397700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17629,% HOROWITZ COLEMAN & WALDMAN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.6576850000000001,1996,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
9650,136149781,1997,199708,3,90,402628,4357906,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,196411.0,PERFORMING ARTS FOUNDATION INC,NEW YORK,NY,10016,21 E 40TH ST RM 1006,10016-0570,900,79777,287693,188,0,16318,0,215575,396338,6290,156955,362277,383972,0,2893176,595235,3488411,0,4707018,0,225314,17752,385410,385222,180763,23133,156380,23133,1250,23854,781995,19313,4707018,0,4357906,7245,0,0,8890,0,0,0,0,1645,4574900,0,225314,208444,191234,185485,810477,156955,134928,139359,124163,555405,0,0,0,0,0,0,0,0,0,0,150209,138963,127489,123657,540318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245,% SPITZ & EDELSTEIN CPAS,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,8,,,36061.0,5602.0,5600.0,0.588577,1996,NY,10016,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1260,A
9724,136157956,1997,199712,3,59,13649,9073,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,59.0,0.0,0.0,196404.0,LARCHMONT CHAMBER MUSIC CIRCLE INC,NEW YORK,NY,10036,1185 AVE OF AMERICAS,10036-2601,13535,114,0,0,0,0,0,14250,14994,-1345,14992,114,0,0,0,0,0,0,9073,0,458,0,114,0,744,0,742,0,0,9073,0,0,9073,0,9073,2,0,0,0,0,0,0,0,0,9300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,% LILLIE BERNSTEIN,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.43269300000000005,1997,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A6C,,,,,,,A6C,A
9805,136161047,1997,199710,3,119,985,37982,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,602.0,0.0,195703.0,LIVING ARTS FOUNDATION INC,NEW YORK,NY,10029,1200 FIFTH AVE,10029-5208,0,180,805,0,0,0,0,3940,4827,-3842,3940,1037,0,0,16938,0,16938,3795,37596,1855,1876,0,1061,0,887,24,0,24,0,736,0,0,37596,3795,34187,21,0,0,37,0,63,0,0,79,38100,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,% DAVID A TEICHMAN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,10,,,36061.0,5602.0,5600.0,0.411674,1996,NY,10029,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
9866,136161473,1996,199612,3,119,2307,6841,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,602.0,59.0,194909.0,EDWARD F & HILDA S KOOK ARTS OF THE THEATRE FOUNDATION INC,NEW YORK,NY,10106,888 SEVENTH AVE STE 3000 1,10106-0001,2060,126,121,0,0,0,0,5266,5351,-3044,5291,162,162,0,0,0,0,1548,4616,0,207,0,247,247,85,85,25,85,85,0,0,0,4616,0,5293,0,0,0,0,0,0,0,0,0,5100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% BUDD H GIBBS ESQ,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.776688,1996,NY,10106,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1265,A
9903,136161674,1997,199712,3,60,168550,881686,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.0,0.0,0.0,199404.0,NICHOLAS ROERICH MUSEUM,NEW YORK,NY,10025,319 W 107TH ST,10025-2715,149377,1422,0,0,7641,10110,12000,100,172855,-4305,148988,1422,0,0,0,0,0,1575,981686,0,6511,0,1422,19173,172755,0,148888,0,23352,82682,0,0,981686,0,880111,28,0,0,0,0,0,0,0,0,132200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.659412,1997,NY,10025,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
9987,136163969,1997,199712,3,59,50181,310581,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,59.0,602.0,0.0,194211.0,SOCIETY OF DAUGHTERS OF HOLLAND DAMES,NEW YORK,NY,10021,620 PARK AVE,10021-6591,9200,2208,8936,22691,0,7146,0,23500,92706,-42525,82732,29069,28627,19794,264158,0,283952,0,540076,0,24161,0,33835,33835,69206,4766,59232,4766,5208,11024,0,0,540076,0,310581,291,0,0,0,0,0,0,0,0,490600,23900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,% ANNA G B VIETOR,0.0,3.0,1.0,1.0,4.0,5.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.320443,1997,NY,10021,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A80,,,,,,,A80,A
9992,136164757,1998,199803,3,602,746051,1428481,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,194506.0,SOCIETY OF THE FRIENDLY SONS OF SAINT PATRICK IN THE CITY OF NEW Y,NEW YORK,NY,10005,80 WALL ST,10005-3601,0,11204,39734,20088,0,675025,0,110000,639749,106302,335588,68678,420603,451258,303003,0,754261,361112,1727042,0,65606,0,71026,725963,529749,2348,225588,2348,305360,0,0,0,1727042,0,1067369,1374,0,0,0,0,1463,0,88,1,1332100,64200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,3,,,36061.0,5602.0,5600.0,0.796964,1997,NY,10005,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A80,,,,,,,A80,A
10040,136168827,1997,199712,3,602,32575,151210,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,196412.0,EDWARD ALBEE FOUNDATION INC,NEW YORK,NY,10016,192 LEXINGTON AVE 1100,10016-6823,20500,0,0,0,0,12075,0,0,35700,-3125,29578,5952,9084,0,0,0,0,0,200273,0,9873,0,12075,12075,35700,6123,29578,6123,2991,273,0,0,200273,0,151210,60,0,0,0,0,0,0,0,0,200500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,% A KOZAK CO,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.532985,1997,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A20,,,,,,,A20,A
10115,136182926,1996,199606,3,119,25925,547343,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,196508.0,DAVID MERRICK ARTS FOUNDATION,NEW YORK,NY,10176,551 5TH AVE STE 900,10176-0999,0,18009,10697,0,0,0,0,25000,25446,479,25446,28260,28260,110773,0,0,110773,49750,544955,28194,29041,0,28706,28706,446,446,446,446,446,2319,0,0,544955,0,497593,283,0,0,0,0,283,0,0,0,589700,28800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,% SCOTT GILDEA & CO,0.0,3.0,1.0,1.0,16.0,2.0,13.0,0.0,20.0,6,,,36061.0,5602.0,5600.0,0.6384449999999999,1995,NY,10176,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A26,,,,,,,A26,A
10364,136227356,1996,199612,3,119,53292,81882,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,40.0,59.0,196709.0,DANCE PERSPECTIVES FOUNDATION INC,NEW YORK,NY,10022,433 E 51ST 8D,10022-6472,51800,491,1001,0,0,0,0,0,1476,51816,1476,3850,0,0,0,0,0,0,81882,0,3950,0,3850,0,1476,0,1476,0,0,0,0,71434,81882,0,81882,0,0,0,0,0,0,0,0,0,80300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.675847,1996,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A62,,,,,,,A62,A
10540,136625578,1997,199708,3,602,27028,137660,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,198810.0,AMERICAN SOCIETY OF JOURNALISTS AND AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036,1501 BROADWAY STE 302,10036-5501,18225,8803,0,0,0,0,0,7000,8631,18397,7000,8803,8803,0,0,0,0,850,137660,0,6327,0,8803,8803,1631,0,0,0,0,137660,0,0,137660,0,136810,176,0,0,0,0,0,0,0,0,128500,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,199308.0,1.0,8,,,36061.0,5602.0,5600.0,0.670393,1996,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A70,,,,,,,A70,A
10550,136734265,1997,199712,3,602,35146,507728,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,197806.0,TRUST U/W CARL OTTO VONKIENBUSCH A/B/O PHILADELPHIA MUSEUM OF ART,NEW YORK,NY,10005,ONE WALL ST,10005-2500,0,0,20025,15121,0,0,9281,18952,29414,5732,19002,25804,0,75320,365129,54903,495352,0,760832,33029,34238,0,35146,0,10462,9342,50,9342,0,0,0,0,760832,0,507729,516,0,0,880,0,0,0,0,364,695200,33700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.702685,1997,NY,10005,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
10574,136814491,1997,199707,3,602,3410236,28590297,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,198403.0,FRANCES & EDWIN COMMINGS MEMORIAL,NEW YORK,NY,10005,ONE WALL ST RAX DEPT 28TH FLR,10005-2500,0,92544,1558716,1758976,0,0,199432,1189675,1670460,1739776,1429118,3262642,0,10680095,13457125,1504622,25641842,0,39963774,0,1778293,0,3410236,0,480785,147594,239443,147594,0,2515,0,0,39963774,0,28590297,65253,0,0,63150,0,0,0,0,0,36107500,1713000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65253,% THE BANK OF NEW YORK TAX DEPT,0.0,3.0,1.0,1.0,4.0,6.0,13.0,0.0,1.0,7,,,36061.0,5602.0,5600.0,0.5776020000000001,1996,NY,10005,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A80,,,,,,,A80,A
10882,137045257,1997,199712,3,602,1777807,38921,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199502.0,MOSAIC FUND,NEW YORK,NY,10017,230 PARK AVE 15TH FL STE 1567,10017-3102,1777760,47,0,0,0,0,0,1687917,1706617,71190,1687917,1777807,0,0,0,0,0,51000,38921,0,387,0,1777807,0,18700,0,0,0,0,38874,0,0,38921,0,-12079,35556,0,0,35400,0,0,0,162,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35556,% OCONNOR MURPHY RYAN & SEITZ,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,12,SEITZ HOWARD G TTEE,,36061.0,5602.0,5600.0,0.889058,1997,NY,10017,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
10927,137061011,1997,199706,3,60,0,20,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.0,0.0,0.0,199701.0,WEISS MEMORIAL FOUNDATION TR,NEW YORK,NY,10016,440 PARK AVE,10016-8012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,40,20,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% JACKSON & NASH LLP,0.0,3.0,1.0,1.0,3.0,2.0,13.0,0.0,1.0,6,WEISS HERBERT TTEE,,36061.0,5602.0,5600.0,0.723813,1996,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
10968,137082559,1996,199612,3,602,3988782,3604058,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199603.0,NEW YORK FINE ARTS SUPPORT TR,NEW YORK,NY,10112,30 ROCKEFELLER PLZ,10112-0002,3710679,44032,0,234071,0,0,16605,428272,445781,3543001,434382,930748,0,3559197,0,0,3559197,0,3614561,0,82907,0,941818,0,17509,11070,6110,11070,0,44861,0,0,3614561,0,3604058,18615,0,0,19359,0,0,0,0,744,1683400,64300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18615,% ROCKEFELLER TRUST COMPANY TTEE,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.589615,1996,NY,10112,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A19,,,,,,,A1940,A
11008,137101223,1997,199712,3,91,2281966,2281801,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,91.0,0.0,0.0,199705.0,KIKI KOGELNIK FOUNDATION,NEW YORK,NY,10012,330 LAFAYETTE ST 7,10012-2739,2281966,0,0,0,0,0,0,0,165,2281801,165,0,0,0,0,0,0,0,2244805,0,75130,0,0,0,165,0,165,0,0,335,0,2281466,2244805,0,2281801,0,0,0,0,0,0,0,0,0,2263400,0,0,0,0,0,0,165,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% STEPHEN KILDUNNE,0.0,3.0,2.0,1.0,3.0,2.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.8656780000000001,1997,NY,10012,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
12477,222436291,1997,199710,3,29,11300,5018,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29.0,994.0,0.0,198305.0,AMERICAN FRIENDS OF ITALIAN JEWRY INC,NEW YORK,NY,10019,152 W 57TH ST,10019-3310,11300,0,0,0,0,0,0,0,8751,2549,8751,0,0,0,0,0,0,0,5018,0,167,0,0,0,8751,8751,8751,8751,8751,0,0,0,5018,0,5018,0,0,0,0,0,0,0,0,0,3300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% KOENIG RATNER & MOTT PC,0.0,3.0,1.0,1.0,4.0,1.0,13.0,198310.0,1.0,10,,,36061.0,5602.0,5600.0,0.213373,1996,NY,10019,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A11,,,,,,,A1123,A
