,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,ntmaj12,nteeConf,TOTREV,PROGREV,RENTEXP,OTHINC,SPEVTG,FUNDINC,v_errorCd,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
13717,133195686,0,699752,0,0,320,0,0,0,320,320,700072,660327,4010,0,0,21181,46083,56916,42073,4010,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,3.0,3.0,THEATER ARTS RESOURCES INC,,,NEW YORK,NY,10036-6503,,,,,,,,,,,,12,,,,,BMF89,1989.0,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,U,O,AR,A,IN,,1987,A,A65Z,0.354177,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,700072,0,0,0,0,0,,1987,A65,198712,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13718,133196251,108867,0,0,0,8000,109609,0,0,8000,8000,116867,109609,11640,0,0,4380,11640,0,0,7258,0,0,0,0,0,0,0,0,0,0,,A67Z,,1.0,2.0,2.0,THE NATIONAL MUSIC THEATER NETWORK INC,,1460 BROADWAY,NEW YORK,NY,10036-7306,0.0,3.0,3.0,1000.0,198405.0,1.0,15.0,1.0,13.0,198507.0,10.0,9,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A67Z,A65,,PC,O,AR,A,IN,,1988,A,A67Z,0.0819083,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,116867,0,0,0,0,0,,1989,A65,198909,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A1965,A
13727,133200609,41583,0,0,0,0,850,0,0,11933,11933,53516,50136,-37838,0,0,875,1325,42093,39163,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,ELYSEUM THEATER COMPANY INC,,PO BOX 1212 COOPER STA,NEW YORK,NY,10003-8205,,3.0,3.0,2000.0,198810.0,,15.0,,,,,12,,119.0,0.0,0.0,B9508,1995.0,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.925558,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,53516,11933,0,0,0,0,,1988,A65,198812,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13735,133202053,117459,0,0,0,581,0,0,0,1730,1730,119189,106929,8082,0,0,4475,8779,8653,697,0,0,0,0,0,0,0,0,0,0,0,,A33Z,S41Z,1.0,2.0,2.0,THE BUSINESS PRESS EDUCATIONAL FOUNDATION INC,% A B P,675 THIRD AVENUE,NEW YORK,NY,10017-5704,0.0,3.0,3.0,1000.0,198404.0,1.0,9.0,2.0,13.0,0.0,10.0,6,,123.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1987,A,A33Z,0.33434400000000003,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,119189,1149,0,0,0,0,,1988,A33,198806,NY,10017.0,NEW YORK,,,U,O,AR,A,IN,,A33,A
13736,133202095,304,0,0,0,0,0,0,0,56375,56375,56679,60468,-10514,0,0,9818,5603,16117,16117,0,0,0,0,0,0,0,0,0,0,0,,A6CZ,,1.0,1.0,1.0,BACH ENSEMBLE INC,% GANI HOLLINGER & TOWE,1394 THIRD AVE,NEW YORK,NY,10021-0467,0.0,3.0,3.0,1000.0,198411.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1988,A,A6CZ,0.0237366,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,56679,56375,0,0,0,0,,1989,A6C,198908,NY,10021.0,NEW YORK,,,PC,O,AR,A,IN,,A6C,A
13746,133203712,3035,0,0,0,0,0,0,0,26327,26327,29362,45930,6961,0,0,24285,6998,756,37,6961,0,0,0,0,0,0,0,0,0,0,,A33Z,,1.0,1.0,1.0,S & S QUARTERLY INC,,445 W 59TH ST ROOM 4331,NEW YORK,NY,10019-1104,0.0,3.0,3.0,1000.0,198610.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,120.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1988,A,A33Z,0.210445,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,29362,26327,0,0,0,0,,1988,A33,198812,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
13752,133205023,140000,0,0,0,0,0,0,0,0,0,140000,142834,179044,40000,0,184478,180072,2600,1028,0,0,0,0,0,0,0,0,0,0,0,,A23Z,,2.0,2.0,2.0,LA CASA DE LA HERENCIA CULTURAL PUERTORRIQUENA INC,,1 E 104TH ST STE 458,NEW YORK,NY,10029-4495,0.0,3.0,3.0,2000.0,198406.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1988,A,A23Z,0.15088800000000002,10029.0,10029.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,140000,0,0,0,0,0,,1989,A23,198906,NY,10029.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
13763,133206848,51966,13040,0,0,350,3503,0,0,249945,249945,314951,379828,-53285,25500,0,72772,43677,61180,96962,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,,1.0,2.0,2.0,LABAN BARTENIEFF INSTITUTE OF MOVEMENT STUDIES INC,,11 E 4TH ST,NEW YORK,NY,10003-6902,0.0,3.0,3.0,1000.0,198508.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1988,A,A6EZ,0.980057,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,314951,249595,0,0,0,0,,1989,A6E,198906,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A6E,A
13772,133209637,101678,0,0,0,1323,0,0,0,7158,7158,108836,120570,11007,0,0,29052,11007,6311,0,11007,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,2.0,2.0,TRIANGLE ARTS ASSOCIATION LIMITED,% RUTH N BARRATT,110 GREENE ST STE 8R,NEW YORK,NY,10012-3838,0.0,3.0,3.0,1000.0,198408.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1988,A,A20Z,0.939471,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,108836,5835,0,0,0,0,,1989,A90,198908,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A
13774,133209934,21175,0,0,0,985,0,0,0,4761,4761,25936,34689,2694,0,0,11504,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,CHORAL SYMPHONY SOCIETY INC,% LABOVITZ,945 W END AVE,NEW YORK,NY,10025-3566,0.0,3.0,3.0,1000.0,196502.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1989,A,A6BZ,0.426926,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,25936,3776,0,0,0,0,,1989,A6B,198912,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A6B,A
13775,133210261,91520,0,0,0,0,18550,0,0,491514,491514,583034,557597,-21825,27990,0,150093,54096,197355,75921,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,3.0,3.0,LAMBS THEATRE COMPANY LTD,MS CAROLYN ROSSI COPELAND,130 W 44TH ST,NEW YORK,NY,10036-4032,0.0,3.0,3.0,1000.0,198502.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.387428,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,583034,491514,0,0,0,0,,1989,A65,198906,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13782,133213079,186248,0,0,0,2865,0,0,0,8368,8368,194616,188845,34680,0,0,28909,34680,0,0,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,2.0,2.0,METROPOLITAN ARTS INC,,21 JONES ST,NEW YORK,NY,10014-5600,0.0,3.0,3.0,1000.0,198408.0,1.0,15.0,5.0,13.0,0.0,20.0,12,,0.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1989,A,A20Z,0.000875628,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,194616,5503,0,0,0,0,,1989,A20,198912,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A
13788,133213510,118165,0,0,0,3974,31020,0,0,3974,3974,122139,116266,40778,0,0,46622,40897,11717,119,40778,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,2.0,2.0,BRIDGEHAMPTON CHAMBER MUSIC ASSOCIATES INC,,635 MADISON AVE 17TH,NEW YORK,NY,10022-1009,0.0,3.0,3.0,1000.0,198508.0,1.0,15.0,1.0,13.0,0.0,10.0,10,BRIDGEHAMPTON CHAMBER MUSIC FESTIVA,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1988,A,A68Z,0.0699318,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,122139,0,0,0,0,0,,1989,A68,198910,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A
13796,133215205,104781,0,0,0,1703,20110,0,0,1703,1703,106484,101614,50171,51300,0,45301,50171,0,0,0,0,0,0,0,0,0,0,0,0,0,,X30Z,,1.0,2.0,2.0,AMERICAN JEWISH HERITAGE ORGANIZATION INC,,205 E 78TH ST,NEW YORK,NY,10021-1243,0.0,3.0,3.0,1.0,198409.0,1.0,15.0,1.0,1.0,0.0,10.0,12,,123.0,0.0,0.0,C92,1992.0,1.0,1,1,6.0,1,36061.0,,X30Z,X30,,PC,O,RE,X,IN,,1988,X,X30Z,0.022535200000000002,10021.0,10021.0,5602.0,5600.0,X,1,RE,OT,36061.0,RE,N,106484,0,0,0,0,0,,1988,X30,198812,NY,10021.0,NEW YORK,,,PC,O,RE,X,IN,,A23,A
13797,133215438,234000,0,0,0,5797,0,0,0,9741,9741,243741,302179,-13498,42000,0,88036,6607,43096,20105,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,2.0,THE JEWISH HERITAGE WRITING PROJECT INC,,150 FRANKLIN ST 1W,NEW YORK,NY,10013-2942,0.0,3.0,3.0,1000.0,198405.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1988,A,A60Z,0.8307120000000001,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,243741,3944,0,0,0,0,,1988,A70,198812,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A70,A
13798,133215645,61310,0,0,0,241,11505,0,3723,86534,86534,147844,153502,69399,6227,0,86007,76769,10950,7370,0,0,0,0,0,0,0,0,0,0,0,,A6GZ,,1.0,2.0,2.0,CONEY ISLAND U S A,,1208 SURF AVENUE,BROOKLYN,NY,11224-2816,0.0,3.0,3.0,1000.0,198904.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A6GZ,A60,,PC,O,AR,A,IN,,1989,A,A6GZ,0.08595449999999999,11224.0,11224.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,147844,82570,0,0,0,0,,1989,A60,198912,NY,11224.0,BROOKLYN,,,PC,O,AR,A,IN,,A60,A
13799,133215997,214275,0,7628,7725,12981,40160,0,0,35259,-32466,249534,344643,162701,0,35245,333295,230287,7760,67586,162701,0,0,0,0,0,0,0,0,0,0,,A82Z,,2.0,2.0,2.0,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,% ARTHUR ANDERSEN & CO ATTN J SABO,1 E 60TH ST,NEW YORK,NY,10022-1001,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,2.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1989,A,A82Z,0.937637,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,181809,-45350,0,0,0,0,,1989,A80,198912,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A82,A
13813,133218253,49413,0,0,0,0,6518,0,0,160349,160349,209762,186299,2505,23425,0,5235,56360,26193,53855,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,ATLANTIC THEATER COMPANY,,336 W 20TH ST,NEW YORK,NY,10011-3302,0.0,3.0,3.0,1000.0,198702.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,88.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.665946,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,209762,160349,0,0,0,0,,1990,A65,199008,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13817,133219379,7598,0,0,0,0,0,0,0,35936,35936,43534,42818,2138,0,0,1837,45371,0,43232,2138,0,0,0,0,0,0,0,0,0,0,,A67Z,,1.0,1.0,1.0,ON STAGE PRODUCTIONS LTD,,50 W 97TH ST 8H,NEW YORK,NY,10025-6007,0.0,3.0,3.0,2000.0,198412.0,1.0,15.0,1.0,13.0,0.0,20.0,8,,90.0,92.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A67Z,A65,,PC,O,AR,A,IN,,1988,A,A67Z,0.43659,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,43534,35936,0,0,0,0,,1989,A65,198908,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13821,133219847,639809,0,0,0,8841,56540,0,0,26064,26064,665873,401661,290151,0,29700,25939,290151,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6AI,A63I,2.0,3.0,2.0,AMERICAN FRIENDS OF THE PARIS OPERA,% W J DOUGHERTY,972 FIFTH AVE,NEW YORK,NY,10021-0104,0.0,3.0,3.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6AI,A11,6.0,PC,S,ZA,A,IN,,1988,A,A6AI,0.808852,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,665873,17223,0,0,0,0,,1988,A11,198812,NY,10021.0,NEW YORK,,,PC,S,ZA,A,IN,,A1160,A
13825,133221353,0,0,0,0,0,0,0,857000,857000,857000,857000,1374933,-1281602,0,0,66497,153547,830166,1435149,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,2.0,3.0,4.0,YOUNG NATURALIST FOUNDATION INC,,529 FIFTH AVE,NEW YORK,NY,10017-4608,0.0,3.0,3.0,1000.0,198503.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,350.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1987,A,A33Z,0.0723723,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,857000,0,0,0,0,0,,1988,A33,198806,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
13838,133223734,0,0,0,0,0,0,0,0,456093,456093,456093,429633,5448,0,0,3988,7388,25000,1940,5448,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,2.0,TOP SHOWS INC,,584 BROADWAY STE 1008,NEW YORK,NY,10012-3253,0.0,3.0,3.0,1000.0,198410.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,603.0,B9710,,1.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.506236,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,456093,456093,0,0,0,0,,1990,A61,199006,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
13844,133224400,114186,0,0,0,151,35237,0,0,543052,543052,657238,810480,-96735,0,0,102213,109842,45706,206577,0,0,0,0,0,0,0,0,0,0,0,,A61Z,,2.0,3.0,3.0,BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,,199 CHAMBERS ST S 110,NEW YORK,NY,10007-1006,0.0,3.0,3.0,1000.0,199011.0,1.0,13.0,1.0,13.0,0.0,10.0,6,ARTS CENTER INC,59.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A61Z,A61,,PC,O,AR,A,IN,,1987,A,A61Z,0.969251,10007.0,10007.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,657238,542901,0,0,0,0,,1988,A61,198806,NY,10007.0,NEW YORK,,,PC,O,AR,A,IN,,A61,A
13854,133227173,0,0,0,0,0,0,0,0,172695,172695,172695,173881,-614,0,0,962,14776,390,15390,-624,0,0,0,0,0,0,0,0,0,0,,A33Z,,1.0,2.0,2.0,LEARNING ENRICHMENT INCORPORATED,,50 VANDERBILT AVE,NEW YORK,NY,10017-3814,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,1.0,13.0,198606.0,20.0,12,,120.0,994.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1987,A,A33Z,0.149202,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,172695,172695,0,0,0,0,,1987,A33,198712,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
13862,133228541,0,0,0,0,0,0,0,0,116865,116865,116865,116865,0,0,0,6500,53000,47000,53000,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,1.0,2.0,2.0,METRO-ACCESS INC,,110 E 23RD ST STE 2ND FLR,NEW YORK,NY,10010-4517,0.0,3.0,3.0,1000.0,199001.0,1.0,16.0,5.0,13.0,0.0,10.0,12,,121.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1989,A,A30Z,0.9723450000000001,10010.0,10010.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,116865,116865,0,0,0,0,,1989,A30,198912,NY,10010.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A
13865,133229407,571030,0,0,0,10554,73283,0,0,11774,11774,582804,637013,169599,0,0,227808,178589,4000,8990,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,2.0,3.0,3.0,AMERICAN FOUNDATION FOR RESISTANCE INTERNATIONAL,,101 E 52ND ST 12TH FLR,NEW YORK,NY,10022-6018,0.0,3.0,3.0,1000.0,198504.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1987,A,A33Z,0.351937,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,582804,1220,0,0,0,0,,1987,A33,198712,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
13871,133230452,28188,0,0,0,0,7467,0,0,15467,15467,43655,42388,1093,1500,0,3826,3491,4000,2398,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,PLAYWRIGHTS PREVIEW PRODUCTIONS LTD,% FRANES HILL,17 E 47TH ST,NEW YORK,NY,10017-1920,0.0,3.0,3.0,1000.0,198411.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.628254,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,43655,15467,0,0,0,0,,1989,A65,198906,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13880,133234967,67050,0,0,0,0,0,0,0,73744,73744,140794,130897,-45809,0,0,12810,-303,68518,45506,0,0,0,0,0,0,0,0,0,0,0,,A65B,,0.0,2.0,2.0,THEATRE OFF PARK INC,,224 WAVERLY PL,NEW YORK,NY,10014-2405,0.0,3.0,3.0,1000.0,198604.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,90.0,119.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65B,A02,6.0,PC,O,AR,A,IN,,1989,A,A65B,0.20599099999999998,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,140794,73744,0,0,0,0,,1990,A02,199007,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A0265,A
13883,133235682,1977,0,0,0,0,0,0,0,50989,50989,52966,57805,-4358,0,0,2762,2523,2281,6881,0,0,0,0,0,0,0,0,0,0,0,,A63Z,,1.0,1.0,1.0,BALLET SCHOOL OF NEW YORK INC,,30 E 31ST ST,NEW YORK,NY,10016-6825,0.0,3.0,3.0,1000.0,198508.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,30.0,90.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A63Z,A63,,PC,O,AR,A,IN,,1989,A,A63Z,0.38549,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,52966,50989,0,0,0,0,,1989,A63,198912,NY,10016.0,NEW YORK,,,PC,O,AR,A,IN,,A63,A
13887,133237110,15361,0,0,0,2618,0,0,0,197441,197441,212802,212377,-1247,29000,0,25180,119114,26852,120361,0,0,0,0,0,0,0,0,0,0,0,,A34Z,,2.0,2.0,2.0,CORPORATION FOR EDUCATIONAL RADIO AND TELEVISION,,211 W 56TH ST 32H AND J,NEW YORK,NY,10019-4325,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,1.0,13.0,198812.0,10.0,12,,121.0,994.0,122.0,B9710,,0.0,1,1,4.0,1,36061.0,,A34Z,A34,,PC,O,AR,A,IN,,1989,A,A34Z,0.315695,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,212802,194823,0,0,0,0,,1989,A34,198912,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A34,A
13900,133240366,66212,0,0,0,2712,0,0,0,186396,186396,252608,317664,20265,0,0,90321,31673,5000,11408,20265,0,0,0,0,0,0,0,0,0,0,,A69Z,,1.0,2.0,2.0,NEW YORK POPS INC,% NORMAN SIGALOW PC,881 7TH AVE,NEW YORK,NY,10019-3210,0.0,3.0,3.0,2000.0,198404.0,1.0,15.0,1.0,13.0,198509.0,10.0,9,,90.0,994.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1988,A,A69Z,0.6869,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,252608,183684,0,0,0,0,,1989,A69,198909,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A
13906,133242710,57667,0,0,0,2225,9826,0,0,15908,15908,73575,74538,42972,0,0,53539,53469,9604,10497,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,A62Z,1.0,1.0,1.0,SCHOOL OFHARD KNOCKS INC,BONNIE STEIN,201 E 4TH ST,NEW YORK,NY,10009-7233,0.0,3.0,3.0,1.0,198502.0,1.0,15.0,1.0,1.0,0.0,10.0,8,,90.0,119.0,603.0,ALM97,1992.0,1.0,1,1,4.0,1,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1988,A,A6EZ,0.565126,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,73575,13683,0,0,0,0,,1989,A6E,198908,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
13908,133242922,50033,0,0,0,0,0,0,0,393092,393092,443125,269526,-41533,32658,0,26747,11046,37825,52579,-41533,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,HARBOR SHAKESPEARE FESTIVAL INC,,33 GREENWICH ST,NEW YORK,NY,10014-2701,0.0,3.0,3.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.8584459999999999,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,443125,393092,0,0,0,0,,1988,A65,198812,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13915,133244944,27897,0,0,0,0,0,0,0,21747,21747,49644,46364,20218,0,0,19183,21978,2245,1760,20218,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,MUSIC FROM CHINA INC,,170 PARK ROW SUITE 12D,NEW YORK,NY,10038-1100,0.0,3.0,3.0,1000.0,198703.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,126.0,0.0,B9606,1996.0,1.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.5996,10038.0,10038.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,49644,21747,0,0,0,0,,1989,A60,198912,NY,10038.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
13920,133246099,191867,0,0,0,10,40916,0,0,10,10,191877,211674,7116,0,0,26913,7116,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,1.0,2.0,2.0,FRIENDS OF NEW OUTLOOK INC,,295 SEVENTH AVE,NEW YORK,NY,10001-6015,,3.0,3.0,1000.0,198904.0,,15.0,,,,,12,,120.0,0.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1988,A,A33Z,0.8950290000000001,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,191877,0,0,0,0,0,,1988,A33,198812,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
