,EIN,DocCD,TAXPER,TaxPer_OLD,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,NAICS,LONGITUDE,LATITUDE,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,epostcard
255532,582400427,92,201008,201008,N,4,1,4,Y,1,1,0,2009,201122,A650,2009,220678,0,0,0,0,0,0,0,0,0,394956,410008,-61113,0,0,61331,132700,103130,193813,0,0,0,0,0,0,0,0,4261,159540,1655,8822,,390695,390695,0,0,0,0,0,5916,0,-19313,0,0,0,0,0,0,0,-41799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,995,1,29492134010171,2010,N,10018-6507,10018.0,IN,,582400427201008,5824004272010.0,8,995.0,90.0,0.0,520 EIGHTH AVE 3RD FL STE 307,3.0,0.0,NEW YORK,1.0,CARA L REICHEL,1.0,16.0,10.0,0.0,PROSPECT THEATER COMPANY INC,1.0,199809.0,,NY,rtf10pc,2.0,2.0,2.0,2.0,A65,A,0,L,0,36061,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.5493100000000001,A,66321,c4,2006,147512,c4,2006,0,ag,0,-61113.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,132700,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,6845,c4,2006,,,,,,,711110.0,-73.992568,40.753705,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
256095,582527196,92,201006,201006,N,3,1,3,Y,1,1,0,2009,201123,A60,2009,4361,0,0,0,0,0,0,0,0,0,26480,28682,25505,0,0,27707,25505,0,0,0,0,0,0,0,0,0,0,0,4875,17122,122,,26480,26480,0,0,0,0,0,17122,0,-2202,0,0,0,0,0,0,0,27707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492134114161,2010,N,10013-6027,10013.0,IN,,582527196201006,5825271962010.0,6,0.0,0.0,0.0,380 BROADWAY FL 4,3.0,0.0,NEW YORK,1.0,ROBERT L BUCKWATER,1.0,15.0,20.0,0.0,BLUE COYOTE THEATER GROUP INC,1.0,200103.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A65,A,0,L,0,36061,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.37804,B,4361,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,1968,av,0,3872,av,0,2281,av,0,7369,av,0,7490.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,711110.0,-73.98594140000002,40.6640533,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
256581,582640089,93,200912,200912,N,6,1,4,Y,1,1,0,2009,201114,A23,2009,0,0,0,0,2062,0,0,0,0,0,367599,279867,196339,31800,0,1026608,1104339,918000,908000,0,0,0,0,0,0,0,0,0,365537,0,0,,367599,367599,0,0,0,0,0,0,0,87732,0,36287,7317,0,0,0,0,108608,0,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493001050151,2009,N,11432-3042,11432.0,IN,,582640089200912,5826400892009.0,12,0.0,0.0,0.0,8658 MIDLAND PKWY,3.0,200612.0,JAMAICA,1.0,,1.0,15.0,10.0,0.0,UTPL-NY INC,1.0,200203.0,,NY,rtf10pc,4.0,2.0,2.0,2.0,A23,A,4,M,2005,36081,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.35206,B,0,a,2009,0,a,2009,0,dd,2003,196339.0,c4,2005.0,0,dd,2003,0,dd,2003,0,dd,2003,1104339,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2005.0,0.0,c4,2005.0,0,a,2009,,,,,,,710000.0,-73.782815,40.714169,,u,,73292,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,2830,dd,2003,,u,,,u,,0,dd,2003,21789,dd,2003,0,dd,2003,,u,,,u,,
256758,582674169,92,201012,201012,N,2,1,3,Y,1,1,0,2010,201137,A23,2010,40507,0,0,0,0,0,0,0,0,0,40507,36507,-1425,0,0,8590,15731,14015,17156,0,0,0,0,0,0,0,0,0,0,0,0,,40507,40507,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,-5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492232144251,2010,N,11235-2748,11235.0,IN,,582674169201012,5826741692010.0,12,0.0,0.0,0.0,2805 E 26TH STREET STE 2-D,3.0,200712.0,BROOKLYN,2.0,RAISA I CHERNINA,1.0,15.0,20.0,0.0,BE PROUD INC,1.0,200312.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A23,A,0,L,0,36047,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.52562,B,40507,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,696,av,0,1009,av,0,1391,av,0,9196,av,0,5021.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,710000.0,-73.94274948,40.58442546,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
256803,582684001,92,201012,201012,N,4,1,3,Y,1,1,0,2010,201121,A80,2010,15000,47271,0,0,0,0,0,0,0,0,83889,57152,49368,0,0,93312,125842,79600,76474,0,0,0,0,0,0,0,0,0,0,0,21618,,83889,83889,0,0,0,0,0,0,0,26737,0,0,0,0,0,0,0,13712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492133019881,2010,N,11357-1742,11357.0,IN,,582684001201012,5826840012010.0,12,0.0,0.0,0.0,1224 149TH ST,3.0,200812.0,WHITESTONE,1.0,BENNY POLITO,1.0,15.0,10.0,0.0,ASSOCIAZIONE SACCHESE D AMERICA INC,1.0,200503.0,,NY,rtf10pc,2.0,1.0,1.0,1.0,A80,A,0,L,0,36081,5602.0,5600.0,A80,A,PC,O,AR,A,A,,AR,AR,AR,0.16055,B,15000,ez,2010,0,ez,2010,0,ag,0,,u,,6332,av,0,4239,av,0,27118,av,0,2713,av,0,69267,av,0,51362.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,712120.0,-73.815616,40.78880605,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
261247,593014602,92,201012,201012,N,1,1,3,Y,1,1,0,2010,201129,A6E0,2010,2825,0,0,0,0,0,0,0,0,0,27500,28204,40039,0,0,743,39,-40000,-40000,0,0,0,0,0,0,0,0,0,24675,0,0,,27500,27500,0,0,0,0,0,0,0,-704,0,0,0,0,0,0,0,-39257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,30,1,29492176076031,2010,N,10023-1725,10023.0,IN,,593014602201012,5930146022010.0,12,30.0,90.0,0.0,240 W 75TH ST APT 8A,3.0,0.0,NEW YORK,2.0,,1.0,11.0,20.0,0.0,INTERNATIONAL INSTITUTE OF VOCAL ARTS INC,1.0,199103.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A6E,A,0,L,0,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,,AR,AR,AR,0.65009,A,2825,c4,2006,0,c4,2006,0,dd,2003,40039.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,4,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,611610.0,-73.981859528,40.781225979,,u,,5009,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,1436,dd,2003,,u,,,u,,0,dd,2003,112,dd,2003,0,dd,2003,,u,,,u,,
264202,593786010,92,200812,201012,N,4,1,3,Y,1,1,0,2008,200936,A70,2008,92148,0,0,0,0,0,0,0,0,0,92148,82586,147202,0,0,137640,147202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92148,92148,0,0,0,0,0,0,0,9562,0,0,0,0,0,0,0,137640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492234036079,2008,N,10118-0000,10118.0,IN,,593786010200812,5937860102008.0,12,0.0,0.0,0.0,C/O S HIRSCH 350 FIFTH AVE,3.0,200812.0,NEW YORK,1.0,HIRSCH,1.0,15.0,20.0,0.0,SAMUEL AND RUTH HIRSCH FOUNDATION INC,1.0,200503.0,,NY,CORE09pc,,,,,A70,A,0,L,0,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,,AR,AR,AR,0.96562,B,92148,c4,2005,0,c4,2005,0,ag,0,147202.0,c4,2005.0,1920,ag,0,23986,ag,0,40152,ag,0,7357,ag,0,50194,ag,0,49020.0,ag,0.0,0.0,c4,2005.0,0.0,c4,2005.0,0,c4,2005,,,,,,,710000.0,-73.954595,40.707994,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
266947,611349915,92,201008,201108,N,1,1,3,Y,1,1,0,2009,201107,A65,2009,47804,0,0,0,0,0,0,0,0,0,55203,48033,3716,0,0,6889,4710,10343,994,0,0,0,0,0,0,0,0,0,7399,0,0,,55203,55203,0,0,0,0,0,0,0,7170,0,0,0,0,0,0,0,-3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492022068421,2010,N,10002-8030,10002.0,IN,,611349915201008,6113499152010.0,8,0.0,0.0,0.0,605 WATER ST APT 21B,3.0,0.0,NEW YORK,2.0,LORNA LITTLEWAY,1.0,15.0,20.0,0.0,JUNETEENTH FESTIVAL,1.0,200004.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A84,A,0,L,0,36061.0,5602.0,5600.0,A84,A,PC,O,AR,A,A,,AR,AR,AR,0.5242399999999999,A,47804,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,712120.0,-73.98462009999999,40.711817466999996,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
267261,611404777,92,201006,201106,N,1,1,3,Y,1,1,0,2009,201129,A60,2009,11937,0,0,0,0,0,0,0,0,0,27463,47217,350,0,0,22027,2456,1923,2106,0,0,0,0,0,0,0,0,0,14996,0,530,,27463,27463,0,0,0,0,0,0,0,-19754,0,0,0,0,0,0,0,20104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492176061351,2010,N,10108-2396,10108.0,IN,,611404777201006,6114047772010.0,6,0.0,0.0,0.0,PO BOX 2396,3.0,0.0,NEW YORK,2.0,,1.0,16.0,20.0,0.0,STRIKE ANYWHERE INC,1.0,200405.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A60,A,0,L,0,36061.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,,AR,AR,AR,0.96565,B,11937,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,190,av,0,373,av,0,220,av,0,710,av,0,6364.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,711100.0,-73.9907,40.7601,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
267320,611416521,92,201006,201006,N,3,1,4,Y,1,1,0,2009,201121,A65,2009,75629,0,0,0,15,0,0,0,0,0,260907,246289,59065,0,0,64696,83327,41064,24262,0,0,0,0,0,0,0,0,0,185263,0,0,,260907,260907,0,0,0,0,0,0,0,14618,0,0,0,0,0,0,0,23632,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492136025491,2010,N,10013-3461,10013.0,IN,,611416521201006,6114165212010.0,6,0.0,0.0,0.0,52 WHITE STREET,3.0,0.0,NEW YORK,1.0,LAURA STEVENS PRESIDENT,1.0,15.0,10.0,0.0,MANHATTAN CHILDRENS THEATRE INC,1.0,200209.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A65,A,0,L,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.39219,A,75629,c4,2006,0,c4,2006,0,dd,2003,59065.0,c4,2006.0,0,dd,2003,15150,dd,2003,0,dd,2003,37876,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,711110.0,-74.00290600000001,40.718555,,u,,86082,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,21281,dd,2003,,u,,,u,,0,dd,2003,13630,dd,2003,0,dd,2003,,u,,,u,,
267324,611417378,93,200912,200912,N,1,1,3,Y,1,1,0,2009,201027,A65,2009,83049,0,0,0,0,0,0,0,0,0,83049,73096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,83049,83049,0,0,0,0,0,0,0,9953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493170248010,2009,N,10474-0001,10474.0,IN,,611417378200912,6114173782009.0,12,0.0,0.0,0.0,PO BOX 740015,3.0,0.0,BRONX,1.0,LIZA SPRINGER,1.0,15.0,10.0,0.0,CONTEMPORARY BALLET THEATRE INC,1.0,200407.0,,NY,CORE09pc,,,,,A63,A,0,L,0,36005.0,5602.0,5600.0,A63,A,PC,O,AR,A,A,,AR,AR,AR,0.41791999999999996,A,67811,c4,2006,15238,c4,2006,0,ag,0,1.0,c4,2006.0,0,av,0,0,av,0,0,av,0,0,av,0,0,av,0,0.0,av,0.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,711120.0,-73.8845,40.8106,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
267364,611423856,92,200912,201012,N,4,1,4,Y,1,1,0,2009,201103,A33,2009,177028,0,0,0,7763,0,89401,17446,0,0,297318,273704,177832,0,0,569999,444204,326380,266372,0,0,0,0,0,0,0,0,0,0,0,5680,,207917,207917,0,0,0,0,0,0,106847,-65787,0,0,0,0,0,0,0,243619,0,0,0,0,0,7763,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492352034220,2009,N,10014-1903,10014.0,IN,,611423856200912,6114238562009.0,12,0.0,0.0,0.0,239 W 12TH ST APT 3C,3.0,0.0,NEW YORK,2.0,JILL SCHOOLMAN,1.0,16.0,10.0,0.0,ARCHIPELAGO BOOKS INC,1.0,200301.0,,NY,rtf10pc,2.0,2.0,2.0,2.0,A70,A,0,L,0,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,,AR,AR,AR,0.40885,A,173258,c4,2005,0,c4,2005,0,dd,2003,-3799989.0,c4,2005.0,0,dd,2003,1510,dd,2003,0,dd,2003,2832,dd,2003,5286,dd,2003,6783.0,dd,2003.0,0.0,c4,2005.0,3977821.0,c4,2005.0,3770,c4,2005,,,,,,,710000.0,,,,u,,7429,dd,2003,0,dd,2003,0,dd,2003,2737,dd,2003,21896,dd,2003,,u,,,u,,0,dd,2003,13294,dd,2003,0,dd,2003,,u,,,u,,
267554,611458810,92,201107,201107,N,2,1,4,Y,1,1,0,2010,201151,A6B,2010,45090,16206,0,0,37,0,924,9040,0,0,129687,127302,20385,0,0,18924,20385,0,0,0,0,0,0,0,0,0,0,0,58390,0,0,,128763,128763,0,0,0,0,0,0,9965,1461,0,0,0,0,0,0,0,18924,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492330093191,2011,N,10011-3656,10011.0,IN,,611458810201107,6114588102011.0,7,0.0,0.0,0.0,180 W 20TH ST STE 11-M,3.0,0.0,NEW YORK,1.0,JOHN B MACLAY,1.0,15.0,10.0,0.0,FRIENDS OF THE CHORAL SOCIETY INC,1.0,200408.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A1168,A,0,L,0,36061.0,5602.0,5600.0,A116,A,PC,S,ZA,A,A,,AR,AR,AR,0.02332,A,45090,ez,2011,0,ez,2011,0,ag,0,,u,,294,av,0,2512,av,0,9518,av,0,532,av,0,4115,av,0,3820.0,av,0.0,,u,,,u,,0,ez,2011,,,,,,,813219.0,-73.996594465,40.742201896,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
267628,611472746,93,200912,201012,N,9,1,8,Y,1,1,0,2009,201103,A51,2009,2261499,0,19841620,21119159,457082,0,316548,467585,0,0,25099826,4308841,45430138,334171,3805,57585124,53892995,15415298,8462857,0,0,0,0,0,0,0,0,38438,157132,0,15198,,3258961,3258961,0,-1277539,1300000,366720,933280,38438,784133,-1049880,0,1346315,146783,8200000,7900000,0,0,42169826,0,0,0,0,0,457082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493345190030,2009,N,11106-4926,11106.0,IN,,611472746200912,6114727462009.0,12,0.0,0.0,0.0,3237 VERNON BLVD,3.0,0.0,LONG IS CITY,1.0,AMY HAU,1.0,15.0,10.0,0.0,ISAMU NOGUCHI FOUNDATION AND GARDEN MUSEUM,1.0,200412.0,NOGUCHI MUSEUM,NY,rtf10pc,,4.0,,4.0,A51,A,63,X,2009,36081.0,5602.0,5600.0,A51,A,PC,O,AR,A,A,,AR,AR,AR,0.15434,B,480713,j1,2009,0,j1,2009,0,s1,2008,43742709.0,j1,2009.0,0,s1,2008,408701,s1,2008,26054272,s1,2008,17314,s1,2008,23483417,j1,2009,20912109.0,s1,2008.0,0.0,j1,2009.0,1687429.0,j1,2009.0,1780786,j1,2009,,,,,,,712110.0,-73.936914272,40.766791328000004,,u,,339117,s1,2008,229827,s1,2008,0,s1,2008,460923,s1,2008,74372,s1,2008,,u,,,u,,127157,s1,2008,185294,s1,2008,103667,s1,2008,,u,,,u,,
267882,611524101,92,201012,201012,N,3,1,4,Y,1,1,0,2010,201151,A20,2010,78084,0,0,0,0,0,0,0,0,0,167053,133550,35704,0,0,1784,35852,7,148,0,0,0,0,0,0,0,0,5484,83471,0,14,,161569,161569,0,0,0,0,0,5484,0,28019,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492323044101,2010,N,10014-2713,10014.0,IN,,611524101201012,6115241012010.0,12,0.0,0.0,0.0,41 PERRY ST APT 2A,3.0,201112.0,NEW YORK,2.0,MONICA BILL BARNES,1.0,15.0,10.0,0.0,MONICA BILL BARNES & COMPANY,1.0,200711.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A20,A,0,L,0,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,,AR,AR,AR,0.05984,B,78084,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,1587,av,0,2300,av,0,3170,av,0,20958,av,0,1043.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,710000.0,-74.002801758,40.736150298000005,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
275470,640866909,92,201012,201012,N,1,1,3,Y,1,1,0,2010,201120,B99,2010,19354,5782,0,0,0,0,0,0,0,0,47126,54062,8953,0,0,15889,8953,0,0,0,0,0,0,0,0,0,0,0,21990,0,0,,47126,47126,0,0,0,0,0,0,0,-6936,0,0,0,0,0,0,0,15889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,559,1,93492130002161,2010,N,10003-1502,10003.0,IN,,640866909201012,6408669092010.0,12,559.0,0.0,0.0,228 PARK AVE S,3.0,0.0,NEW YORK,1.0,HOWARD UNIVERSITY,1.0,16.0,10.0,0.0,NATIONAL BLACK GRADUATE STUDENT ASSOCIATION INC,1.0,199710.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A23,A,0,L,0,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.76856,A,19354,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,396,av,0,574,av,0,792,av,0,5234,av,0,,,,,u,,,u,,0,ez,2010,,,,,,,710000.0,-73.988516,40.73785,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
275833,640961295,92,200912,200912,N,1,1,3,Y,1,1,0,2009,201123,A700,2009,94877,0,0,0,0,0,0,0,0,0,94877,93925,-24758,0,0,1516,2468,27226,27226,0,0,0,0,0,0,0,0,0,0,0,0,,94877,94877,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,-25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492134166081,2009,N,11201-2719,11201.0,IN,,640961295200912,6409612952009.0,12,0.0,0.0,0.0,96 PIERREPONT ST APT 4,3.0,201112.0,BROOKLYN,1.0,STEPHEN PIERSON,1.0,16.0,10.0,0.0,CANTEEN ARTS INC,1.0,200802.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A70,A,0,L,0,36047.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,,AR,AR,AR,0.3399,B,94877,ez,2009,0,ez,2009,0,ag,0,,u,,32,ag,0,402,ag,0,673,ag,0,123,ag,0,842,ag,0,505.0,ag,0.0,,u,,,u,,0,ez,2009,,,,,,,710000.0,-73.99329399999999,40.695147,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
275846,640965574,92,201012,201012,N,4,1,3,Y,1,1,0,2010,201128,A990,2010,55613,0,0,0,447,0,0,0,0,0,56060,31073,176709,0,0,151722,176709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56060,56060,0,0,0,0,0,0,0,24987,0,0,0,0,0,0,0,151722,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492169286141,2010,N,10019-7416,10019.0,IN,,640965574201012,6409655742010.0,12,0.0,0.0,0.0,825 EIGHTH AVE,3.0,201112.0,NEW YORK,1.0,ARLETY CAMPOS,1.0,15.0,10.0,0.0,AMERICAN FRIENDS OF THE HENRI- CARTIER BRESSON FOUNDATION INC,1.0,200801.0,CRAVATH SWAINE MOORE,NY,rtf10pc,2.0,1.0,1.0,1.0,A99,A,0,L,0,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,,AR,AR,AR,0.4251,B,55613,ez,2010,0,ez,2010,0,ag,0,,u,,2305,ag,0,28794,ag,0,48200,ag,0,8831,ag,0,60256,ag,0,50525.0,ag,0.0,,u,,,u,,0,ez,2010,,,,,,,710000.0,-73.98638199999999,40.762184000000005,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
