,EIN,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,p6ExmPF,p6DomOrg,p7Polit,p7Liquid,p7PoFClm,p7DisSal,p7DisBor,p7DisSer,p7DisPay,p7DisTra,p7PayGvt,p7UndInc,p7BusInt,p7JeoInv,p7Propag,p7Elect,p7IndGrt,p7OrgGrt,p7OthPur,P1GRENTS,pgoods,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6INVTAX,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,PF112,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,ASCD,INCCD,FRCD,ACCPER,ASSETS,INCOME,NEGINCOM,SEC_NAME,FIPS,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,CONVTOCO,SUBSEC2,ZIP5,ntee1,nteecc,RandNum,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,FisYr,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7618,133863402,199912,200032,29491204034080,A99Z,N,Y,0,1,1999,3,4,5,3,602,510025,0,1044,0,0,0,0,0,79950,511069,81860,429209,80875,59,1,0,431323,0,0,0,0,0,431323,0,10673,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1044,0,1910,985,925,985,0,0,0,0,431323,0,431323,1,0,0,0,0,0,0,0,1,0,216719,10672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAHN FAMILY FOUNDATION INC,% NATHAN KAHN,4663 WALDO AVE,RIVERDALE,NY,10471-3061,0.0,3.0,1000.0,199512.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36005.0,602.0,0.0,0.0,B9710,,,3.0,10471,A,A99,0.371423,10471,5602.0,5600.0,36005.0,,1999,NY,10471,RIVERDALE,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7651,133876967,199912,200037,29491197045010,A54Z,N,Y,0,1,1999,2,1,2,3,119,11500,0,0,0,0,0,0,0,11150,11500,11735,-235,0,0,0,1,725,0,0,0,0,0,725,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,585,0,0,0,585,725,0,0,725,0,725,0,0,0,0,0,0,0,0,0,0,1500,0,1,0,0,0,1,11150,6695,170408,977983,1166236,725,960,147750,477918,627353,0,0,0,0,0,0,0,0,0,0,11500,68242,628116,599377,1307235,0,0,11376,46476,57852,0,0,0,0,0,0,ELF AQUITAINE INTERNATIONAL FOUNDATION INC,% EUGENE G MCGUIRE,280 PARK AVE 36TH FLR,NEW YORK,NY,10017-1216,0.0,3.0,1000.0,199606.0,1.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,119.0,602.0,0.0,B9710,,,3.0,10017,A,A54,0.37494299999999997,10017,5602.0,5600.0,36061.0,,1999,NY,10017,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A54,A
7658,133885307,199909,200013,29491064018140,A51Z,N,Y,0,1,1998,2,8,6,3,91,2520730,35957,4688,90179,0,0,1315,71346,0,2652869,341172,2311697,335603,83336,1667,40645,12482998,448817,200000,0,648817,1679,12480932,0,134112,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,84156,41960,341172,820,335603,820,1315,0,0,0,12480932,0,12481319,1667,0,0,15,0,0,0,0,1652,0,2723094,0,40645,8487,2877,0,52009,335603,194375,158379,0,688357,12480932,10171627,9859734,0,32512292,9535196,9939671,9688621,0,29163488,89408,7412,9921,0,106741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NANCY GRAVES FOUNDATION INC,% HECHT & COMPANY,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1000.0,199704.0,1.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,9,0,0,,,36061.0,91.0,0.0,0.0,B9710,,,3.0,10018,A,A51,0.0518721,10018,5602.0,5600.0,36061.0,,1999,NY,10018,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A51,A
7665,133888497,199912,200050,29491281002190,A51Z,N,Y,0,1,1999,3,4,1,3,91,0,0,5468,0,0,0,0,0,75000,5468,76200,-70732,75318,4751,48,0,104954,0,0,0,0,0,104954,0,5911,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5468,0,1200,717,318,717,0,654,0,0,104954,0,104954,48,0,0,0,0,0,0,0,48,0,120026,5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LYNN TENDLER BIGNELL FOUNDATION,% GUY BIGNELL,158 E 35TH ST,NEW YORK,NY,10016-4102,0.0,3.0,1000.0,199610.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,91.0,0.0,0.0,B9710,,,3.0,10016,A,A51,0.369859,10016,5602.0,5600.0,36061.0,,1999,NY,10016,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A51,A
7670,133893379,200003,200042,29491260051230,A20Z,N,Y,0,1,1999,2,2,3,3,91,72500,0,0,0,0,9819,0,0,0,82319,82106,213,78096,0,0,9819,24273,0,0,0,0,0,24273,0,335,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,3259,0,9819,82106,0,78096,0,0,13548,0,0,24273,0,24273,0,0,0,0,0,0,0,0,0,0,6805,0,335,633,0,91,1059,78096,110348,352197,424371,965012,1,0,352197,424371,776568,0,0,0,0,0,223,422,939,1143,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMERICAN FOUNDATION FOR TEXTILE ART INC,,499 PARK AVENUE,NEW YORK,NY,10022-1240,0.0,3.0,1000.0,199703.0,1.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,3,0,0,,,36061.0,91.0,119.0,120.0,B9710,,,3.0,10022,A,A20,0.786772,10022,5602.0,5600.0,36061.0,,2000,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A40,A
7681,133902358,199912,200034,29491218056090,A60J,N,Y,0,1,1999,3,4,4,3,602,272880,1917,9739,0,0,0,3217,0,47650,287753,158638,129115,145314,0,0,0,452566,194341,0,0,194341,0,452307,0,19095,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,11656,0,110988,13323,97664,13323,0,0,0,0,452307,0,452566,0,0,0,0,0,0,0,0,0,0,387711,19095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,% JAY S HARRIS,909 THIRD AVENUE 27TH FLO,NEW YORK,NY,10022-4731,0.0,3.0,1000.0,199702.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,602.0,119.0,0.0,B9710,,,3.0,10022,A,A60,0.718137,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A1260,A
7764,133921831,199912,200030,29491190154190,A99Z,N,Y,0,1,1999,3,6,6,3,602,3004483,4267,32400,461372,0,0,0,0,147160,3502522,148285,3354237,147555,863850,8639,36667,4129208,0,3004483,0,3004483,0,4173121,0,65602,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,863850,36667,1125,0,395,0,0,0,0,0,4173121,0,4129208,8639,0,0,794,0,0,2774,0,5071,0,1332014,56963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BARBARA M ZALAZNICK FOUNDATION,% ERIC KAPLAN,1285 AVENUE OF THE AMERIC,NEW YORK,NY,10019-6028,0.0,3.0,1000.0,199704.0,1.0,4.0,2.0,13.0,0.0,5.0,5.0,1.0,12,825813,825813,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10019,A,A99,0.48418100000000003,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7801,133926887,199812,200003,29491001057090,A60Z,N,Y,0,1,1998,3,5,6,3,119,771574,18363,11390,266017,0,0,0,0,234197,1067344,268203,799141,266236,295399,5908,0,882240,169859,38341,0,208200,0,1041115,0,32560,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,295770,0,34006,371,32039,371,0,10681,0,0,1041115,0,882240,5908,0,0,800,0,6000,0,0,-892,892,661110,26652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAURA PELS INTERNATIONAL FOUNDATION INC,% LAURA PELS,234 W 44TH STREET,NEW YORK,NY,10036-3909,0.0,3.0,1000.0,199703.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,119.0,90.0,0.0,B9710,,,3.0,10036,A,A60,0.8198120000000001,10036,5602.0,5600.0,36061.0,,1998,NY,10036,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A60,A
7809,133930172,199912,200045,29491232060090,A99Z,N,Y,0,1,1999,3,8,6,3,602,0,646285,0,812500,0,0,0,0,1597268,1458785,1597974,-139189,1597874,11896285,237926,0,21356164,0,6644807,0,6644807,0,27564397,0,1546540,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,11896285,0,706,0,606,0,0,69244,0,0,27564396,0,21356164,237926,0,0,905,0,0,0,0,237021,0,31401832,1308614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOMORROW FOUNDATION,% LAURA BAUDO SILLERMAN,150 EAST 58 STREET,NEW YORK,NY,10155-0002,0.0,3.0,1000.0,199704.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10155,A,A99,0.398034,10155,5602.0,5600.0,36061.0,,1999,NY,10155,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7840,133935646,199912,200030,29491190095180,A99Z,N,Y,0,1,1999,3,6,5,3,602,0,10981,12129,535357,0,0,0,0,85200,558467,101900,456567,85200,543846,10877,0,2193267,0,1559582,0,1559582,0,2226448,0,88096,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,558467,0,16700,14621,0,14621,0,25248,0,0,2226448,0,2193267,10877,0,0,7800,0,0,0,0,3077,0,1788752,77219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCHLOSS FAMILY FOUNDATION INC,% WALTER J SCHLOSS,52 VANDERBILT AVENUE,NEW YORK,NY,10017-3808,0.0,3.0,1000.0,199704.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10017,A,A99,0.543651,10017,5602.0,5600.0,36061.0,,1999,NY,10017,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7841,133935786,199912,200028,29491176145100,T22,N,Y,0,1,1999,3,1,1,3,119,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLASSICAL MUSIC FOUNDATION OF NEW YORK,% DON LEWIS,80 RIVERSIDE DRIVE,NEW YORK,NY,10024-5725,0.0,3.0,1200.0,199807.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,119.0,0.0,0.0,bm981,,,3.0,10024,T,T22,0.463175,10024,5602.0,5600.0,36061.0,,1999,NY,10024,NEW YORK,PF,S,ZC,T,T,IN,,PU,PU,OT,,,,,,,A68,A
7853,133936809,199912,200043,29491218007130,A50,N,Y,0,1,1999,2,1,1,3,60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,86000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,86000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,0,0,0,4300,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MELLIJOR CHARITABLE FOUNDATION INC,% WILLIAM BORDEN,200 W 57TH ST STE 802,NEW YORK,NY,10019-3211,0.0,3.0,1000.0,199806.0,1.0,3.0,1.0,11.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,60.0,0.0,0.0,bm981,,,3.0,10019,A,A50,0.0736984,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A50,A
7859,133938484,199906,200009,82491324009039,A99I,N,Y,0,1,1998,3,4,1,3,119,0,0,2321,0,0,0,0,0,1025,2321,1100,1221,1025,1221,24,1,190081,0,187600,0,187600,0,271581,13476,13500,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2321,0,75,75,0,1100,0,0,0,0,271581,0,190081,24,0,0,0,0,0,0,0,24,0,270000,13476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BETTY RETTER FOUNDATION,% BETTY RETTER,210 CENTRAL PARK SOUTH,NEW YORK,NY,10019-1416,0.0,3.0,1000.0,199707.0,1.0,4.0,2.0,13.0,0.0,0.0,0.0,1.0,6,0,0,,,36061.0,119.0,0.0,0.0,B9710,,,3.0,10019,A,A99,0.19774,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7956,133952016,199912,200039,29491253019150,A20Z,N,Y,0,1,1999,3,6,4,3,91,0,5839,6665,327673,0,0,0,0,337000,340177,387601,-47424,337000,306190,3062,0,1422916,0,1275000,0,1275000,0,1560450,0,65163,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,340177,0,50601,33987,0,33987,0,0,0,0,1560450,0,1422916,3062,0,0,1640,0,0,0,25,1447,0,1323099,62101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAINTER HILL FOUNDATION,% HOWARD ROWER,84 MACDOUGAL STREET,NEW YORK,NY,10012-2505,0.0,3.0,1000.0,199708.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,91.0,602.0,0.0,B9710,,,3.0,10012,A,A20,0.598237,10012,5602.0,5600.0,36061.0,,1999,NY,10012,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A20,A
7985,133965025,199907,200030,29491085025050,B99,N,Y,0,1,1998,2,5,2,3,119,11151,415,0,291,0,0,0,0,600,11857,80404,-68547,18086,706,14,0,754973,0,0,0,0,32000,754973,0,37294,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,706,415,79804,0,17486,0,2062,31552,0,0,754973,32000,722973,14,0,0,0,0,0,0,0,14,0,779246,37280,37294,0,0,0,37294,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERARD SOUZAY VOCAL ARTS FOUNDATION INC,% LOU BROUDY,230 PARK AVE STE 2400,NEW YORK,NY,10169-2499,0.0,3.0,1000.0,199802.0,1.0,3.0,1.0,11.0,0.0,0.0,0.0,1.0,7,0,0,,,36061.0,119.0,0.0,0.0,bm981,,,3.0,10169,B,B99,0.531993,10169,5602.0,5600.0,36061.0,,1999,NY,10169,NEW YORK,PF,O,ED,B,B,IN,,ED,ED,ED,,,,,,,A1268,A
7994,133968595,199912,200030,29491190134140,A31,N,Y,0,1,1999,2,4,4,3,0,101250,1616,0,0,0,0,0,0,5000,102866,6841,96025,5000,1616,32,1616,444659,0,0,0,0,0,444659,0,4424,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1616,1616,1841,0,0,0,0,7116,0,0,444659,0,444659,32,0,0,0,0,0,0,0,32,0,89835,0,1616,1258,0,0,2874,126430,155600,76788,0,358818,1,0,0,0,1,0,0,0,0,0,2949,2921,1377,0,7247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOUNDATION FOR FILM PRESERVATION INC,% STARR & COMPANY LLC,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,2.0,199906.0,1.0,3.0,1.0,11.0,0.0,4.0,4.0,1.0,12,149835,150000,,SCORSESE MARTIN TTEE,36061.0,0.0,0.0,0.0,bm991,,,3.0,10022,A,A31,0.791531,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A31,A
8000,133970766,200003,200052,29491211007060,A99,N,Y,0,1,1999,2,4,3,3,59,2684,2552,9061,15034,0,0,0,0,11725,29332,20565,8767,20409,26648,266,0,376124,125099,141062,17875,284036,0,360384,0,17838,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,26648,0,8840,0,8684,0,0,2395,0,0,360384,0,376124,266,0,0,0,0,0,0,0,266,0,362202,17572,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW YORK CLASSICAL CLUB INC,% HARRY B EVANS,125 BROAD ST,NEW YORK,NY,10004-2400,0.0,3.0,1000.0,199806.0,1.0,3.0,1.0,95.0,0.0,0.0,0.0,1.0,3,0,0,,,36061.0,123.0,0.0,0.0,bm981,,,3.0,10004,A,A99,0.93511,10004,5602.0,5600.0,36061.0,,2000,NY,10004,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
8028,133977614,199809,200003,82491317049229,A20,N,Y,0,1,1997,2,1,3,3,0,78311,0,0,0,0,0,0,76000,0,78311,78117,194,78117,0,0,0,194,0,0,0,0,0,194,0,5,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,78117,0,78117,0,0,194,0,0,194,0,194,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,1,78117,0,0,0,78117,194,0,0,0,194,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOHNNIE L COCHRAN JR ART FUND INC,% JOHNNIE L COCHRAN JR,99 HUDSON ST 8TH FL,NEW YORK,NY,10013-2815,0.0,3.0,1.0,199906.0,1.0,3.0,1.0,11.0,0.0,0.0,0.0,1.0,9,0,0,,,36061.0,0.0,0.0,0.0,bm991,,,3.0,10013,A,A20,0.9367,10013,5602.0,5600.0,36061.0,,1998,NY,10013,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A12,A
8077,133981562,199911,200038,29491190118170,A51,N,Y,0,1,1998,2,4,3,3,60,77190,57,6662,0,-45288,0,0,0,10675,38621,26007,12614,19288,6719,0,0,162192,0,6017,0,6017,0,162533,0,6926,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6719,6719,15332,0,8613,0,6719,156175,0,0,162533,0,162192,0,0,0,0,0,0,0,0,0,0,140639,0,0,694,0,0,694,19288,8500,0,0,27788,162533,98930,0,0,261463,0,0,0,0,0,4617,5381,0,0,9998,77190,312100,0,0,389290,772,3121,0,0,3893,6719,1767,0,0,8486,0,MICA FOUNDATION,% MORSE ZELNICK ROSE & LANDER LLP,450 PARK AVENUE SUITE 902,NEW YORK,NY,10022-2605,0.0,3.0,1200.0,199811.0,1.0,3.0,1.0,11.0,0.0,0.0,0.0,1.0,11,0,0,,,36061.0,60.0,0.0,0.0,bm981,,,3.0,10022,A,A51,0.9756309999999999,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A51,A
8128,133995881,199906,200014,29491064049070,A20,N,Y,0,1,1998,3,6,5,3,0,200000,7991,0,0,0,0,0,0,0,725913,569445,156468,4000,0,0,0,3177756,0,0,0,0,7500,3177756,151024,155024,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,517922,0,525913,525913,569445,565445,4000,565445,565445,0,0,0,3177756,0,3170256,0,0,0,0,0,0,0,0,0,0,3147691,155024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LUCILLE LORTEL THEATRE FOUNDATION INC,% HECHT AND COMPANY PC,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1.0,199907.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,6,0,0,,,36061.0,0.0,0.0,0.0,bm991,,,3.0,10018,A,A20,0.570631,10018,5602.0,5600.0,36061.0,,1999,NY,10018,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A65,A
8219,134018495,199912,200031,29491204064010,T20,N,Y,0,1,1999,3,1,2,3,602,0,57,0,0,0,444,10805,0,3700,11306,4992,6314,3700,57,1,11306,6314,0,0,0,0,0,6314,0,156,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,4296,57,11306,1292,0,0,0,0,6314,0,0,6314,0,6314,1,0,0,0,0,0,0,0,1,0,3157,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD 101-9 SMOOTH JAZZ FOUNDATION,% WQCD-FM RADIO,395 HUDSON STREET 7TH FLO,NEW YORK,NY,10014-3669,0.0,3.0,1.0,199811.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,602.0,0.0,0.0,bm991,,,3.0,10014,T,T20,0.47692299999999993,10014,5602.0,5600.0,36061.0,,1999,NY,10014,NEW YORK,PF,S,ZC,T,T,IN,,PU,PU,OT,,,,,,,A6C,A
8319,134069592,199912,200034,29491218056160,T30,N,Y,0,1,1999,3,8,8,3,0,33196250,129752,0,0,0,0,0,0,930350,33326002,943894,32382108,930350,127148,2543,0,32443879,0,0,0,0,61771,32443879,0,128118,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,129752,0,13544,2604,0,2604,0,14916,0,0,32443880,0,32382108,2543,0,0,0,0,2543,0,0,0,0,5364410,125575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KEREN KESHET-THE RAINBOW FOUNDATION,% ROCHELLE KORMAN,1133 AVENUE OF THE AMERIC,NEW YORK,NY,10036-6710,0.0,3.0,1.0,199908.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,0.0,0.0,0.0,bm991,,,3.0,10036,T,T30,0.393986,10036,5602.0,5600.0,36061.0,,1999,NY,10036,NEW YORK,PF,S,ZD,T,T,IN,,PU,PU,OT,,,,,,,A12,A
8363,136000245,200006,200042,29491267024070,,N,Y,0,1,1999,3,1,1,3,119,3000,0,0,0,0,0,0,0,0,3000,4612,-1612,4612,0,0,0,942,0,0,0,0,21609,942,0,105,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,4612,0,4612,0,0,942,0,0,942,0,-20667,0,0,0,0,0,0,0,0,0,0,2129,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BALLET SOCIETY INC,,5 W 73RD ST,NEW YORK,NY,10023-3101,0.0,3.0,2000.0,194710.0,1.0,4.0,1.0,13.0,0.0,2.0,3.0,1.0,6,13620,94046,,,36061.0,119.0,59.0,927.0,B9710,,,3.0,10023,Z,Z99,0.450295,10023,5602.0,5600.0,36061.0,,2000,NY,10023,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A63,A
