,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,STYEAR,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,NteeFinal,nteeFinal1
11417,134057282,200611,200714.0,29491076058007.0,T50,N,Y,0.0,1.0,3.0,6.0,4.0,3,0.0,25000,56042,4463,2927,0,68,0,146429,88500,189383,-100883,163638,45054,0,1669958,0,296373,0,296373,0,1707287,0,84612,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,63500,0,42954,18446,17209,18446,0,0,0,0,1707287,0,1669958,451,0,0,5368,0,0,0,0,1000,451,1718002,84161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134057282200611.0,1340572822006.0,rtf06pf,-4917,3917,10018.0,TRIO FOUNDATION,ANCHIN BLOCK & ANCHIN,1375 BROADWAY FL 18,NEW YORK,NY,10018-7032,0.0,3.0,1.0,200008.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A6C,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.025639999999999996,PC,O,AR,A,,,A6C,A
11435,134065722,200612,200750.0,29491223038067.0,A65,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,1893,0,0,0,0,0,0,0,1893,1132,761,0,0,0,50,0,0,0,0,0,547,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,760,0,0,0,0,0,0,0,547,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134065722200612.0,1340657222006.0,rtf06pf,0,0,10016.0,FANG THEATRE COMPANY LTD,SUZANNE AGINS,386 PARK AVE S STE 1200,NEW YORK,NY,10016-8804,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A65,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.53298,PC,O,AR,A,,,A65,A
11459,134069592,200612,200725.0,29491160086177.0,T30,N,Y,0.0,1.0,3.0,9.0,9.0,3,0.0,5000000,1081201,2995166,7743697,0,5313788,116587,19843519,22186673,23971263,-1784590,22252907,16166128,0,285402173,17028792,25881763,11109688,54020243,7214863,285402173,0,13489899,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,52821,0,17078974,0,4127744,912846,2235473,912846,0,0,0,159168580,285402173,0,278187310,161661,0,0,153200,0,0,0,0,0,161661,273906575,13328238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134069592200612.0,1340695922006.0,rtf06pf,8461,0,10028.0,KEREN KESHET-THE RAINBOW FOUNDATION,ROCHELLE KORMAN,1015 PARK AVE,NEW YORK,NY,10028-0904,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.00428,PC,S,ZB,A,,,A12,A
11461,134069969,200606,200717.0,29491097011187.0,A20,N,Y,0.0,1.0,2.0,9.0,8.0,3,0.0,0,1079814,117811,-162597,0,27889,0,3510000,1062917,3700689,-2637772,3560092,1084921,1173846,67651533,10393035,0,4298034,14691069,0,78992449,0,3403386,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,1199680,1199680,190689,114759,50092,114759,25834,831256,0,32503045,78992449,0,67651533,21698,0,0,25834,0,0,0,0,4136,21698,69104276,0,1173846,1263613,1594970,2333288,6365717,2210092,2146294,1644206,78574394,84574986,78992449,77107944,77964496,83322113,317387002,8265000,8265000,9365000,7765000,33660000,2268924,2293195,2397016,2485227,9444362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134069969200606.0,1340699692006.0,rtf06pf,-4136,0,10153.0,AMERICAN ART FOUNDATION INC,MEREDITH EDWARDS,767 FIFTH AVE 40TH FL,NEW YORK,NY,10153-0023,0.0,3.0,2.0,199911.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.054189999999999995,PC,S,ZB,A,,,A12,A
11475,134073167,200612,200720.0,29491118028127.0,A11,N,Y,0.0,1.0,3.0,2.0,1.0,3,0.0,237,0,1478,0,0,0,0,42500,1715,42737,-41022,42500,1478,0,21098,0,0,0,0,0,21098,0,1693,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1478,0,237,0,0,0,0,0,0,0,21098,0,21098,30,0,0,0,0,0,0,0,0,30,34371,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134073167200612.0,1340731672006.0,rtf06pf,30,0,10128.0,YOUNG FOUNDATION,,1088 PARK AVE,NEW YORK,NY,10128-1132,0.0,3.0,1.0,200002.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,YOUNG JOHN TTEE,,0.0,N,,36061.0,5602.0,5600.0,,A11,,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.38656999999999997,PC,S,ZA,A,,,A11,A
11478,134074036,200701,200735.0,29491076038007.0,A6C,N,Y,0.0,20.0,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,258,-258,258,0,0,1,0,0,0,0,0,1,0,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,258,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,134074036200701.0,1340740362007.0,rtf06pf,0,0,10007.0,A CHILDS VOICE INC,ALBERT KALTER,225 BROADWAY RM 1806,NEW YORK,NY,10007-3751,0.0,3.0,2.0,199910.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,1,,,0.0,N,,36061.0,5602.0,5600.0,,A6C,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.72534,PC,O,AR,A,,,A6C,A
11517,134080444,200612,200737.0,29491161055147.0,A11,N,Y,0.0,1.0,2.0,5.0,4.0,3,0.0,296345,0,0,0,0,3829,0,0,300174,71380,228794,11001,0,0,855649,0,0,0,0,68172,855649,0,6846,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,3829,71380,0,11001,0,60379,229480,0,0,855649,0,787477,0,0,0,0,0,0,0,0,0,0,139014,0,1,0,0,0,1,187365,142040,163010,167375,659790,0,0,0,0,0,0,0,0,0,0,4564,1195,1010,1902,8671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134080444200612.0,1340804442006.0,rtf06pf,0,0,10022.0,PARNASSUSWORKS FOUNDATION,RICHARD A RIFKIND,425 E 58TH ST,NEW YORK,NY,10022-2300,0.0,3.0,2.0,200001.0,1.0,3.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A11,,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.47844,PC,S,ZA,A,,,A11,A
11553,134086699,200612,200716.0,29491090034207.0,A68,N,Y,0.0,1.0,2.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134086699200612.0,1340866992006.0,rtf06pf,0,0,10023.0,SAMUEL GOTTSCHALL CULTURAL FOUNDATION,JOV THEODORE SOMESFALEAN,170 W END AVE APT 22R,NEW YORK,NY,10023-5414,0.0,3.0,1.0,200102.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A1220,20,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.62648,PC,S,ZB,A,,,A1220,A
11674,134097150,200612,200736.0,29491237032007.0,A54,N,Y,0.0,1.0,2.0,1.0,3.0,3,0.0,39300,0,0,0,0,0,0,0,39300,37618,1682,37618,0,0,1682,0,0,0,0,0,1682,0,44,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,37618,0,37618,0,0,1682,0,0,1682,0,1682,0,0,0,0,0,0,0,0,0,0,891,0,1,0,0,0,1,0,0,0,0,0,841,0,0,0,841,841,0,0,0,841,0,0,0,0,0,39300,0,0,0,39300,0,0,0,0,0,0,0,0,0,0,2006,2006,134097150200612.0,1340971502006.0,rtf06pf,0,0,10006.0,INDIA HOUSE FOUNDATION,BRAUNER BARON ROSENZWEIG & KLEIN,61 BROADWAY FL 18,NEW YORK,NY,10006-2708,0.0,3.0,1.0,200604.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A54,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.76579,PC,O,AR,A,,,A54,A
11703,134103203,200606,200705.0,29491013095217.0,A51,N,Y,0.0,1.0,3.0,3.0,1.0,3,0.0,0,1817,0,0,0,0,0,0,1817,511,1306,511,1817,1817,99148,0,0,0,0,0,99148,0,4852,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1817,1817,511,0,511,0,0,0,0,0,99148,0,99148,36,0,0,0,0,0,0,0,0,36,98519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134103203200606.0,1341032032006.0,rtf06pf,36,0,10017.0,AMERICAN FRIENDS OF THE PUSHKIN MUSEUM INC,IMOWITZ KOENIG & CO LLP,622 THIRD AVE 33RD FLR,NEW YORK,NY,10017-6707,0.0,3.0,1.0,200003.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A1150,50,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.3536,PC,S,ZA,A,,,A1150,A
11710,134105372,200612,200751.0,29491335043217.0,A65,N,Y,0.0,1.0,2.0,3.0,2.0,3,0.0,12112,0,0,0,0,0,0,0,12112,6612,5500,6612,0,0,30350,0,0,0,0,0,30350,0,1402,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6612,0,6612,0,0,30350,0,0,30350,0,30350,0,0,0,0,0,0,0,0,0,0,28475,0,0,0,0,183,183,6612,3915,2793,24887,38207,0,0,0,0,0,0,0,0,0,0,935,487,339,122,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134105372200612.0,1341053722006.0,rtf06pf,0,0,10036.0,AMERICAN STUDIO THEATER INC,US TRUST COMPANY OF NEW YORK,114 W 47TH ST TAXRGR,NEW YORK,NY,10036-1510,0.0,3.0,2.0,200205.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A6E,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.7668,PC,O,AR,A,,,A6E,A
11739,134115047,200603,200711.0,29491055000017.0,A25,N,Y,0.0,1.0,2.0,7.0,4.0,3,0.0,2500,0,43494,45478,0,58958,87200,0,150430,185221,-34791,115249,34415,34414,8549478,0,1383394,0,1383394,50000,8495795,0,64207,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,43494,102452,185221,9079,115249,9079,68038,0,0,0,8495795,50000,8499478,688,0,0,729,0,0,0,6,35,688,1303693,0,34414,27672,21214,19120,102420,115249,60408,76999,179015,431671,8495795,8420214,8436017,8276450,33628476,7143673,7164673,7164340,7172457,28645143,42805,40631,38243,33817,155496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134115047200603.0,1341150472006.0,rtf06pf,-35,0,10022.0,SAUL STEINBERG FOUNDATION,JOHN SILBERMAN ASSOCIATES PC,145 EAST 57TH STREET,NEW YORK,NY,10022-2141,0.0,3.0,2.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,,0.0,N,,36061.0,5602.0,5600.0,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.11165,PC,O,AR,A,,,A25,A
11807,134135854,200606,,,,,,,,,,,3,,0,0,0,0,0,10,0,0,10,120,-110,120,0,0,458,0,0,0,0,0,458,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,10,0,0,0,0,0,458,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134135854200606.0,1341358542006.0,core05pf,0,0,11238.0,ASSEMBLY PRODUCTIONS INC,,93 UNDERHILL AVE APT 5B,BROOKLYN,NY,11238-3931,0.0,3.0,3.0,200102.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,ASSEMBLY,,0.0,N,,36047.0,5602.0,5600.0,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.33907,PC,O,AR,A,,,A65,A
11808,134136043,200606,200714.0,29491062029037.0,B99,N,Y,0.0,1.0,3.0,4.0,3.0,3,0.0,41913,1085,0,86000,0,0,0,0,128998,9247,119751,6554,87085,1085,479170,0,179000,0,179000,86400,674762,0,23316,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,87085,1085,9247,0,6554,0,0,193023,0,0,674762,0,392770,1742,0,0,96,0,1,0,0,0,1742,473427,22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134136043200606.0,1341360432006.0,rtf06pf,1645,0,10118.0,POLLACK ART FOUNDATION INC,L WOLLIN,350 5TH AVE STE 2822,NEW YORK,NY,10118-2896,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.36706,PC,S,ZB,A,,,A12,A
11817,134137385,200612,200734.0,29491160098177.0,A126,N,Y,0.0,1.0,3.0,3.0,3.0,3,0.0,34954,0,0,0,0,0,0,30000,34954,30600,4354,30600,0,0,38978,0,0,0,0,0,38978,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,38978,0,0,38978,0,38978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134137385200612.0,1341373852006.0,rtf06pf,0,0,10463.0,BILLY TAYLOR FOUNDATION INC,CAROL HERNANDEZ CPA,555 KAPPOCK ST,RIVERDALE,NY,10463-6420,0.0,3.0,1.0,200202.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36005.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.42708,PC,S,ZB,A,,,A12,A
11820,134138151,200612,200749.0,93491330002017.0,A54,N,Y,0.0,1.0,3.0,3.0,1.0,3,0.0,0,16,0,0,0,0,0,0,16,0,16,0,16,0,26535,0,0,0,0,21738,26535,0,236,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16,0,0,0,0,0,0,26535,0,0,26535,0,4797,0,0,0,0,0,0,0,0,0,0,4785,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134138151200612.0,1341381512006.0,rtf06pf,0,0,10119.0,HOLOCAUST ART & REMEMBRANCE FOUNDATION,MELVYN WEISS,1 PENN PLZ FL 49,NEW YORK,NY,10119-4899,0.0,3.0,1.0,200101.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A1280,80,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.09742999999999999,PC,S,ZB,A,,,A1280,A
11826,134138655,200512,,,,,,,,,,,3,,307300,0,0,0,0,0,0,52948,307300,280567,26733,306441,0,0,9351,0,0,0,0,37815,9351,0,622,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,0,0,227619,0,253493,0,0,4351,0,0,0,0,-28464,0,0,0,0,0,0,0,0,0,0,12638,0,1,0,0,0,1,306441,484092,815873,895759,2502165,0,0,0,0,0,0,0,0,0,0,415,525,1355,2435,4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,134138655200512.0,1341386552005.0,core05pf,0,0,10153.0,COMMISSION FOR ART RECOVERY INC,ANDREW L JAGODA,767 FIFTH AVE 46TH FLR,NEW YORK,NY,10153-0023,0.0,3.0,1.0,200102.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.43295,PC,O,AR,A,,,A20,A
11846,134143098,200612,200752.0,29491335251227.0,A23,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,3800,0,0,0,0,0,0,3300,3800,3525,275,3300,0,0,859,0,0,0,0,0,859,0,36,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,225,0,0,0,0,859,0,0,859,0,859,0,0,0,0,0,0,0,0,0,0,722,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134143098200612.0,1341430982006.0,rtf06pf,0,0,10023.0,JINDHAG FOUNDATION,GANER GROSSBACH & GANER,1995 BROADWAY FL 16,NEW YORK,NY,10023-5882,0.0,3.0,1.0,200112.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200412.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.93161,PC,O,AR,A,,,A23,A
11911,134149853,200612,200752.0,29491314046007.0,T23,N,Y,0.0,1.0,3.0,8.0,8.0,3,0.0,18840604,114978,0,930,-4206,579444,83592,0,20169250,2402587,17766663,1547594,746025,753408,31162704,298845,0,274890,573735,144487,31162704,0,756819,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,637500,62061,753408,1328646,2402587,7383,1547594,7383,575238,56914,0,2530478,31162704,0,31018217,14921,0,0,0,0,6500,0,0,0,14921,15366873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134149853200612.0,1341498532006.0,rtf06pf,8421,0,10022.0,ELYSABETH KLEINHANS THEATRICAL FOUNDATION INC,ELYSABETH KLEINHANS,59 E 59TH ST,NEW YORK,NY,10022-1104,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A65,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.81597,PC,O,AR,A,,,A65,A
11916,134150082,200512,,,,,,,,,,,3,,4907120,15600,22150,24286,0,636005,0,0,5617561,3626664,1990897,2426435,0,61098,43610804,0,0,0,0,116060,43610804,0,299486,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12400,0,74244,167750,3626664,106652,2426435,106652,106652,0,0,2207968,0,0,43494744,0,0,0,0,0,0,0,0,0,0,6080942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,134150082200512.0,1341500822005.0,core05pf,0,0,10112.0,STONE BARNS RESTORATION CORP,RICHARD N CATALDO,30 ROCKEFELLER PLZ STE 5600,NEW YORK,NY,10112-0002,0.0,3.0,1.0,200107.0,2.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A50,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9581,PC,O,AR,A,,,A50,A
11944,134156715,200512,,,,,,,,,,,3,,0,84,0,0,0,0,0,0,84,945,-861,0,0,0,5371,0,0,0,0,0,5371,0,286,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,945,0,945,0,0,5371,0,0,0,0,5371,0,0,0,0,0,0,0,0,0,0,5802,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,134156715200512.0,1341567152005.0,core05pf,0,0,10165.0,INDIAN DIAMOND & JEWELRY CHARITABLE FUND OF NY INC,NORMAN J TANNENBAUM,60 E 42ND ST STE 2536,NEW YORK,NY,10165-2599,0.0,3.0,1.0,200107.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,B,A,T,PU,OT,PU,IN,,PF,S,ZC,T,0.9948100000000001,PF,S,ZC,T,,,A23,A
11970,134165975,200608,200712.0,29491034033017.0,A23,N,Y,0.0,1.0,2.0,3.0,4.0,3,0.0,128979,20,0,0,0,0,42000,700,128999,117690,11309,120224,20,2554,30079,0,0,0,0,6471,30079,0,1271,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,20,0,116990,0,119524,0,-2534,25852,0,0,30079,0,23608,0,0,0,0,0,0,0,0,0,0,25797,0,1271,114,0,0,1385,120224,121158,124927,120129,486438,30079,21170,13411,7490,72150,30079,21170,13411,7490,72150,0,0,0,0,0,128979,129315,128326,113761,500381,128979,129315,128326,113761,500381,0,0,0,0,0,2005,2006,134165975200608.0,1341659752006.0,rtf06pf,0,0,10036.0,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,EMIKO AKUTAGAWA LINDSAY,28 WEST 44TH STREET 1023,NEW YORK,NY,10036-7410,0.0,3.0,1.0,200112.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,8,RINRI TOMO-NO-KAI,,0.0,N,M,36061.0,5602.0,5600.0,,A1170,70,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.06788,PC,S,ZA,A,,,A1170,A
12002,134179518,200703,200735.0,29491216053067.0,A25,N,Y,0.0,1.0,2.0,2.0,3.0,3,0.0,73696,68,0,0,0,18576,0,2000,92340,72491,19849,72451,28,18644,23155,0,0,0,0,0,23155,0,614,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,68,18644,70491,40,70451,40,0,23155,0,0,23155,0,23155,0,0,0,0,0,0,0,0,0,0,12476,0,614,96,232,232,1174,72451,1850,13115,1309,88725,0,0,0,0,0,0,0,0,0,0,409,64,155,155,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,134179518200703.0,1341795182007.0,rtf06pf,0,0,10001.0,INSTITUTE OF MASTERS OF WINE NORTH AMERICA LTD,TANNENBAUM HELPERN SYRACUSE,350 7TH AVE RM 1201,NEW YORK,NY,10001-5013,0.0,3.0,2.0,200309.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,,0.0,N,,36061.0,5602.0,5600.0,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9824799999999999,PC,O,AR,A,,,A25,A
