,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY,NetLandEstimate,NetLandCode,NetLandYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,NumEmpEstimate,NumEmpCode,NumEmpYr,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,PayAfflEstimate,PayAfflCode,PayAfflYr
275933,237022729,WOOSTER GROUP INC,,PO BOX 654,NEW YORK,NY,10013-0654,10013.0,,A650,3,15.0,196905.0,1.0,6.0,90.0,88.0,119.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,900792,505458,2704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,5851.0,5851.0,0.0,0.0,0.0,0.0,5851,5851,0,0,0,0,7927,1416881,1416881,1422732,154574.0,694977.0,92732.0,0.0,1432031,-15150,,1451908.0,1640858,0.0,0.0,0.0,0.0,0.0,73215.0,277315,0.0,0.0,1378693.0,1363543,N,0,0,0.0,0.0,7,4624054,0,0,13430,2703389,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,839892.0,542966.0,0.0,3217.0,0.0,0.0,0.0,0.0,0.0,10534.0,1396609.0,1419116.0,-22507.0,109330.0,706212.0,92186.0,0.0,93,237022729_201306_990,IN,,237022729201306,2370227292013,93493133022064.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.09452999999999999,A,711110.0,,,,,0,rtf13_990_VER,164453,0,133052,f1,2013.0,0,f1,2013.0,748,f1,2013,0,f1,2013,383310,f1,2013,65564,c4,2006,835228,c4,2006,0,c4,2006,54,f1,2013,15851,f1,2013,67276,f1,2013,0,f1,2013,0,f1,2013,16259,f1,2013,57045,f1,2013,0,f1,2013,57045,f1,2013,104638,f1,2013,25176,f1,2013,0,f1,2013,0,f1,2013,203503,f1,2013,0,f1,2013
276035,133475390,LOWER EAST SIDE TENEMENT MUSEUM,,91 ORCHARD ST,NEW YORK,NY,10002-3132,10002.0,,A540,3,15.0,198812.0,1.0,6.0,200.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,3193331,4782936,7661,0.0,0.0,279116.0,0.0,279116.0,0.0,0.0,0.0,279116.0,0.0,279116.0,0.0,0,0.0,0,0.0,0,0.0,208628.0,208628.0,0.0,0.0,0.0,0.0,208628,208628,0,0,0,0,0,8263044,8263044,8471672,425491.0,3478909.0,311323.0,41900.0,8306402,-43358,,25784828.0,25228566,0.0,0.0,1751759.0,1500000.0,0.0,10688572.0,10175668,0.0,0.0,15096256.0,15052898,Y,0,0,0.0,0.0,7,18117288,0,0,734481,17831001,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,4723012.0,4095311.0,0.0,10279.0,266733.0,0.0,0.0,0.0,0.0,12635.0,9107970.0,7195971.0,1911999.0,395923.0,2965254.0,292362.0,67500.0,93,133475390_201306_990,IN,,133475390201306,1334753902013,93493133024194.0,A54,A,36061.0,5602.0,5600.0,A54,A,PC,O,AR,A,A,1,AR,AR,AR,0.28386999999999996,A,712110.0,,,,,0,rtf13_990_VER,164581,0,19462373,f1,2013.0,0,f1,2013.0,191832,f1,2013,2650319,f1,2013,236046,f1,2013,648959,c4,2004,2544372,c4,2004,0,c4,2004,153,f1,2013,495668,f1,2013,804611,f1,2013,3624,f1,2013,0,f1,2013,685379,f1,2013,74537,f1,2013,0,f1,2013,74537,f1,2013,259888,f1,2013,354890,f1,2013,86725,f1,2013,0,f1,2013,1325357,f1,2013,0,f1,2013
276266,111773636,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,,SUITE M16,BROOKLYN,NY,11201-0000,11201.0,,A690,3,15.0,195601.0,1.0,6.0,119.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,1065829,176163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,43212,1285204,1285204,1285204,45000.0,516389.0,78091.0,0.0,1288560,-3356,,3484731.0,3395104,0.0,0.0,462967.0,405645.0,0.0,833568.0,747297,0.0,0.0,2651163.0,2647807,N,0,0,0.0,0.0,7,7027731,0,0,0,2868324,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,4381141.0,202552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54106.0,4637799.0,2197514.0,2440285.0,166659.0,891179.0,122874.0,0.0,93,111773636_201306_990,IN,,111773636201306,1117736362013,93493133028284.0,A69,A,36047.0,5602.0,5600.0,A69,A,PC,O,AR,A,A,1,AR,AR,AR,0.9231799999999999,A,711130.0,,,,,0,rtf13_990_VER,164887,0,0,f1,2013.0,0,f1,2013.0,3237590,f1,2013,0,f1,2013,41017,f1,2013,608907,j4,2011,456922,j4,2011,0,j4,2011,176,f1,2013,292131,f1,2013,36291,f1,2013,16241,f1,2013,0,f1,2013,0,f1,2013,24436,f1,2013,0,f1,2013,24436,f1,2013,57044,f1,2013,58327,f1,2013,21295,f1,2013,0,f1,2013,143315,f1,2013,0,f1,2013
276366,112565236,ARBA SICULA INC,,8000 UTOPIA PKWY,JAMAICA,NY,11439-9000,11439.0,SAINT JOHNS UNIVERSITY,,3,16.0,198202.0,1.0,12.0,92.0,90.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,77101,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,77101,77101,77101,0.0,0.0,0.0,0.0,40954,36147,,137420.0,173567,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,137420.0,173567,N,0,0,0.0,0.0,9,0,0,0,0,0,17536,0,0,0,0,17536,1,core2012pc,201212.0,2012.0,93.0,39255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39255.0,37899.0,1356.0,0.0,0.0,0.0,0.0,93,112565236_201312_990,IN,,112565236201312,1125652362013,93493133029464.0,A23,A,36081.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.13523,A,710000.0,,,,,0,rtf13_990_VER,165004,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,123272,f1,2013,0,j4,2009,77101,j4,2009,0,j4,2009,0,a,2013,375,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,175,f1,2013,0,f1,2013,175,f1,2013,0,f1,2013,5459,f1,2013,0,f1,2013,0,f1,2013,34945,f1,2013,0,f1,2013
276387,134009314,EUROPEAN AMERICAN MUSICAL ALLIANCE INC,,1160 5TH AVE APT 201,NEW YORK,NY,10029-6933,10029.0,PHILIP LASSER,A25,3,16.0,200001.0,1.0,6.0,0.0,0.0,0.0,3.0,2100.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,30500,243842,1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14360,289909,289909,289909,95658.0,0.0,7584.0,0.0,278947,10962,,343842.0,309329,0.0,0.0,0.0,0.0,0.0,261441.0,215965,82401.0,93364.0,82401.0,93364,N,0,0,0.0,0.0,9,0,0,0,0,0,196369,1092264,0,0,5970,1294603,1,core2012pc,201206.0,2012.0,93.0,42602.0,229542.0,0.0,1235.0,0.0,0.0,0.0,0.0,0.0,13141.0,286520.0,287771.0,-1251.0,82934.0,0.0,6671.0,0.0,93,134009314_201306_990,IN,,134009314201306,1340093142013,93493133029724.0,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.44146,A,711130.0,,,,,0,rtf13_990_VER,165030,0,1968,f1,2013.0,0,f1,2013.0,0,f1,2013,61481,f1,2013,190132,f1,2013,0,j4,2009,30500,j4,2009,0,j4,2009,2,f1,2013,6208,f1,2013,87177,f1,2013,197,f1,2013,0,f1,2013,923,f1,2013,14089,f1,2013,4500,f1,2013,14089,f1,2013,0,f1,2013,952,f1,2013,0,f1,2013,0,f1,2013,61659,f1,2013,0,f1,2013
276454,133899185,AMERICAN FRIENDS OF THE ROYAL CONCERTGEBOUW ORCHESTRA INC,,C/O ANDREA AXELROD 175 W 92ND ST,NEW YORK,NY,10025-0000,10025.0,ANDREA AXELROD,A69,3,15.0,199610.0,1.0,12.0,994.0,602.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,1052,0,25347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195622.0,0,195622.0,-1706,0.0,-1706,-1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,24693,24693,220315,0.0,0.0,0.0,0.0,508175,-483482,,555471.0,71989,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,555471.0,71989,N,0,0,0.0,0.0,9,0,0,0,0,0,548999,58333,0,0,63424,670756,1,core2012pc,201212.0,2012.0,93.0,6572.0,2227.0,0.0,-28730.0,0.0,0.0,0.0,0.0,0.0,36309.0,16378.0,34313.0,-17935.0,4875.0,0.0,0.0,0.0,93,133899185_201312_990,IN,,133899185201312,1338991852013,93493133030594.0,A1169,A,36061.0,5602.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.31606,A,813219.0,,,,,0,rtf13_990_VER,165117,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,71989,f1,2013,0,c4,2005,1052,c4,2005,0,c4,2005,0,a,2013,30559,f1,2013,0,f1,2013,0,f1,2013,476174,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,26,f1,2013,0,f1,2013,0,f1,2013,1416,f1,2013,0,f1,2013
276905,113451990,UNITED HINDU CULTURAL COUNCIL OF U S A NORTH AMERICA,,11809 SUTTER AVE,S OZONE PARK,NY,11420-2407,11420.0,CHAN JAMOONA,P81,3,15.0,199903.0,1.0,6.0,0.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,245262,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,245274,245274,245274,0.0,0.0,0.0,0.0,245625,-351,,26426.0,27737,,0.0,,0.0,0.0,5470.0,7131,,0.0,20956.0,20606,N,0,0,0.0,0.0,7,1580025,0,0,240,0,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,92.0,158829.0,2507.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,161339.0,159538.0,1801.0,0.0,0.0,0.0,0.0,93,113451990_201306_990,IN,,113451990201306,1134519902013,93493133036964.0,A26,A,36081.0,5602.0,5600.0,A26,A,PC,O,AR,A,A,1,AR,AR,AR,0.47858999999999996,A,710000.0,,,,,0,rtf13_990_VER,165718,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,27737,f1,2013,240966,c4,2006,4296,c4,2006,0,c4,2006,0,a,2013,110000,f1,2013,38504,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,3250,f1,2013,0,f1,2013,0,f1,2013,93871,f1,2013,0,f1,2013
276947,112730714,AMERICAN MUSEUM OF THE MOVING IMAGE,,3601 35TH AVE,ASTORIA,NY,11106-1226,11106.0,,A500,3,15.0,198506.0,1.0,6.0,60.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,8969994,893811,206,0.0,0.0,275765.0,0.0,275765.0,0.0,0.0,0.0,275765.0,0.0,275765.0,0.0,0,0.0,0,0.0,0,0.0,243815.0,243815.0,0.0,0.0,0.0,0.0,243815,243815,0,231984,113364,118620,36253,10294649,10294649,10651828,329255.0,2504602.0,304756.0,58260.0,6883490,3411159,,7377688.0,9599375,0.0,0.0,1883378.0,1380000.0,0.0,3561763.0,2372291,0.0,0.0,3815925.0,7227084,N,0,0,0.0,0.0,7,33000387,0,0,427312,3999280,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,6268691.0,1526066.0,0.0,218.0,141167.0,0.0,0.0,0.0,229476.0,40415.0,8206033.0,8130184.0,75849.0,370442.0,2850346.0,366420.0,89100.0,93,112730714_201306_990,IN,,112730714201306,1127307142013,93493133038054.0,A50,A,36081.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.9422299999999999,A,712110.0,,,,,0,rtf13_990_VER,165777,0,5979053,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,423921,f1,2013,3524470,c4,2004,5445524,c4,2004,0,c4,2004,117,f1,2013,1060159,f1,2013,549842,f1,2013,111046,f1,2013,0,f1,2013,415863,f1,2013,64161,f1,2013,0,f1,2013,64161,f1,2013,210996,f1,2013,288637,f1,2013,220357,f1,2013,0,f1,2013,823816,f1,2013,0,f1,2013
276999,132839977,PUBLIC MEDIA INCORPORATED,,521 EAST 14TH STREET,NEW YORK,NY,10009-2917,10009.0,ROBERT RICHTER,A30Z,3,15.0,199212.0,1.0,6.0,121.0,122.0,123.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,200250,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,200250,200250,200250,0.0,0.0,0.0,0.0,246851,-46601,,110854.0,64253,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,110854.0,64253,N,0,0,0.0,0.0,7,611397,0,0,59,0,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,148625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148625.0,48851.0,99774.0,0.0,0.0,0.0,0.0,93,132839977_201306_990,IN,,132839977201306,1328399772013,93493133038744.0,A30,A,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.060070000000000005,A,510000.0,,,,,0,rtf13_990_VER,165846,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,64253,f1,2013,0,c4,2006,200250,c4,2006,0,c4,2006,0,a,2013,2530,f1,2013,0,f1,2013,0,f1,2013,237567,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,6754,f1,2013,0,f1,2013
277041,112656839,VICKY SIMEGIATOS DANCE COMPANY INC,,264 81ST ST,BROOKLYN,NY,11209-3806,11209.0,,A62,3,15.0,201103.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,12635,61218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,73853,73853,73853,0.0,0.0,0.0,0.0,56683,17170,,13602.0,27752,0.0,0.0,0.0,0.0,0.0,12275.0,9255,1327.0,0.0,1327.0,18497,N,0,0,0.0,0.0,9,0,0,0,0,0,23845,13257,0,0,0,37102,1,rtf2014_990,201212.0,2012.0,93.0,11210.0,13257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24467.0,23140.0,1327.0,0.0,0.0,0.0,0.0,93,112656839_201312_990,IN,,112656839201312,1126568392013,93493133039204.0,A62,A,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.6563,A,711120.0,,,,,0,rtf13_990_VER,165892,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,27752,f1,2013,2230,ar,0,9999,ar,0,406,ar,0,0,a,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,474,f1,2013,0,f1,2013,0,f1,2013,56209,f1,2013,0,f1,2013
277336,134046782,CLASSICAL THEATRE OF HARLEM INC,CLASSICAL THEATRE OF HARLEM,520 8TH AVENUE,NEW YORK,NY,10018-6507,10018.0,,A60,3,16.0,200105.0,1.0,6.0,0.0,0.0,0.0,3.0,2100.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,382346,39426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,421772,421772,421772,0.0,55472.0,23609.0,0.0,284895,136877,,33897.0,208564,0.0,0.0,0.0,0.0,0.0,235269.0,273059,0.0,0.0,-201372.0,-64495,N,0,0,0.0,0.0,9,0,0,0,0,0,1558588,443594,0,0,4,2002186,1,core2012pc,201206.0,2012.0,93.0,131769.0,137878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269647.0,461875.0,-192228.0,0.0,86715.0,30010.0,0.0,93,134046782_201306_990,IN,,134046782201306,1340467822013,93493133043284.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.35465,B,711110.0,,,,,0,rtf13_990_VER,166281,0,1449,f1,2013.0,0,f1,2013.0,12636,f1,2013,0,f1,2013,106029,f1,2013,0,c4,2006,382346,c4,2006,0,c4,2006,4,f1,2013,21424,f1,2013,0,f1,2013,23508,f1,2013,0,f1,2013,362,f1,2013,30171,f1,2013,0,f1,2013,30171,f1,2013,256,f1,2013,4912,f1,2013,0,f1,2013,0,f1,2013,125181,f1,2013,0,f1,2013
277395,133411791,BARROW GROUP INC,,PO BOX 5112,NEW YORK,NY,10185-5112,10185.0,,,3,15.0,198708.0,1.0,6.0,88.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,58131,966799,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1024930,1024930,1024930,28700.0,271777.0,31096.0,0.0,800479,224451,,321300.0,464430,0.0,0.0,0.0,0.0,0.0,152199.0,70878,0.0,0.0,169101.0,393552,N,0,0,0.0,0.0,7,635607,0,0,0,3064131,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,57444.0,583274.0,0.0,0.0,0.0,0.0,0.0,12362.0,0.0,0.0,653080.0,669452.0,-16372.0,30320.0,200521.0,22756.0,0.0,93,133411791_201306_990,IN,,133411791201306,1334117912013,93493133044114.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.6158399999999999,A,711110.0,,,,,0,rtf13_990_VER,166362,0,199054,f1,2013.0,0,f1,2013.0,33000,f1,2013,0,f1,2013,133778,f1,2013,1655,c4,2006,56476,c4,2006,0,c4,2006,8,f1,2013,102813,f1,2013,233801,f1,2013,3045,f1,2013,0,f1,2013,37653,f1,2013,10685,f1,2013,0,f1,2013,10685,f1,2013,0,f1,2013,10970,f1,2013,0,f1,2013,0,f1,2013,69939,f1,2013,0,f1,2013
277592,132584273,ALVIN AILEY DANCE FOUNDATION INC,,405 W 55TH ST,NEW YORK,NY,10019-4402,10019.0,,A620,3,16.0,196803.0,1.0,6.0,119.0,59.0,40.0,3.0,1200.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,10848634,23602208,2213442,0.0,87182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81182637.0,0,81182637.0,2220424,0.0,2220424,2220424.0,238569.0,1123545.0,-884976.0,0.0,0.0,0.0,238569,1123545,-884976,0,0,0,142781,38229695,38229695,120535877,2571614.0,13115094.0,1088061.0,0.0,35374596,2855099,,156824391.0,162409733,0.0,0.0,0.0,0.0,0.0,20684853.0,20793011,0.0,0.0,136139538.0,141616722,Y,0,0,0.0,0.0,9,0,0,0,0,0,57152151,106346370,0,0,11067322,175555236,1,soi11c39,201206.0,2012.0,93.0,14322871.0,22819015.0,0.0,1844324.0,0.0,536704.0,0.0,-939628.0,112251.0,396704.0,39092241.0,34552103.0,4540138.0,1343615.0,13876487.0,991874.0,0.0,93,132584273_201306_990,IN,,132584273201306,1325842732013,93493133046974.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.50881,A,711120.0,,,,,0,rtf13_990_VER,166608,0,39588633,f1,2013.0,0,f1,2013.0,2575579,f1,2013,93408746,f1,2013,11420512,f1,2013,530502,s1,2013,10318132,s1,2013,0,s1,2013,741,f1,2013,3812854,f1,2013,1831808,f1,2013,140748,f1,2013,0,f1,2013,1671614,f1,2013,4405542,f1,2013,1466518,f1,2013,4405542,f1,2013,1828492,f1,2013,526713,f1,2013,428043,f1,2013,0,f1,2013,2487495,f1,2013,0,f1,2013
277888,133054001,VISUAL ARTS RESEARCH & RESOURCE CTR RELATING TO THE CARIBBEAN INC,,103 E 125TH ST RM 602,NEW YORK,NY,10035-1636,10035.0,,A230,3,15.0,198209.0,1.0,6.0,123.0,119.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,271345,32555,3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1420,308328,308328,308328,100000.0,95195.0,29434.0,0.0,900855,-592527,,2569089.0,2122797,0.0,0.0,0.0,0.0,0.0,33317.0,179550,0.0,0.0,2535772.0,1943247,N,0,0,0.0,0.0,7,5925390,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,810938.0,22815.0,0.0,0.0,0.0,0.0,2112375.0,0.0,0.0,9312.0,2955440.0,673156.0,2282284.0,108631.0,113128.0,21220.0,0.0,93,133054001_201306_990,IN,,133054001201306,1330540012013,93493133052304.0,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.6793600000000001,A,710000.0,,,,,0,rtf13_990_VER,166992,0,32134,f1,2013.0,0,f1,2013.0,733542,f1,2013,0,f1,2013,1207603,f1,2013,270807,j4,2009,538,j4,2009,0,j4,2009,3,f1,2013,334879,f1,2013,79389,f1,2013,6068,f1,2013,0,f1,2013,63026,f1,2013,30191,f1,2013,0,f1,2013,30191,f1,2013,0,f1,2013,0,f1,2013,112701,f1,2013,0,f1,2013,49972,f1,2013,0,f1,2013
277892,131656636,AMERICAN IRISH HISTORICAL SOCIETY INC,,991 5TH AVE,NEW YORK,NY,10028-0101,10028.0,,A80Z,3,16.0,194301.0,1.0,12.0,62.0,61.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,721718,38855,12,0.0,0.0,78373.0,0.0,78373.0,0.0,0.0,0.0,78373.0,0.0,78373.0,0.0,0,0.0,0,0.0,0,0.0,135687.0,209441.0,-73754.0,0.0,0.0,0.0,135687,209441,-73754,0,0,0,0,765204,765204,974645,0.0,190220.0,14082.0,0.0,967590,-202386,,7950260.0,7534726,0.0,0.0,3071559.0,3004104.0,0.0,3579674.0,3240277,0.0,0.0,4370586.0,4294449,N,0,0,0.0,0.0,9,0,0,0,0,0,4078706,2363998,0,0,3289,6540539,1,core2012pc,201212.0,2012.0,93.0,1244393.0,26983.0,0.0,9.0,99750.0,0.0,0.0,-64263.0,0.0,0.0,1306872.0,990375.0,316497.0,125370.0,75202.0,14897.0,0.0,93,131656636_201312_990,IN,,131656636201312,1316566362013,93493133052374.0,A82,A,36061.0,5602.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.75997,A,,,,,,0,rtf13_990_VER,166998,0,5922935,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,1517905,f1,2013,0,c4,2004,721718,c4,2004,0,c4,2004,5,f1,2013,43684,f1,2013,140068,f1,2013,168078,f1,2013,0,f1,2013,250977,f1,2013,5525,f1,2013,0,f1,2013,5525,f1,2013,0,f1,2013,111972,f1,2013,0,f1,2013,0,f1,2013,42984,f1,2013,0,f1,2013
