,fincheckv,VerifyBy,STYEAR,EIN,NAME,STATE,NTEE1,NTEECC,ADDRESS,CITY,ZIP5,ZIP,FIPS,MSA_NECH,PMSA,TAXPER,FisYr,OUTNCCS,OUTREAS,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,NTEESRC,MAJGRPB,ACTIV,ACTIV1,ACTIV2,ACTIV3,P1INTREV,P1DIVID,P1NGASTS,P1TCONT,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P1GRENTS,P6DOMORG,P7POLIT,P1INVRV,P7LIQUID,P1NADJRV,P7POFCLM,P1ADMEXP,P7DISSAL,P7DISBOR,P1INVEXP,P7DISSER,P1CHAEXP,P7DISPAY,P1TINVEX,P7DISTRA,P1TADJEX,P7PAYGVT,P2CASHBV,P7UNDINC,P2MORTG,P7BUSINT,P2EYOTIN,P7JEOINV,P2EYASST,P7PROPAG,P2MTGNTS,P7ELECT,P3EYTFND,P7INDGRT,P6TX4940,P7ORGGRT,P6TX511,P7OTHPUR,P6TXSUBA,P6ESTTX,P6TEXCTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NTEE,RULEDATE,FNDNCD,FRCD,AFCD,ARED,CONTACT,SEC_NAME,GEN,DISTRICT,LEVEL1,LEVEL2,LEVEL3,LEVEL4,CLASSCD,DEDUCTCD,ORGCD,P1GOODS,DLN,ARC,RandNum,ACCPER,TFLD,P6TXRFD,CALC4940,V1P6TX49,verify,V1P1TOTR,verfail,V1P1TOTE,V1P1EXCR,V1P1NETI,V1P1NADI,V1P3EYTF,V1P6TEXC,V1P14NAD,V1P14TNA,V1P14TQD,V1P14TAS,V1P14T49,V1P14TEN,V1P14TTS,V1P14TPS,V1P14TGI,V1P10MIR,VGOFCOMP,VGADMEXP,VGCONTPD,VGINVEXP,VGCHAEXP,VGTINVEX,VGTADJEX,VGTEXMEX,VGCASHBV,VGGVTINV,VGCRPSTK,VGCRPBND,VGMORTG,VGEYOTIN,VGMTGNTS,VGTASFMV,VGTOTAST,VGTASST,VIDIVID,VINGASTS,VIOTHINC,VITCONT,VIINTREV,VIGRENTS,VIGINVPF,VMREVEXP,VMASSETS,VMPOFCLM,nteeConf,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
71840,,,2002,133464919,WORLD PRESS PHOTO USA FOUNDATION INC,NY,A,A40,45 ROCKEFELLER PLZ STE 15,NEW YORK,10111.0,10111-1502,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,0,0,0,0,0,0,0,0,0,719,-719,0,17,17,18376,0,0,0,0,15960,18376,0,0,N,0,N,N,17,N,17,N,719,N,N,0,N,0,N,0,N,0,N,18376,N,0,N,0,N,18376,N,0,N,2416,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,198909.0,4.0,1.0,3.0,0.0,AMICORP SERVICES LTD,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491361009143,0,0.358091,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,NY,10111.0,NEW YORK,core2003pf,PF,S,AR,A,IN,,A40,A
71854,,,2002,133590722,THE BERNSTEIN FAMILY FOUNDATION,NY,A,A12,25 CENTRAL PARK W 1Y,NEW YORK,10023.0,10023-7214,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,119,119.0,149.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20Z,199105.0,15.0,10.0,3.0,0.0,,,0.0,13.0,PC,S,ZB,A,1.0,1.0,1.0,0,29491220029024,0,0.389554,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,NY,10023.0,NEW YORK,core2003pf,PC,S,ZB,A,IN,,A1261,A
71871,,,2002,133794783,CONTEMPORARY ART FOR AMERICA,NY,A,A50,330 15TH ST 5D,NEW YORK,10011.0,10011-5963,36061.0,5602.0,5600.0,200306,2003,IN,,3,AR,AR,AR,1,A,994,994.0,60.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A50Z,199507.0,4.0,1.0,3.0,0.0,DELEY GAZINELLI,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,29491206033204,0,0.777986,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10011.0,NEW YORK,core2003pf,PF,S,AR,A,IN,,A50,A
71873,,,2002,133834448,CHOREOTECTONICS INC,NY,A,A60,155 W 70TH ST PH 2G,NEW YORK,10023.0,10023-4429,36061.0,5602.0,5600.0,200308,2003,IN,,3,AR,AR,AR,1,A,995,995.0,90.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,1,1,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,32,N,0,N,0,N,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60Z,199605.0,4.0,1.0,3.0,0.0,RUKA KITO,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,29491199054244,0,0.771936,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10023.0,NEW YORK,core2003pf,PF,S,AR,A,IN,,A60,A
71879,,,2002,133887504,HOPE HOUSE THEATER INC,NY,A,A65,53 STANTON ST,NEW YORK,10002.0,10002-1361,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,994,994.0,88.0,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A65,199605.0,16.0,20.0,3.0,0.0,GREG DROZDEK,,0.0,13.0,PC,O,AR,A,1.0,1.0,1.0,0,29491213040024,0,0.0470914,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10002.0,NEW YORK,core2003pf,PC,O,AR,A,IN,,A65,A
71892,,,2002,133973817,FRIENDS OF CHINA HERITAGE FUND LIMITED,NY,A,A11,440 W END AVE,NEW YORK,10024.0,10024-5358,36061.0,5602.0,5600.0,200309,2003,IN,,3,AR,AR,AR,1,A,994,994.0,119.0,0.0,3213,2707,0,20000,0,0,0,520000,25920,536392,-510472,531634,5920,0,956360,0,758466,0,758466,13258,956360,0,53047,N,0,Y,N,5920,N,0,N,16392,N,N,0,N,11634,N,0,N,0,N,197894,N,0,N,0,N,956360,N,0,N,943102,N,59,N,0,N,0,0,59,0,0,0,0,0,1077099,52988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A82Z,199807.0,4.0,1.0,3.0,0.0,DIANE T WOO,,0.0,13.0,PF,S,ZA,A,1.0,1.0,1.0,0,29491241087234,0,0.344918,9,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10024.0,NEW YORK,core2003pf,PF,S,ZA,A,IN,,A1180,A
71894,,,2002,133976351,DAVID MERRICK AND NATALIE LLOYD FOUNDATION INC,NY,A,A60,117 E 57TH ST,NEW YORK,10022.0,10022-2002,36061.0,5602.0,5600.0,200306,2003,IN,,3,AR,AR,AR,1,A,994,994.0,927.0,602.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60Z,199803.0,4.0,1.0,3.0,200206.0,SCOTT GILDEA & COMPANY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491340001013,0,0.634476,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10022.0,NEW YORK,core2003pf,PF,S,AR,A,IN,,G20,G
71902,,,2002,134006236,TEREZIN PUBLISHING PROJECT LTD,NY,A,A33,422 HUDSON ST,NEW YORK,10014.0,10014-3932,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,995,995.0,120.0,0.0,0,0,0,0,0,0,0,0,0,6014,-6014,0,0,0,1910,0,0,0,0,0,1910,0,0,N,0,N,N,0,N,0,N,6014,N,N,0,N,0,N,0,N,0,N,1910,N,0,N,0,N,1910,N,0,N,1910,N,0,N,0,N,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A33Z,199808.0,4.0,1.0,3.0,0.0,AMY LOWENHAR,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491241052194,0,0.22611599999999998,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10014.0,NEW YORK,core2003pf,PF,S,AR,A,IN,,A33,A
71947,,,2002,136149781,PERFORMING ARTS FOUNDATION INC,NY,A,A60,21 E 40TH ST STE 1006,NEW YORK,10016.0,10016-0501,36061.0,5602.0,5600.0,200308,2003,IN,,3,AR,AR,AR,1,A,90,90.0,0.0,0.0,12423,287994,1280,100000,0,6280,0,28722,420125,227523,192602,213297,302742,309815,4379974,0,3686320,311773,3998093,0,4601837,0,217611,N,12148,N,N,313845,N,312565,Y,198801,N,N,11103,N,184575,N,11103,N,2750,N,36402,N,81851,N,2734,N,4533383,N,0,N,4379974,N,6055,N,0,N,0,9161,6055,0,0,0,0,3106,4418502,0,217611,209188,202318,194381,823498,213297,175680,231529,268150,888656,1,0,0,0,1,0,0,0,0,0,145074,139459,134879,129587,548999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60Z,196411.0,3.0,1.0,3.0,0.0,SPITZ & EDELSTEIN CPAS,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491017035054,0,0.405456,8,-3106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10016.0,NEW YORK,core2003pf,PF,O,AR,A,IN,,A1260,A
71981,,,2002,137325028,FISHER LANDAU CENTER FOR ART,NY,A,A51,299 PARK AVE,NEW YORK,10171.0,10171-0002,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,20,0,4198616,0,0,0,0,4198636,104685,4093951,88505,20,0,4116777,0,0,0,0,22826,4132957,0,0,N,0,N,N,20,N,0,Y,104685,N,N,0,N,88505,N,0,N,0,N,0,N,0,N,0,N,4132957,N,0,N,4093951,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,594775,0,0,0,594775,4132957,0,0,0,4132957,4083444,0,0,0,4083444,4198616,0,0,0,4198616,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,A51,200210.0,3.0,1.0,3.0,0.0,FISHER BROTHERS,LANDAU EMILY FISHER TTEE,0.0,13.0,PF,O,AR,A,2.0,1.0,2.0,0,29491361015123,0,0.8605809999999999,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10171.0,NEW YORK,core2003pf,PF,O,AR,A,IN,,A51,A
72336,,,2002,311693404,PIECE BY PIECE PRODUCTIONS INC,NY,A,A99,1430 BROADWAY 17TH FLR,NEW YORK,10018.0,10018-3355,36061.0,5602.0,5600.0,200308,2003,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,Y,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,200006.0,3.0,1.0,3.0,0.0,REMINICK AARONS & CO LLP,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491073069184,0,0.30493899999999996,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10018.0,NEW YORK,core2003pf,PF,O,AR,A,IN,,A20,A
72341,,,2002,311735171,INSTITUTE FOR ACOUSTICS FOR THE PERFORMING ARTS,NY,A,A99,114 W 26TH ST,NEW YORK,10001.0,10001-6812,36061.0,5602.0,5600.0,200306,2003,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,938,0,0,35000,0,0,0,7000,35938,7505,28433,7505,938,0,160480,0,0,0,0,0,160480,0,7211,N,0,Y,N,938,N,0,N,505,N,N,0,N,505,N,0,N,0,N,0,N,0,N,0,N,160480,N,0,N,160480,N,9,N,0,N,0,0,9,0,0,0,0,0,146418,7202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60,200102.0,15.0,10.0,3.0,200506.0,HERMAN KRAWITZ,,0.0,13.0,PC,O,AR,A,2.0,1.0,1.0,0,29491052055204,0,0.816096,6,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10001.0,NEW YORK,core2003pf,PC,O,AR,A,IN,,A60,A
73693,,,2002,986000319,AMERICAN CENTER FOUNDATION,NY,A,A25,120 WOOSTER ST,NEW YORK,10012.0,10012-5200,36061.0,5602.0,5600.0,200308,2003,OUT,I,3,AR,AR,AR,1,A,349,349.0,59.0,119.0,59,403213,386981,0,0,989,0,557972,791242,774282,16960,702141,718952,0,17174319,853616,12142348,1902323,14898287,80387,17174319,51226,767746,N,0,N,N,790253,N,0,N,216310,N,N,71301,N,144501,N,71301,N,0,N,40083,N,0,N,1680110,N,17174319,N,0,N,17093932,Y,14379,Y,0,N,0,0,14379,0,0,0,0,0,15588756,753367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T20,196402.0,4.0,1.0,3.0,0.0,FREDERICK B HENRY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491213019004,0,0.617668,8,14379,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,NY,10012.0,NEW YORK,core2003pf,PF,S,AR,A,OUT,I,A25,A
73711,,,2001,10547898,WTC PLATFORM FOUNDATION INC,NY,A,A80,5 UNION SQ W,NEW YORK,10003.0,10003-3306,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,55000,0,0,0,0,55000,0,55000,0,0,0,230000,0,0,0,0,175000,230000,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,230000,N,0,N,0,N,230000,N,0,N,55000,N,0,N,0,N,0,0,0,0,0,0,0,0,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A80,200205.0,4.0,1.0,3.0,0.0,% MILGROM GALUSKIN BALMUTH & CO CPA,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491306028152,0,0.110107,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10003.0,NEW YORK,core2001pf,PF,S,AR,A,IN,,A80,A
73999,,,2001,113276202,ART SPIRIT INC,NY,A,A99,845 3RD AVE,NEW YORK,10022.0,10022-6601,36061,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,994,994.0,91.0,0.0,0,0,0,36537,0,0,4628,250,36537,34881,1656,250,0,0,2034,0,0,0,0,0,2034,0,158,N,0,N,N,0,N,0,N,34631,N,N,0,N,0,N,0,N,0,N,2034,N,0,N,0,N,2034,N,0,N,2034,N,0,N,0,N,0,0,0,0,0,0,0,0,3217,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A25,199602.0,15.0,20.0,3.0,199912.0,% ROSENZWEIG & MAFFIA,,0.0,13.0,PC,O,AR,A,1.0,1.0,1.0,0,29491229007082,0,0.466487,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10022.0,NEW YORK,core2001pf,PF,O,AR,A,IN,,A25,A
74146,,,2001,133626986,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,NY,A,A11,620 FIFTH AVE STE 314,NEW YORK,10020.0,10020-2402,36061,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,998,998.0,0.0,0.0,0,0,0,0,0,0,0,41675,0,43830,-43830,41675,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,2155,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,199201.0,4.0,1.0,3.0,0.0,% ROSE & BOXER,,0.0,13.0,PF,S,ZA,A,1.0,1.0,1.0,0,29491222014072,0,0.262637,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10020.0,NEW YORK,core2001pf,PF,S,ZA,A,IN,,A1151,A
74152,,,2001,133702827,MILLENIAL ARTS INCORPORATED,NY,A,A99,733 THIRD AVE RM 1900,NEW YORK,10017.0,10017-3204,36061,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,994,994.0,90.0,94.0,0,0,0,115900,0,0,0,0,115900,131231,-15331,131231,0,0,1,0,0,0,0,87266,1,0,653,N,0,Y,N,0,N,0,N,131231,N,N,0,N,131231,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,-87266,N,0,N,0,N,0,0,0,0,0,0,0,0,13249,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,199407.0,4.0,1.0,3.0,0.0,% GMH CONSULTING INC,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491250116162,0,0.238117,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10017.0,NEW YORK,core2001pf,PF,S,AR,A,IN,,A99,A
74165,,,2000,133795322,INTERNATIONAL SOCIETY FOR CONSCIOUSNESS AND THE ARTS,NY,A,A40,28 E 10TH ST APT 12L,NEW YORK,10003.0,10003-6214,36061,5602.0,5600.0,200107,2001,IN,,3,AR,AR,AR,1,A,994,994.0,123.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A40Z,199509.0,4.0,1.0,3.0,0.0,% NINA REZNICK,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,29491082031222,0,0.885193,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10003.0,NEW YORK,core2001pf,PF,S,AR,A,IN,,A03,A
74194,,,2000,133953850,MAJESTIC HARMONY INC,NY,A,A19,630 E 170TH ST 3A,BRONX,10456.0,10456-2340,36005,5602.0,5600.0,200106,2001,IN,,3,AR,AR,AR,1,A,994,994.0,119.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99M,199805.0,15.0,20.0,3.0,200106.0,% VERONICA CLARKE,,0.0,11.0,PC,O,AR,A,1.0,1.0,1.0,0,29491229033032,0,0.29630700000000004,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10456.0,BRONX,core2001pf,PF,O,AR,A,IN,,A99,A
74197,,,2001,133967980,LANDMARKS FOUNDATION PROTECTING SAC RED SITES GLOBALLY INC,NY,A,A70,155 E 75TH ST,NEW YORK,10021.0,10021-3251,36061,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,994,994.0,119.0,0.0,0,0,0,38990,0,0,0,6000,38990,36271,2719,36271,0,0,6634,0,0,0,0,0,6634,0,260,N,0,N,N,0,N,0,N,30271,N,N,0,N,30271,N,0,N,0,N,6634,N,0,N,0,N,6634,N,0,N,6634,N,0,N,0,N,0,0,0,0,0,0,0,0,5275,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A70Z,199712.0,15.0,10.0,3.0,200112.0,,,0.0,13.0,PC,O,AR,A,1.0,1.0,1.0,0,29491180078032,0,0.70885,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10021.0,NEW YORK,core2001pf,PF,O,AR,A,IN,,A70,A
74248,,,2001,134150082,STONE BARNS RESTORATION CORP,NY,A,A99,30 ROCKEFELLER PLZ STE 5600,NEW YORK,10112.0,10112-0002,36061,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,5461,1593,0,6889554,0,787,0,0,6894173,3564,6890609,0,4277,4277,6890609,0,0,0,0,0,6925946,238868,238954,N,0,N,N,7841,N,7841,N,3564,N,N,3564,N,0,N,3564,N,3564,N,477195,N,0,N,909414,N,6925946,N,0,N,6890609,N,0,N,0,N,0,0,86,0,0,0,0,86,4851853,238868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A50,200107.0,4.0,1.0,3.0,0.0,% RICHARD N CATALDO,,0.0,13.0,PF,O,AR,A,1.0,2.0,1.0,0,29491271041182,0,0.56299,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NY,10112.0,NEW YORK,core2001pf,PF,S,AR,A,IN,,A50,A
74331,,,2000,136227356,DANCE PERSPECTIVES FOUNDATION INC,NY,A,A62,433 E 51ST 8D,NEW YORK,10022.0,10022-6472,36061,5602.0,5600.0,200012,2000,IN,,3,AR,AR,AR,1,A,119,119.0,40.0,59.0,0,10734,0,6957,0,22915,0,3520,40606,24042,16564,12248,9765,22915,158483,0,0,0,0,0,158483,0,7549,N,0,N,N,10734,N,22915,N,20522,N,N,969,N,8728,N,969,N,0,N,0,N,0,N,141195,N,158483,N,0,N,158483,N,0,N,0,N,0,0,195,0,0,0,0,195,153279,7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,196709.0,4.0,1.0,3.0,0.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491307092081,0,0.44855500000000004,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10022.0,NEW YORK,core2001pf,PF,S,AR,A,IN,,A62,A
