,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,nteeFinal,nteeFinal1,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,Verifyby,fincheckv,VERIFY
13226,137101223,200812,200922,29491143098199,91,A45Z,N,Y,0,1,2008,2,7,4,3,91,104766,0,0,0,0,-1603,0,0,103163,91495,11668,88394,0,0,6519465,0,0,0,0,19161,12849573,0.0,1200,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,-1603,91495,0,88394,0,3101.0,29017,0,0,12849573,0,6500304,0,0,0,20,0,0,0,0,20,0,24366,0,0,2880,1837.0,0,4717,88394,84518,77081,127081,377074,0,6499684,4555685,4504440,15559809,0,6499684,4555685,4504440,15559809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,137101223200812,1371012232008,rtf08pf,8,-20,0,10012.0,KIKI KOGELNIK FOUNDATION,STEPHEN KILDUNNE,330 LAFAYETTE ST 7,NEW YORK,NY,10012-2739,0.0,3.0,2.0,199705.0,1.0,3.0,91.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8770700000000001,B,,,
13613,137325028,200812,200950,29491332085019,91,A51,N,Y,0,1,2008,2,7,5,3,0,536318,11467,0,0,0,1955,0,0,549740,698477,-148737,593590,11467,0,9657279,0,0,0,0,1693,10213659,0.0,20179,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,11467,0,698477,0,593590,0,0.0,0,0,0,10213659,0,9655586,229,0,0,1624,0,0,0,0,1395,229,409718,0,1,0,0.0,0,1,593590,726058,743046,801160,2863854,9793994,10005175,10843457,8503924,39146550,9743665,9059088,8730006,8452175,35984934,13453,49157,22941,182,85733,538273,14909,2902365,1206420,4661967,1955,1080,507,828,4370,11467,78214,28332,47,118060,2008,137325028200812,1373250282008,rtf08pf,8,-1624,229,10171.0,FISHER LANDAU CENTER FOR ART,FISHER BROTHERS,299 PARK AVE FL 42,NEW YORK,NY,10171-4299,0.0,3.0,2.0,200210.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,LANDAU EMILY FISHER TTEE,36061.0,5600.0,PMSA,A51,A,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.22882,B,,,
14660,161632202,200812,200947,93491320006089,91,A12,N,Y,0,1,2008,3,1,1,3,0,0,605,0,0,0,0,0,41520,605,75967,-75362,64244,0,0,1595,0,0,0,0,1,1595,0.0,958,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,605,0,34447,11673,22724,11673,0.0,1595,0,0,1595,0,1595,0,0,0,0,0,0,0,0,0,0,19451,958,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,161632202200812,1616322022008,rtf08pf,8,0,0,10016.0,THE LAURA PELS INTERNATIONAL FOUNDATION FOR THEATER,JACK BRISTER,440 PARK AVE S FL 5,NEW YORK,NY,10016-8012,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1265,A,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.13421,B,,,
17000,201766629,200812,200950,29491325149019,91,A12,N,Y,0,1,2008,3,6,6,3,0,1511065,9447,0,0,0,18,0,140000,1520530,152916,1367614,152916,9447,0,1357382,0,0,0,0,0,1357382,0.0,55410,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9447,0,12916,0,12916,0,0.0,47133,0,0,1357382,0,1357382,189,0,0,0,0,189,0,0,0,189,1125080,55221,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,201766629200812,2017666292008,rtf08pf,8,0,0,10036.0,FINE ART RESTORATION FOUNDATION,THEODORE W STRIGGLES,19 W 44TH ST STE 1108,NEW YORK,NY,10036-6101,0.0,3.0,1.0,200507.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.40046,A,,,
17444,202011199,200812,200952,29491353030069,91,F12,N,Y,0,1,2008,3,4,2,3,0,0,20854,0,0,0,0,0,25400,20854,27499,-6645,25400,20854,18755,446284,0,0,0,0,0,450114,14878.0,22640,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,20854,20854,2099,0,0,0,2099.0,1348,0,0,450114,0,446284,417,0,0,0,0,0,0,0,0,417,459704,22223,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,202011199200812,2020111992008,rtf08pf,8,417,0,11106.0,FLORENCE TYSON FUND FOR THE CREATIVE ARTS THERAPIES INC,CHRISTOPHER BANDINI,2521 31ST AVE APT D25,ASTORIA,NY,11106-3617,0.0,3.0,1.0,200601.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36081.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.79894,B,,,
18181,202765502,200812,200924,29491080011139,91,A6C,N,Y,0,1,2008,3,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,202765502200812,2027655022008,rtf08pf,8,0,0,10038.0,THE CITY HALL PARK JAZZ ASSOCIATION INC,J&R ELECTRONICS INC,23 PARK ROW,NEW YORK,NY,10038-2302,0.0,3.0,2.0,200506.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,200712.0,20.0,12,,36061.0,5600.0,PMSA,A6C,A,A6C,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.91837,A,,,
18396,203093846,200612,200904,29491003037059,91,T50,N,Y,0,1,2006,3,4,4,3,0,490000,0,0,0,0,0,0,0,490000,230416,259584,229858,0,0,281845,0,0,0,0,0,281845,0.0,6927,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,230416,0,229858,0,0.0,271358,0,0,281845,0,281845,0,0,0,0,0,0,0,0,0,0,140640,6927,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,203093846200612,2030938462006,rtf08pf,6,0,0,10020.0,FUNDACION CORP GROUP CENTRO CULTURAL,ROCKEFELLER CENTER,1230 AVE OF AMERICA STE 725,NEW YORK,NY,10020-0000,0.0,3.0,2.0,200605.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.55593,B,,,
18446,203156955,200812,200922,29491115060039,91,A12,N,Y,0,1,2008,3,6,6,3,0,0,33766,139560,24680,0,0,13541,200000,198006,454395,-256389,411869,157480,0,4809041,1515625,1544457,1725698,4785780,0,4413962,0.0,242113,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,198006,0,254395,40526,211869,40526,0.0,0,0,0,4413962,0,4809041,3150,0,0,2403,0,0,0,0,0,3150,4915996,238963,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,203156955200812,2031569552008,rtf08pf,8,747,0,10018.0,VIVIAN G PRINS FOUNDATION,ANCHIN BLOCK & ANCHIN LLP,1375 BROADWAY,NEW YORK,NY,10018-7001,0.0,3.0,1.0,200601.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.43046,B,,,
18830,203562379,200809,200925,29491150209049,91,M20,N,Y,0,1,2007,3,1,1,3,0,2124,0,0,0,0,0,0,0,2124,2134,-10,2134,0,0,812,0,0,0,0,0,812,0.0,39,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2134,0,2134,0,0.0,0,0,0,812,0,812,0,0,0,0,0,0,0,0,0,0,800,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,203562379200809,2035623792008,rtf08pf,8,0,0,10019.0,WARNER MUSIC GROUP CHARITABLE FOUNDATION,SECRETARY,75 ROCKEFELLER PLAZA STE 12TH,NEW YORK,NY,10019-6908,0.0,3.0,1.0,200510.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.56701,A,,,
19210,203867212,200812,200929,29491115021179,91,T23,N,Y,0,1,2008,3,6,1,3,0,3901,48,0,0,0,0,0,9504,3949,140121,-136172,140121,0,0,1961722,0,0,0,0,573584,2397695,0.0,0,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,48,130617,0,130617,0,0.0,10395,0,0,2397695,0,1388138,0,0,0,0,0,0,0,0,0,0,9948,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,203867212200812,2038672122008,rtf08pf,8,0,0,10023.0,AMERICAN DECORATIVE ART 1900 FOUNDATION,BRUCE BARNES,1 W 72ND ST APT 63,NEW YORK,NY,10023-3423,0.0,3.0,1.0,200709.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.51239,A,,,
19844,204144184,200812,200949,29491318069239,91,A51,N,Y,0,1,2008,2,6,3,3,0,0,37,0,43492,0,0,0,0,43529,8269,35260,8219,43516,0,2544072,0,0,0,0,0,2634362,0.0,695,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,43529,37,8269,13,8219,13,37.0,44072,0,0,2634362,0,2544072,870,0,0,0,0,1250,0,0,380,870,14118,0,1,0,0.0,0,1,8219,7404,8779,0,24402,2634362,2689392,2506220,2500000,10329974,0,2680580,2500000,2500000,7680580,463,163,93,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,204144184200812,2041441842008,rtf08pf,8,-380,0,10017.0,KALLIR FAMILY FOUNDATION,PRAGER AND FENTON LLP,675 THIRD AVE,NEW YORK,NY,10017-5707,0.0,3.0,2.0,200605.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A51,A,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.06482,B,,,
20149,204711374,200812,200924,29491150254079,91,A25,N,Y,0,1,2008,2,5,1,3,0,0,3731,0,0,0,0,0,0,3731,70190,-66459,0,3731,0,573401,0,0,0,0,0,573401,0.0,26200,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3731,0,70190,0,0,0,70190.0,496651,0,0,573401,0,573401,75,0,0,0,0,0,0,0,0,75,531986,0,1,0,0.0,0,1,0,0,76750,0,76750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705000,0,705000,0,0,605000,0,605000,3731,16350,4035,0,24116,2008,204711374200812,2047113742008,rtf08pf,8,75,0,10017.0,ARSHILE GORKY FOUNDATION,L H FRISHKOFF & CO LLP,529 5TH AVE STE 901,NEW YORK,NY,10017-4680,0.0,3.0,2.0,200607.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A25,A,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.47147,B,,,
20322,204913283,200804,200909,29491278043148,91,A990,N,Y,0,1,2007,3,1,1,3,0,1785,0,0,0,0,0,0,0,1785,2081,-296,1786,0,0,4044,0,0,0,0,0,4044,0.0,199,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2081,0,1786,0,0.0,0,0,0,4044,0,4044,0,0,0,0,0,0,0,0,0,0,4043,199,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,204913283200804,2049132832008,rtf08pf,8,0,0,10019.0,INNOVATIVE ARTS INC,MICHAEL CARSON,250 W 54TH ST,NEW YORK,NY,10019-5515,0.0,3.0,1.0,200703.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,4,,36061.0,5600.0,PMSA,A99,A,A99,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.49036,B,,,
20488,205117734,200812,200949,29491325102119,91,A33,N,Y,0,1,2008,2,3,6,3,0,1058670,942,0,0,0,0,0,0,1059612,1071054,-11442,1045343,942,942,96870,0,0,0,0,0,96870,0.0,3881,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,942,942,1071054,0,1045343,0,0.0,96870,0,0,96870,0,96870,9,0,0,69,0,0,0,0,60,9,78807,0,942,3053,379.0,0,4374,1045343,783655,0,0,1828998,0,108312,260379,0,368691,0,108312,260379,0,368691,2587,5885,1059,0,9531,0,645000,260000,0,905000,0,0,0,0,0,0,3053,379,0,3432,2008,205117734200812,2051177342008,rtf08pf,8,-60,0,10019.0,LDB FOUNDATION,LEON D BLACK,9 W 57TH ST STE 43RD,NEW YORK,NY,10019-2701,0.0,3.0,2.0,200712.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A33,A,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33769,B,,,
23088,208465001,200812,200939,29491255028089,91,B12,N,Y,0,1,2008,3,5,5,3,0,233200,905,14374,-132216,0,0,0,104490,116263,110200,6063,104490,16653,15279,867402,0,859615,0,859615,0,789074,0.0,35193,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16653,15279,5710,0,0,0,0.0,6491,0,0,789074,0,867402,167,0,0,0,0,0,26,0,0,167,714570,35026,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,208465001200812,2084650012008,rtf08pf,8,141,0,11204.0,HERITAGE FOUNDATION,BENJAMIN LEDERER,1756 54TH ST,BROOKLYN,NY,11204-1548,0.0,3.0,1.0,200705.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36047.0,5600.0,PMSA,A82,A,A82,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.30835,B,,,
23120,208500125,200812,200924,29491143345239,91,F60,N,Y,0,1,2008,2,1,2,3,0,14400,0,0,0,0,0,0,0,14400,12297,2103,11979,0,0,4138,0,0,0,0,2345,4138,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,12297,0,11979,0,0.0,0,0,0,4138,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,11979,14392,0,0,26371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,14400,0,0,28800,0,0,0,0,0,0,0,0,0,0,2008,208500125200812,2085001252008,rtf08pf,8,0,0,10021.0,BRIDGEXINGS POETRY CENTERINCORPORATED,,524 E 72ND ST APT 37DE,NEW YORK,NY,10021-9805,0.0,3.0,1.0,200711.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8265600000000001,A,,,
23679,222436291,200810,200931,29491192045169,91,,N,Y,0,1,2007,3,1,3,3,29,99552,0,0,0,0,0,0,0,99552,101241,-1689,101241,0,0,264,0,0,0,0,0,264,0.0,754,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,101241,101241,101241,101241,101241.0,0,0,0,264,0,264,0,0,0,0,0,0,0,0,0,0,15099,755,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,222436291200810,2224362912008,rtf08pf,8,0,0,10017.0,AMERICAN FRIENDS OF ITALIAN JEWRY INC,KOENIG RATNER & MOTT PC,369 LEXINGTON AVE,NEW YORK,NY,10017-6506,0.0,3.0,1.0,198305.0,1.0,4.0,29.0,994.0,0.0,1.0,1.0,0.0,1.0,10,,36061.0,5600.0,PMSA,A1123,A,A112,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.93279,A,,,
23776,222530466,200812,200939,29491255050099,91,,N,Y,0,1,2008,3,3,4,3,93,100875,0,0,0,0,0,0,2000,100875,61295,39580,44171,0,0,40624,0,0,0,0,592590,40624,0.0,852,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,59295,0,42171,0,17122.0,40624,0,0,40624,0,-551966,0,0,0,0,0,0,0,0,0,0,17297,852,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,222530466200812,2225304662008,rtf08pf,8,0,0,10012.0,ISE CULTURAL FOUNDATION INC,,555 BROADWAY,NEW YORK,NY,10012-3919,0.0,3.0,2.0,198408.0,1.0,4.0,93.0,90.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1220,A,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.12717,B,,,
25128,223525125,200806,200915,29491334010148,91,,N,Y,0,1,2007,2,6,6,3,998,1000000,17783,0,0,0,0,0,25000,1017783,39309,978474,25000,17783,17783,1689939,0,996274,0,996274,0,1689939,0.0,28231,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,17783,17783,14309,0,0,0,0.0,0,0,0,1689939,0,1689939,356,0,0,0,0,0,0,0,0,356,573225,27875,17783,0,0.0,0,17783,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,223525125200806,2235251252008,rtf08pf,8,356,0,10017.0,THE STEVEN J LEVINSON MEDICAL RESEARCH FOUNDATION INC,L WOLLIN,866 UN PLAZA,NEW YORK,NY,10017-1822,0.0,3.0,2.0,199811.0,1.0,3.0,998.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.64231,B,,,
25132,223527668,200906,200947,29491311064049,91,A40Z,N,Y,0,1,2008,2,6,3,3,60,0,0,10816,-22942,0,0,0,0,29274,88197,-58923,3168,0,0,1933297,0,441906,0,441906,392822,1682532,0.0,64400,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,41400,0,52216,0,88197,78673,3168,78673,0.0,12589,0,0,1682532,392822,1540475,0,0,0,534,0,0,0,0,0,0,1307621,0,1,2542,0.0,0,2542,3168,63500,81630,93900,242198,0,0,0,0,0,0,0,0,0,0,42933,55902,44905,46352,190092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,223527668200906,2235276682009,rtf08pf,9,-534,534,10017.0,YATES ART FOUNDATION INC,L WOLLIN,866 UN PLAZA STE 508,NEW YORK,NY,10017-1849,0.0,3.0,1.0,199803.0,1.0,3.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.22409,B,,,
25396,223668584,200806,200925,29491157020149,91,A54,N,Y,0,1,2007,2,5,5,3,0,126950,3039,0,-12892,0,0,0,670000,117097,957040,-839943,921970,21,0,970067,0,0,0,0,0,1226069,0.0,62956,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3039,3039,287040,3018,251970,3018,31155.0,0,0,0,1226069,0,970067,0,0,0,0,0,0,0,0,0,0,1278287,0,1,0,0.0,0,1,921970,0,283817,295063,1500850,1226069,2034857,2141859,2139645,7542430,1226069,2034857,2141859,2139645,7542430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,223668584200806,2236685842008,rtf08pf,8,0,0,10016.0,CWJ CLASSIC AUTOMOBILE MUSEUM INC,BEHAN LING & RUTA CPAS PC,475 PARK AVENUE SOUTH 31/FL,NEW YORK,NY,10016-0000,0.0,3.0,1.0,200009.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A50,A,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33969,A,,,
26409,226799567,200812,200951,29491339038109,91,T23,N,Y,0,25,2008,2,9,9,3,0,966030,116175,1435601,-9216680,417669,1157874,351782,0,-4452764,14740083,-19192847,10701966,1589300,1589300,142759379,0,0,1679211,1679211,959948,142759379,0.0,3724621,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,670567,382822,2222343,3797886,14740083,633043,10701966,633043,2208586.0,168154,0,51486236,142759379,0,141799431,0,0,0,0,0,0,0,0,0,0,75626814,0,1589300,4505078,2472534.0,1558350,10125262,11654134,15750555,17112715,12337125,56854529,0,0,0,0,0,0,0,0,0,0,2483081,3003385,2127425,1210196,8824087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,226799567200812,2267995672008,rtf08pf,8,0,0,10011.0,SHELLEY & DONALD RUBIN CULTURAL TR UA 05111999,SHELLEY & DONALD RUBIN CULTURAL T,150 W 17TH ST,NEW YORK,NY,10011-5402,0.0,3.0,2.0,199908.0,1.0,3.0,0.0,0.0,0.0,2.0,25.0,201012.0,1.0,12,RUBIN MUSEUM OF ART,36061.0,5600.0,PMSA,A50,A,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9680700000000001,A,,,
28635,237013433,200810,200914,29491080031149,91,,N,Y,0,1,2007,3,6,5,3,602,774776,70873,18040,0,0,0,0,71430,863689,81597,782092,71430,88913,0,3273282,0,117688,0,117688,0,3473750,0.0,146942,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,88913,0,10167,0,0,0,0.0,1465594,0,0,3473750,0,3273282,1778,0,0,1844,0,0,0,0,66,1778,2983593,145164,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,237013433200810,2370134332008,rtf08pf,8,66,0,10023.0,MARC GALLER RESEARCH FOUNDATION INC,L GALLER,146 CENTRAL PARK W,NEW YORK,NY,10023-2005,0.0,3.0,1.0,196904.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,10,,36061.0,5600.0,PMSA,A0540,A,A054,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.75556,B,,,
28865,237044630,200905,200947,29491304027099,91,,N,Y,0,1,2008,3,1,1,3,119,475,0,0,0,0,0,0,0,475,275,200,0,0,0,1248,0,0,0,0,0,1248,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,275,0,0,0,0.0,1248,0,0,1248,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237044630200905,2370446302009,rtf08pf,9,0,0,10025.0,RIVERSIDE THEATER WORKSHOP INC,,280 RIVERSIDE DR APT 10E,NEW YORK,NY,10025-9027,0.0,3.0,1.0,196912.0,1.0,4.0,119.0,59.0,0.0,1.0,1.0,0.0,1.0,5,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.33799,B,,,
